         0 -1.435199347e-17          0
     0.125 7.51603356e-19 7.087571511e-22
      0.25 7.35832546e-19 7.01138107e-22
     0.375 7.142337635e-19 8.498074742e-22
       0.5 6.797311945e-19 1.786819071e-21
     0.625 6.418204065e-19 1.954277963e-21
      0.75 5.954095085e-19 1.966059255e-21
     0.875 5.44899796e-19 2.212329686e-21
         1 4.906839856e-19 2.21320591e-21
     1.125 4.34191432e-19 1.6272016e-21
      1.25 3.772148964e-19 1.794275584e-21
     1.375 3.210788717e-19 1.500311995e-21
       1.5 2.672327494e-19 9.584413099e-22
     1.625 2.162068162e-19 1.009397147e-21
      1.75 1.693351754e-19 4.436682369e-22
     1.875 1.273199485e-19 3.263758704e-22
         2 9.081811848e-20 -6.071417821e-23
     2.125 5.979131438e-20 -2.349285889e-22
      2.25 3.444339586e-20 -5.390196731e-22
     2.375 1.412582437e-20 -1.83028377e-22
       2.5 -7.106647193e-22 -4.115198215e-23
     2.625 -1.08819903e-20 2.783310577e-22
      2.75 -1.737766929e-20 1.033576056e-21
     2.875 -2.046536517e-20 1.64582917e-21
         3 -2.103322467e-20 2.517317753e-21
     3.125 -1.978421847e-20 3.264526084e-21
      3.25 -1.740319869e-20 4.256869456e-21
     3.375 -1.417440918e-20 4.921541451e-21
       3.5 -1.131892266e-20 5.412127985e-21
     3.625 -8.441171745e-21 5.265560122e-21
      3.75 -6.137683748e-21 4.627410769e-21
     3.875 -4.892431065e-21 3.62929211e-21
         4 -4.441766314e-21 1.564671315e-21
     4.125 -4.711540266e-21 -1.393662881e-21
      4.25 -5.513731243e-21 -5.820167205e-21
     4.375 -8.263434713e-21 -1.06103947e-20
       4.5 -1.016367201e-20 -1.584383073e-20
     4.625 -1.180892087e-20 -2.359610257e-20
      4.75 -1.597218947e-20 -4.04351659e-20
     4.875 -1.424911485e-20 -3.927419423e-20
         5 -2.057091573e-20 -2.736006304e-20
     5.125 -5.306737213e-21 -7.144820853e-20
      5.25 5.751972508e-20 -1.529436857e-19
     5.375 9.749824833e-20 -1.470267489e-19
       5.5 2.859236369e-20 -3.251671473e-20
     5.625 6.14640131e-21 -5.320279428e-22
      5.75 -1.580486304e-19 -1.513372657e-19
     5.875 -9.38753647e-20 -3.540135715e-19
         6 3.038438891e-19 -3.713242209e-19
     6.125 5.917311044e-19 7.453518254e-19
      6.25 -1.172488088e-19 3.403794965e-19
     6.375 -2.172983084e-19 7.655642107e-20
       6.5 2.478915198e-19 3.830549589e-19
     6.625 -2.631833249e-19 7.152102032e-19
      6.75 -2.673230883e-19 -1.104067241e-19
     6.875 1.994202938e-19 -1.866353015e-19
         7 2.300485658e-19 3.411060882e-20
     7.125 -7.193640224e-20 3.304738751e-19
      7.25 -4.305676898e-19 -2.129448589e-19
     7.375 -1.12680366e-19 -4.044532184e-19
       7.5 -9.733981505e-20 -4.011729925e-19
     7.625 2.417611953e-19 -7.618885008e-20
      7.75 -3.998755538e-20 1.13539456e-19
     7.875 1.960547326e-20 3.591095853e-19
         8 -1.715279887e-19 1.983420633e-20
     8.125 -1.486412285e-20 -8.654338013e-21
      8.25 7.473762324e-20 -9.313612769e-20
     8.375 6.368546797e-20 -6.077793908e-20
       8.5 1.734931071e-20 -6.620849621e-20
     8.625 4.314753718e-20 3.783120378e-20
      8.75 1.158371804e-19 -1.01933455e-20
     8.875 -5.662145961e-20 -2.164790763e-19
         9 8.693391641e-20 -1.176505758e-19
     9.125 8.257847758e-21 5.419387097e-20
      9.25 1.596088941e-20 -5.604705344e-21
     9.375 2.69236517e-20 -3.5787939e-20
       9.5 6.715684592e-20 -3.575415194e-20
     9.625 -2.163154806e-19 1.566518049e-19
      9.75 -3.285654288e-20 1.588795721e-20
     9.875 -2.21803982e-20 8.89132454e-21
        10 -2.033114266e-20 5.455282305e-21
    10.125 -9.511433527e-21 -1.33479089e-20
     10.25 -2.33466706e-20 -1.778294609e-20
    10.375 -1.082818824e-19 -1.595635127e-20
      10.5 -2.83815856e-19 2.541329143e-19
    10.625 1.914343909e-19 5.389134765e-20
     10.75 1.412751064e-19 5.53960564e-20
    10.875 -1.577316479e-20 -3.160734232e-20
        11 -3.255999113e-20 -3.686679449e-20
    11.125 5.06037142e-20 -3.184099545e-20
     11.25 1.32753342e-19 -5.086670285e-20
    11.375 1.747602654e-20 -1.894363761e-20
      11.5 -2.213253697e-20 -4.795566307e-20
    11.625 -1.595917902e-20 -6.764122926e-21
     11.75 -8.909330945e-21 -3.17562253e-20
    11.875 2.058399948e-20 -7.019038991e-20
        12 -2.880995539e-20 -1.544392086e-21
    12.125 1.140374993e-20 -5.770432163e-21
     12.25 1.90701234e-20 2.332886259e-20
    12.375 3.202113267e-20 -3.337505644e-20
      12.5 7.883278145e-21 -6.53957675e-21
    12.625 -3.794128807e-20 2.719005775e-20
     12.75 -3.44972004e-22 3.546819674e-20
    12.875 3.628018248e-20 3.905499864e-20
        13 -1.703369786e-20 -4.767532166e-20
    13.125 -7.173279035e-21 7.002048172e-20
     13.25 -1.546391436e-21 -8.253398008e-22
    13.375 -7.480145004e-21 6.897990807e-22
      13.5 -1.46058391e-20 2.429206819e-21
    13.625 1.475212878e-21 7.317056571e-21
     13.75 -1.292107103e-20 -1.948342222e-20
    13.875 -1.714704939e-20 1.239973832e-20
        14 -3.084877539e-20 1.79405665e-20
    14.125 -5.42002615e-20 2.586847794e-20
     14.25 -1.591623389e-19 1.505317598e-20
    14.375 1.871013352e-19 -6.045412157e-20
      14.5 6.207927875e-20 -2.334684789e-20
    14.625 -3.841663402e-21 -2.807656479e-20
     14.75 5.5106254e-21 -8.820016807e-21
    14.875 1.937702082e-20 -9.087165187e-21
        15 2.183301698e-20 4.753988797e-21
    15.125 -7.771512492e-21 -7.846740368e-21
     15.25 1.810012086e-21 2.857610541e-21
    15.375 -2.807275314e-21 4.682586646e-21
      15.5 5.127085682e-21 -1.659706294e-21
    15.625 9.258881169e-21 1.015731119e-20
