File 	 GPStime 	 Hincoh64
posterior_H1_1127627590.64-631.hdf5	1127627590.64	6.5893425415
posterior_H1_1127389906.76-731.hdf5	1127389906.76	6.01749915887
posterior_H1_1127620166.41-860.hdf5	1127620166.41	5.34850919591
posterior_H1_1127512704.75-738.hdf5	1127512704.75	8.62044123987
posterior_H1_1126796497.07-704.hdf5	1126796497.07	5.73336648915
posterior_H1_1129074352.51-871.hdf5	1129074352.51	5.36076545703
posterior_H1_1128658598.19-925.hdf5	1128658598.19	6.24614939058
posterior_H1_1127460422.0-929.hdf5	1127460422.0	8.15979726409
posterior_H1_1127100483.06-906.hdf5	1127100483.06	6.40537110638
posterior_H1_1126660463.48-819.hdf5	1126660463.48	5.97173323597
posterior_H1_1128050418.25-926.hdf5	1128050418.25	4.39367237621
posterior_H1_1128227171.02-724.hdf5	1128227171.02	6.74626343984
posterior_H1_1126403558.96-702.hdf5	1126403558.96	4.96831478778
posterior_H1_1128991246.34-750.hdf5	1128991246.34	5.32210582748
posterior_H1_1127048545.6-790.hdf5	1127048545.6	6.44377779703
posterior_H1_1129347653.96-818.hdf5	1129347653.96	4.95396524826
posterior_H1_1128248527.11-831.hdf5	1128248527.11	4.01827381629
posterior_H1_1127211582.81-678.hdf5	1127211582.81	8.1208640051
posterior_H1_1128656310.42-712.hdf5	1128656310.42	8.89061845461
posterior_H1_1128393840.67-747.hdf5	1128393840.67	6.5257264022
posterior_H1_1128128183.41-780.hdf5	1128128183.41	7.14899723919
posterior_H1_1129067990.67-699.hdf5	1129067990.67	5.875773369
posterior_H1_1126768359.74-897.hdf5	1126768359.74	5.70461864898
posterior_H1_1126074827.15-680.hdf5	1126074827.15	5.23591626928
posterior_H1_1128752538.75-865.hdf5	1128752538.75	5.86815378536
posterior_H1_1128995282.66-742.hdf5	1128995282.66	6.53298851563
posterior_H1_1128343287.36-667.hdf5	1128343287.36	5.45433482503
posterior_H1_1126672284.98-842.hdf5	1126672284.98	5.23885850182
posterior_H1_1128737615.34-867.hdf5	1128737615.34	6.83732679781
posterior_H1_1128430997.75-764.hdf5	1128430997.75	6.7209726981
posterior_H1_1128229543.99-890.hdf5	1128229543.99	4.40454579604
posterior_H1_1129069137.67-917.hdf5	1129069137.67	5.31715558862
posterior_H1_1127050603.11-808.hdf5	1127050603.11	5.98595043342
posterior_H1_1126742304.84-686.hdf5	1126742304.84	6.71094890039
posterior_H1_1127708824.65-733.hdf5	1127708824.65	8.08276826423
posterior_H1_1128483728.58-676.hdf5	1128483728.58	5.10343598521
posterior_H1_1128426411.13-807.hdf5	1128426411.13	6.0749868773
posterior_H1_1126566977.35-641.hdf5	1126566977.35	6.08878720728
posterior_H1_1128814300.66-659.hdf5	1128814300.66	8.51541595763
posterior_H1_1126257549.25-661.hdf5	1126257549.25	6.69779022754
posterior_H1_1128755861.57-694.hdf5	1128755861.57	11.9799146213
posterior_H1_1127197078.86-778.hdf5	1127197078.86	6.60332419576
posterior_H1_1127555078.79-930.hdf5	1127555078.79	6.79855729054
posterior_H1_1127699133.26-681.hdf5	1127699133.26	6.25555570278
posterior_H1_1127193911.72-757.hdf5	1127193911.72	6.13508493693
posterior_H1_1129040988.14-695.hdf5	1129040988.14	7.27248360057
posterior_H1_1128415542.2-914.hdf5	1128415542.2	5.71745771912
posterior_H1_1127181965.06-907.hdf5	1127181965.06	6.3426639345
posterior_H1_1128762891.24-899.hdf5	1128762891.24	8.80921188822
posterior_H1_1128454185.2-877.hdf5	1128454185.2	4.18291645789
posterior_H1_1128169326.19-892.hdf5	1128169326.19	5.83407707725
posterior_H1_1128627448.9-857.hdf5	1128627448.9	6.41822070012
posterior_H1_1127613184.2-933.hdf5	1127613184.2	6.56749750241
posterior_H1_1126759521.57-769.hdf5	1126759521.57	6.78988964546
posterior_H1_1126627903.68-718.hdf5	1126627903.68	5.87737221667
posterior_H1_1127482452.16-674.hdf5	1127482452.16	9.60041920288
posterior_H1_1128129991.22-792.hdf5	1128129991.22	5.75749671992
posterior_H1_1127557023.8-896.hdf5	1127557023.8	9.14131402488
posterior_H1_1127044136.03-900.hdf5	1127044136.03	7.66693191037
posterior_H1_1129047221.4-802.hdf5	1129047221.4	7.426964275
posterior_H1_1128430632.89-789.hdf5	1128430632.89	7.07761865125
posterior_H1_1128118929.13-763.hdf5	1128118929.13	7.49978764152
posterior_H1_1126759600.57-888.hdf5	1126759600.57	6.30668932053
posterior_H1_1128947771.55-801.hdf5	1128947771.55	5.60585885949
posterior_H1_1128989188.46-656.hdf5	1128989188.46	5.89131163516
posterior_H1_1127220379.28-657.hdf5	1127220379.28	8.46336090583
posterior_H1_1127514516.08-783.hdf5	1127514516.08	9.91618636796
posterior_H1_1128681523.31-856.hdf5	1128681523.31	6.34770885629
posterior_H1_1127711242.79-689.hdf5	1127711242.79	8.47619748791
posterior_H1_1128168660.77-866.hdf5	1128168660.77	7.01268637759
posterior_H1_1127696899.77-715.hdf5	1127696899.77	5.8880541995
posterior_H1_1128761463.65-717.hdf5	1128761463.65	6.03419012997
posterior_H1_1127734024.76-825.hdf5	1127734024.76	6.80155116189
posterior_H1_1128934599.22-927.hdf5	1128934599.22	5.91456296736
posterior_H1_1126652504.18-893.hdf5	1126652504.18	6.67188461032
posterior_H1_1127033331.87-876.hdf5	1127033331.87	6.39996416233
posterior_H1_1128757091.07-660.hdf5	1128757091.07	6.92595732862
posterior_H1_1127262287.96-705.hdf5	1127262287.96	6.45734558475
posterior_H1_1126655016.69-666.hdf5	1126655016.69	7.86661534983
posterior_H1_1126988387.91-872.hdf5	1126988387.91	6.89194304336
posterior_H1_1127038372.77-847.hdf5	1127038372.77	6.84223399862
posterior_H1_1127652973.03-710.hdf5	1127652973.03	8.01641531106
posterior_H1_1127602479.45-841.hdf5	1127602479.45	7.13446260957
posterior_H1_1127205341.67-813.hdf5	1127205341.67	7.92799447889
posterior_H1_1127061470.99-745.hdf5	1127061470.99	7.72296354952
posterior_H1_1128630031.13-861.hdf5	1128630031.13	8.8191333628
posterior_H1_1126644888.8-810.hdf5	1126644888.8	7.30759873548
posterior_H1_1128914870.52-696.hdf5	1128914870.52	6.6949527619
posterior_H1_1127239362.6-915.hdf5	1127239362.6	8.97427048056
posterior_H1_1128285690.76-800.hdf5	1128285690.76	6.38281619322
posterior_H1_1127640626.8-642.hdf5	1127640626.8	8.09188834558
posterior_H1_1128123332.63-814.hdf5	1128123332.63	9.55759043992
posterior_H1_1126574261.37-632.hdf5	1126574261.37	7.04386723791
posterior_H1_1128273386.61-777.hdf5	1128273386.61	7.28994996534
posterior_H1_1126626280.25-740.hdf5	1126626280.25	8.54561701061
posterior_H1_1128419868.36-799.hdf5	1128419868.36	6.4316705904
posterior_H1_1126571737.05-795.hdf5	1126571737.05	7.12985041809
posterior_H1_1127187088.53-693.hdf5	1127187088.53	7.55268578309
posterior_H1_1128814670.87-784.hdf5	1128814670.87	9.74115513239
posterior_H1_1126799969.7-821.hdf5	1126799969.7	9.03291118473
posterior_H1_1127690546.59-654.hdf5	1127690546.59	8.83866934304
posterior_H1_1126804166.44-743.hdf5	1126804166.44	7.23213303017
posterior_H1_1126690215.06-721.hdf5	1126690215.06	8.56325193419
posterior_H1_1126910950.71-919.hdf5	1126910950.71	5.78872331816
posterior_H1_1128446724.75-736.hdf5	1128446724.75	6.50917756689
posterior_H1_1127651908.96-668.hdf5	1127651908.96	9.46927222929
posterior_H1_1126848578.76-761.hdf5	1126848578.76	7.50585268175
posterior_H1_1127407387.5-703.hdf5	1127407387.5	9.86544897914
posterior_H1_1126659549.62-630.hdf5	1126659549.62	6.89242409557
posterior_H1_1126801225.46-910.hdf5	1126801225.46	8.13476634437
posterior_H1_1127405363.34-835.hdf5	1127405363.34	6.32813943839
posterior_H1_1127434682.83-682.hdf5	1127434682.83	7.08139873374
posterior_H1_1126627775.49-675.hdf5	1126627775.49	10.9639036595
posterior_H1_1126770128.88-697.hdf5	1126770128.88	8.85590145818
posterior_H1_1129249120.03-913.hdf5	1129249120.03	8.00648880491
posterior_H1_1129117794.69-782.hdf5	1129117794.69	7.08474016041
posterior_H1_1126568900.3-898.hdf5	1126568900.3	7.17588083358
posterior_H1_1127785576.15-882.hdf5	1127785576.15	7.70620087427
posterior_H1_1127789138.97-664.hdf5	1127789138.97	9.66200036975
posterior_H1_1128706461.38-728.hdf5	1128706461.38	7.29138099154
posterior_H1_1127611737.76-762.hdf5	1127611737.76	9.47462093681
posterior_H1_1128666220.78-887.hdf5	1128666220.78	7.37875101385
posterior_H1_1128273239.03-874.hdf5	1128273239.03	7.15105267846
posterior_H1_1127733689.3-853.hdf5	1127733689.3	6.32973336874
posterior_H1_1128656675.0-875.hdf5	1128656675.0	8.82915527384
posterior_H1_1128057894.95-772.hdf5	1128057894.95	6.71173156521
posterior_H1_1128633103.76-869.hdf5	1128633103.76	8.97851608108
posterior_H1_1128171263.66-673.hdf5	1128171263.66	9.327677369
posterior_H1_1128704866.36-649.hdf5	1128704866.36	7.61651418668
posterior_H1_1127563066.44-855.hdf5	1127563066.44	7.39872060583
posterior_H1_1128761563.27-725.hdf5	1128761563.27	11.4542134167
posterior_H1_1129074846.18-729.hdf5	1129074846.18	8.06998537484
posterior_H1_1129043244.3-767.hdf5	1129043244.3	6.59885989476
posterior_H1_1127048512.1-886.hdf5	1127048512.1	11.7213945261
posterior_H1_1127536358.64-645.hdf5	1127536358.64	7.55886116563
posterior_H1_1128670114.12-787.hdf5	1128670114.12	8.43879272165
posterior_H1_1126910878.97-711.hdf5	1126910878.97	9.65979183554
posterior_H1_1128488513.47-883.hdf5	1128488513.47	9.20841506981
posterior_H1_1128950294.18-828.hdf5	1128950294.18	7.57691252001
posterior_H1_1127009244.39-779.hdf5	1127009244.39	7.86778807864
posterior_H1_1129333578.26-690.hdf5	1129333578.26	7.04204713315
posterior_H1_1128240966.51-663.hdf5	1128240966.51	6.54573208136
posterior_H1_1127385788.18-771.hdf5	1127385788.18	9.01864311925
posterior_H1_1127651778.66-691.hdf5	1127651778.66	9.51734041536
posterior_H1_1128682542.16-829.hdf5	1128682542.16	8.03288432819
posterior_H1_1127564634.87-709.hdf5	1127564634.87	9.23636002402
posterior_H1_1128755290.98-730.hdf5	1128755290.98	6.83786777203
posterior_H1_1127522744.5-698.hdf5	1127522744.5	10.1594806181
posterior_H1_1127270292.37-928.hdf5	1127270292.37	8.13049125193
posterior_H1_1128636846.88-735.hdf5	1128636846.88	8.75909283286
posterior_H1_1127549669.97-708.hdf5	1127549669.97	10.8197702423
posterior_H1_1127004140.55-935.hdf5	1127004140.55	7.21105401518
posterior_H1_1128256099.44-752.hdf5	1128256099.44	9.01889786757
posterior_H1_1127795327.13-634.hdf5	1127795327.13	9.01340150287
posterior_H1_1127608000.89-749.hdf5	1127608000.89	9.75119183845
posterior_H1_1128479412.37-815.hdf5	1128479412.37	7.94537585752
posterior_H1_1128399614.4-870.hdf5	1128399614.4	8.69472930912
posterior_H1_1128663652.48-863.hdf5	1128663652.48	10.0116892066
posterior_H1_1127169666.27-683.hdf5	1127169666.27	8.85845037957
posterior_H1_1127738037.11-754.hdf5	1127738037.11	7.5217217461
posterior_H1_1127621496.93-894.hdf5	1127621496.93	7.97252914194
posterior_H1_1127370445.59-934.hdf5	1127370445.59	7.81407061658
posterior_H1_1128494673.06-881.hdf5	1128494673.06	7.75289865074
posterior_H1_1126109425.59-921.hdf5	1126109425.59	8.21492625158
posterior_H1_1128494876.65-879.hdf5	1128494876.65	6.85219194908
posterior_H1_1127048190.05-922.hdf5	1127048190.05	8.51620433977
posterior_H1_1126990301.7-744.hdf5	1126990301.7	8.44527121647
posterior_H1_1127376114.99-803.hdf5	1127376114.99	10.5707924035
posterior_H1_1128657039.4-707.hdf5	1128657039.4	11.2981795915
posterior_H1_1128044136.39-753.hdf5	1128044136.39	8.14874288852
posterior_H1_1127010131.28-806.hdf5	1127010131.28	6.55364347785
posterior_H1_1127261423.39-817.hdf5	1127261423.39	7.37815385226
posterior_H1_1127477587.89-816.hdf5	1127477587.89	8.6641546067
posterior_H1_1128051935.27-833.hdf5	1128051935.27	9.3147761126
posterior_H1_1128495877.36-773.hdf5	1128495877.36	7.76490600291
posterior_H1_1126811046.44-781.hdf5	1126811046.44	6.87577534419
posterior_H1_1129070227.86-765.hdf5	1129070227.86	9.71917573639
posterior_H1_1128223407.57-650.hdf5	1128223407.57	7.73244591588
posterior_H1_1128457175.84-714.hdf5	1128457175.84	8.06277919263
posterior_H1_1127434694.13-746.hdf5	1127434694.13	7.81853703544
posterior_H1_1127625972.1-849.hdf5	1127625972.1	6.79246734717
posterior_H1_1127254296.83-737.hdf5	1127254296.83	6.5004001534
posterior_H1_1127215863.8-760.hdf5	1127215863.8	6.33092411616
posterior_H1_1127666650.08-644.hdf5	1127666650.08	8.06807691963
posterior_H1_1127240358.58-836.hdf5	1127240358.58	7.46387967799
posterior_H1_1127202366.25-830.hdf5	1127202366.25	8.27344015687
posterior_H1_1128740991.91-850.hdf5	1128740991.91	6.76319034006
posterior_H1_1128218515.88-834.hdf5	1128218515.88	7.24604641455
posterior_H1_1128943896.58-878.hdf5	1128943896.58	8.53503369281
posterior_H1_1127514977.75-640.hdf5	1127514977.75	7.13422679774
posterior_H1_1127620092.28-669.hdf5	1127620092.28	8.02706565566
posterior_H1_1127240257.64-889.hdf5	1127240257.64	12.7207389303
posterior_H1_1127107012.93-741.hdf5	1127107012.93	8.96170652271
posterior_H1_1127563746.2-626.hdf5	1127563746.2	7.22732972636
posterior_H1_1128657044.22-652.hdf5	1128657044.22	10.3721499054
posterior_H1_1128171518.67-633.hdf5	1128171518.67	10.0523448892
posterior_H1_1128673113.87-732.hdf5	1128673113.87	8.96783065647
posterior_H1_1128910873.35-796.hdf5	1128910873.35	8.41680828679
posterior_H1_1128693014.48-768.hdf5	1128693014.48	8.26210931648
posterior_H1_1128652618.37-924.hdf5	1128652618.37	9.0998007393
posterior_H1_1127107012.92-727.hdf5	1127107012.92	10.0473103952
posterior_H1_1128657636.54-851.hdf5	1128657636.54	7.2949530075
posterior_H1_1128171518.69-638.hdf5	1128171518.69	10.0369563869
posterior_H1_1128872711.5-700.hdf5	1128872711.5	8.99964451968
posterior_H1_1129348517.16-748.hdf5	1129348517.16	9.82747697032
posterior_H1_1128392318.28-756.hdf5	1128392318.28	8.59050007484
posterior_H1_1127433034.29-862.hdf5	1127433034.29	8.67815126783
posterior_H1_1128658434.58-884.hdf5	1128658434.58	10.1091687326
posterior_H1_1128481003.16-671.hdf5	1128481003.16	8.07628905731
posterior_H1_1128443202.05-685.hdf5	1128443202.05	11.0681596622
posterior_H1_1127038542.12-628.hdf5	1127038542.12	10.0096075252
posterior_H1_1126559715.17-688.hdf5	1126559715.17	9.32809631551
posterior_H1_1127072188.19-734.hdf5	1127072188.19	9.12746645521
posterior_H1_1128340483.07-848.hdf5	1128340483.07	8.73060536648
posterior_H1_1127523212.58-931.hdf5	1127523212.58	8.28886733027
posterior_H1_1127611754.66-786.hdf5	1127611754.66	9.0372092991
posterior_H1_1128485640.4-812.hdf5	1128485640.4	8.04333403864
posterior_H1_1128821272.83-639.hdf5	1128821272.83	9.30611315968
posterior_H1_1128044942.34-840.hdf5	1128044942.34	8.99755910805
posterior_H1_1127203274.53-843.hdf5	1127203274.53	7.38205151019
posterior_H1_1128703355.55-791.hdf5	1128703355.55	9.18475136441
posterior_H1_1128815977.86-793.hdf5	1128815977.86	8.77602634888
posterior_H1_1127707470.88-912.hdf5	1127707470.88	11.5047143674
posterior_H1_1127259415.1-805.hdf5	1127259415.1	8.92716328418
posterior_H1_1128168603.81-903.hdf5	1128168603.81	10.8335897039
posterior_H1_1128692057.64-868.hdf5	1128692057.64	7.68892211704
posterior_H1_1128916526.36-873.hdf5	1128916526.36	7.56094611829
posterior_H1_1127239497.14-909.hdf5	1127239497.14	10.8941750697
posterior_H1_1127458533.8-775.hdf5	1127458533.8	9.21798983782
posterior_H1_1126990892.29-755.hdf5	1126990892.29	9.02538434257
posterior_H1_1128171518.68-720.hdf5	1128171518.68	10.2189338776
posterior_H1_1128640338.16-837.hdf5	1128640338.16	9.08588292505
posterior_H1_1128761243.95-719.hdf5	1128761243.95	9.38137658773
posterior_H1_1128758349.11-820.hdf5	1128758349.11	9.47448096507
posterior_H1_1128755912.91-716.hdf5	1128755912.91	13.3016099213
posterior_H1_1129251773.02-804.hdf5	1129251773.02	4.53670759254
posterior_H1_1127647114.66-785.hdf5	1127647114.66	10.8594597651
posterior_H1_1128954745.38-859.hdf5	1128954745.38	9.05144030638
posterior_H1_1126326860.84-643.hdf5	1126326860.84	11.4008458228
posterior_H1_1127036380.99-880.hdf5	1127036380.99	10.957926178
posterior_H1_1127613214.24-653.hdf5	1127613214.24	10.1822553909
posterior_H1_1127990409.96-918.hdf5	1127990409.96	8.80659319727
posterior_H1_1127045881.25-766.hdf5	1127045881.25	9.51583827856
posterior_H1_1127619322.13-864.hdf5	1127619322.13	8.51473961522
posterior_H1_1128624004.9-932.hdf5	1128624004.9	8.18396386743
posterior_H1_1127183208.07-846.hdf5	1127183208.07	8.87384935183
posterior_H1_1128338512.08-665.hdf5	1128338512.08	10.4762516538
posterior_H1_1128656678.41-895.hdf5	1128656678.41	10.2974271751
posterior_H1_1127406380.06-923.hdf5	1127406380.06	8.87539809282
posterior_H1_1127514561.97-838.hdf5	1127514561.97	9.82879638226
posterior_H1_1128344078.81-646.hdf5	1128344078.81	10.1055189949
posterior_H1_1127259176.72-832.hdf5	1127259176.72	10.0071272294
posterior_H1_1127695197.67-858.hdf5	1127695197.67	9.82415510255
posterior_H1_1128230000.75-901.hdf5	1128230000.75	9.04289999901
posterior_H1_1127792310.34-651.hdf5	1127792310.34	10.1899428051
posterior_H1_1129041370.3-679.hdf5	1129041370.3	10.8433568378
posterior_H1_1128455276.27-824.hdf5	1128455276.27	9.25139221684
posterior_H1_1128148413.1-794.hdf5	1128148413.1	8.76784337917
posterior_H1_1128116556.94-684.hdf5	1128116556.94	10.6151912338
posterior_H1_1128673107.94-648.hdf5	1128673107.94	11.6513951513
posterior_H1_1128250977.33-788.hdf5	1128250977.33	9.05970987833
posterior_H1_1128296359.92-845.hdf5	1128296359.92	11.3402328469
posterior_H1_1126991475.8-758.hdf5	1126991475.8	10.962588774
posterior_H1_1128294478.68-636.hdf5	1128294478.68	9.90410388801
posterior_H1_1128761572.64-726.hdf5	1128761572.64	12.2260820728
posterior_H1_1127628436.96-677.hdf5	1127628436.96	10.4150834213
posterior_H1_1128761443.57-827.hdf5	1128761443.57	12.8290407135
posterior_H1_1127370820.53-798.hdf5	1127370820.53	10.9403155938
posterior_H1_1127253722.89-908.hdf5	1127253722.89	13.5867908913
posterior_H1_1127699470.58-759.hdf5	1127699470.58	11.3845896976
posterior_H1_1128761549.3-647.hdf5	1128761549.3	13.6955713596
posterior_H1_1127253723.87-885.hdf5	1127253723.87	14.0677007162
