File 	 GPStime 	 Lincoh64
posterior_L1_1128171518.68-720.hdf5	1128171518.68	5.1662373323
posterior_L1_1127482452.16-674.hdf5	1127482452.16	3.89528103952
posterior_L1_1127048545.6-790.hdf5	1127048545.6	3.92379647525
posterior_L1_1127061470.99-745.hdf5	1127061470.99	5.72387035726
posterior_L1_1127738037.11-754.hdf5	1127738037.11	6.30865428387
posterior_L1_1127460422.0-929.hdf5	1127460422.0	3.94261369386
posterior_L1_1127563746.2-626.hdf5	1127563746.2	3.61308368495
posterior_L1_1126955590.62-692.hdf5	1126955590.62	5.29049122409
posterior_L1_1127211582.81-678.hdf5	1127211582.81	5.74681406595
posterior_L1_1128227171.02-724.hdf5	1128227171.02	5.68649911122
posterior_L1_1126326860.84-643.hdf5	1126326860.84	4.45573206218
posterior_L1_1127707470.88-912.hdf5	1127707470.88	2.87534950202
posterior_L1_1128666220.78-887.hdf5	1128666220.78	6.28824254477
posterior_L1_1127376114.99-803.hdf5	1127376114.99	5.41503719857
posterior_L1_1128128183.41-780.hdf5	1128128183.41	4.9299727929
posterior_L1_1127239497.14-909.hdf5	1127239497.14	4.31298719877
posterior_L1_1127708824.65-733.hdf5	1127708824.65	5.5609374466
posterior_L1_1128171518.69-638.hdf5	1128171518.69	6.66381786731
posterior_L1_1127205341.67-813.hdf5	1127205341.67	6.07948477961
posterior_L1_1128050418.25-926.hdf5	1128050418.25	5.26496940052
posterior_L1_1127254296.83-737.hdf5	1127254296.83	7.46390902399
posterior_L1_1126801225.46-910.hdf5	1126801225.46	4.82650825116
posterior_L1_1128349728.33-635.hdf5	1128349728.33	3.90572390518
posterior_L1_1126626280.25-740.hdf5	1126626280.25	7.86610403298
posterior_L1_1127365568.72-722.hdf5	1127365568.72	4.44309226387
posterior_L1_1127695197.67-858.hdf5	1127695197.67	5.80985744338
posterior_L1_1127107012.93-741.hdf5	1127107012.93	8.01291318477
posterior_L1_1127433034.29-862.hdf5	1127433034.29	5.30224886421
posterior_L1_1128457175.84-714.hdf5	1128457175.84	6.5761698411
posterior_L1_1128218515.88-834.hdf5	1128218515.88	5.03660689418
posterior_L1_1127523212.58-931.hdf5	1127523212.58	4.70344941506
posterior_L1_1127239888.6-658.hdf5	1127239888.6	5.80727819494
posterior_L1_1129117794.69-782.hdf5	1129117794.69	5.74443000203
posterior_L1_1127394653.64-723.hdf5	1127394653.64	4.88142007167
posterior_L1_1128168603.81-903.hdf5	1128168603.81	6.51295761573
posterior_L1_1127193911.72-757.hdf5	1127193911.72	5.29168028892
posterior_L1_1127050603.11-808.hdf5	1127050603.11	5.0036882388
posterior_L1_1127690546.59-654.hdf5	1127690546.59	5.92166219954
posterior_L1_1126999148.36-662.hdf5	1126999148.36	5.63504807974
posterior_L1_1127036380.99-880.hdf5	1127036380.99	4.67136675479
posterior_L1_1128914870.52-696.hdf5	1128914870.52	9.30494349332
posterior_L1_1127048190.05-922.hdf5	1127048190.05	4.73540127234
posterior_L1_1127262287.96-705.hdf5	1127262287.96	9.96962725211
posterior_L1_1128682542.16-829.hdf5	1128682542.16	9.76837562718
posterior_L1_1127253716.57-826.hdf5	1127253716.57	5.55802320059
posterior_L1_1127215863.8-760.hdf5	1127215863.8	3.49845634163
posterior_L1_1129069137.67-917.hdf5	1129069137.67	10.5877540947
posterior_L1_1126990301.7-744.hdf5	1126990301.7	4.77850777476
posterior_L1_1127619322.13-864.hdf5	1127619322.13	4.7310623901
posterior_L1_1126644888.8-810.hdf5	1126644888.8	6.18586999963
posterior_L1_1127734024.76-825.hdf5	1127734024.76	6.99001294054
posterior_L1_1127783006.16-655.hdf5	1127783006.16	7.28259737287
posterior_L1_1127253722.89-908.hdf5	1127253722.89	7.32989883468
posterior_L1_1128703355.55-791.hdf5	1128703355.55	7.15352827638
posterior_L1_1127048512.1-886.hdf5	1127048512.1	5.77626686916
posterior_L1_1128051935.27-833.hdf5	1128051935.27	5.02816287655
posterior_L1_1127737863.12-713.hdf5	1127737863.12	11.9701192965
posterior_L1_1129080224.54-822.hdf5	1129080224.54	6.62691949151
posterior_L1_1128657044.22-652.hdf5	1128657044.22	8.61886495108
posterior_L1_1127557023.8-896.hdf5	1127557023.8	5.89194829418
posterior_L1_1127621496.93-894.hdf5	1127621496.93	4.52776292435
posterior_L1_1127733689.3-853.hdf5	1127733689.3	5.35946618038
posterior_L1_1127477587.89-816.hdf5	1127477587.89	4.8796610574
posterior_L1_1127045881.25-766.hdf5	1127045881.25	5.57580373436
posterior_L1_1129249120.03-913.hdf5	1129249120.03	7.56335173609
posterior_L1_1126768359.74-897.hdf5	1126768359.74	6.47461810405
posterior_L1_1126770128.88-697.hdf5	1126770128.88	9.17425293564
posterior_L1_1126759600.57-888.hdf5	1126759600.57	6.30263540104
posterior_L1_1126566977.35-641.hdf5	1126566977.35	4.45289252634
posterior_L1_1126409035.17-916.hdf5	1126409035.17	4.45281332054
posterior_L1_1128044136.39-753.hdf5	1128044136.39	6.31662880231
posterior_L1_1127370820.53-798.hdf5	1127370820.53	5.38412943758
posterior_L1_1128430632.89-789.hdf5	1128430632.89	9.97538833475
posterior_L1_1128627448.9-857.hdf5	1128627448.9	7.02917008814
posterior_L1_1128057894.95-772.hdf5	1128057894.95	6.79373891118
posterior_L1_1128663652.48-863.hdf5	1128663652.48	7.68086998858
posterior_L1_1127564634.87-709.hdf5	1127564634.87	10.1771190169
posterior_L1_1129070227.86-765.hdf5	1129070227.86	10.6573277619
posterior_L1_1128168660.77-866.hdf5	1128168660.77	6.36404316257
posterior_L1_1128761463.65-717.hdf5	1128761463.65	10.3545134319
posterior_L1_1127620166.41-860.hdf5	1127620166.41	6.98632251
posterior_L1_1127792310.34-651.hdf5	1127792310.34	8.5405376594
posterior_L1_1128624004.9-932.hdf5	1128624004.9	6.78323297475
posterior_L1_1126568900.3-898.hdf5	1126568900.3	6.90971648719
posterior_L1_1127647114.66-785.hdf5	1127647114.66	9.06221609098
posterior_L1_1128343287.36-667.hdf5	1128343287.36	7.31846623017
posterior_L1_1127107012.92-727.hdf5	1127107012.92	5.85223049996
posterior_L1_1128273239.03-874.hdf5	1128273239.03	9.04053254007
posterior_L1_1127699470.58-759.hdf5	1127699470.58	9.16168050379
posterior_L1_1129043244.3-767.hdf5	1129043244.3	5.28672651958
posterior_L1_1128673107.94-648.hdf5	1128673107.94	6.17925562873
posterior_L1_1127261423.39-817.hdf5	1127261423.39	10.1146424125
posterior_L1_1128693014.48-768.hdf5	1128693014.48	9.05898044514
posterior_L1_1126659549.62-630.hdf5	1126659549.62	7.36920199806
posterior_L1_1127555078.79-930.hdf5	1127555078.79	7.2224902093
posterior_L1_1128430997.75-764.hdf5	1128430997.75	6.14787056591
posterior_L1_1127711242.79-689.hdf5	1127711242.79	5.06591942988
posterior_L1_1127651908.96-668.hdf5	1127651908.96	5.97773075021
posterior_L1_1127239362.6-915.hdf5	1127239362.6	6.76880834282
posterior_L1_1126571737.05-795.hdf5	1126571737.05	10.1390095215
posterior_L1_1127405363.34-835.hdf5	1127405363.34	6.51821493188
posterior_L1_1126799969.7-821.hdf5	1126799969.7	11.6967209068
posterior_L1_1127699133.26-681.hdf5	1127699133.26	11.6411223902
posterior_L1_1128229543.99-890.hdf5	1128229543.99	9.27677544452
posterior_L1_1128123332.63-814.hdf5	1128123332.63	6.11544879024
posterior_L1_1127514516.08-783.hdf5	1127514516.08	4.24999651064
posterior_L1_1127181965.06-907.hdf5	1127181965.06	5.65546865211
posterior_L1_1127549669.97-708.hdf5	1127549669.97	6.21690659033
posterior_L1_1128116556.94-684.hdf5	1128116556.94	7.20304918095
posterior_L1_1127785576.15-882.hdf5	1127785576.15	6.5473629789
posterior_L1_1128656678.41-895.hdf5	1128656678.41	7.79476794085
posterior_L1_1127652973.03-710.hdf5	1127652973.03	7.67820879689
posterior_L1_1126988387.91-872.hdf5	1126988387.91	5.39410601144
posterior_L1_1127628436.96-677.hdf5	1127628436.96	10.5883759685
posterior_L1_1128652618.37-924.hdf5	1128652618.37	10.4748358479
posterior_L1_1129347653.96-818.hdf5	1129347653.96	5.90740761386
posterior_L1_1127240257.64-889.hdf5	1127240257.64	9.72502569523
posterior_L1_1126403558.96-702.hdf5	1126403558.96	8.03436506102
posterior_L1_1127651778.66-691.hdf5	1127651778.66	11.936082043
posterior_L1_1127514561.97-838.hdf5	1127514561.97	4.97788233802
posterior_L1_1128670114.12-787.hdf5	1128670114.12	7.11140512712
posterior_L1_1128954745.38-859.hdf5	1128954745.38	8.0213861505
posterior_L1_1127009244.39-779.hdf5	1127009244.39	7.96088750403
posterior_L1_1128134270.18-844.hdf5	1128134270.18	6.34976492137
posterior_L1_1126562421.57-672.hdf5	1126562421.57	10.9847409582
posterior_L1_1128934599.22-927.hdf5	1128934599.22	7.3099210961
posterior_L1_1127010131.28-806.hdf5	1127010131.28	7.65237016227
posterior_L1_1128991246.34-750.hdf5	1128991246.34	11.5704209876
posterior_L1_1128814300.66-659.hdf5	1128814300.66	11.4182566033
posterior_L1_1129251773.02-804.hdf5	1129251773.02	7.41838439563
posterior_L1_1126910950.71-919.hdf5	1126910950.71	9.21813708451
posterior_L1_1126848578.76-761.hdf5	1126848578.76	13.134056407
posterior_L1_1127004140.55-935.hdf5	1127004140.55	6.68308621032
posterior_L1_1129047221.4-802.hdf5	1129047221.4	9.27151705929
posterior_L1_1128171263.66-673.hdf5	1128171263.66	9.01529170015
posterior_L1_1128998665.83-774.hdf5	1128998665.83	6.73148158888
posterior_L1_1126627903.68-718.hdf5	1126627903.68	12.3701822824
posterior_L1_1128814949.48-911.hdf5	1128814949.48	11.5987152768
posterior_L1_1128230000.75-901.hdf5	1128230000.75	9.01814267673
posterior_L1_1128344078.81-646.hdf5	1128344078.81	6.96650753892
posterior_L1_1128761243.95-719.hdf5	1128761243.95	9.44950667443
posterior_L1_1126672284.98-842.hdf5	1126672284.98	7.36763432314
posterior_L1_1128758349.11-820.hdf5	1128758349.11	11.9984058334
posterior_L1_1127100483.06-906.hdf5	1127100483.06	8.36105301944
posterior_L1_1127787846.61-751.hdf5	1127787846.61	9.05998376709
posterior_L1_1128340483.07-848.hdf5	1128340483.07	9.77507953051
posterior_L1_1128250977.33-788.hdf5	1128250977.33	6.40258912096
posterior_L1_1127522744.5-698.hdf5	1127522744.5	8.57925299843
posterior_L1_1128443202.05-685.hdf5	1128443202.05	19.3652438361
posterior_L1_1127406380.06-923.hdf5	1127406380.06	7.58860917098
posterior_L1_1128933299.79-920.hdf5	1128933299.79	11.3633074032
posterior_L1_1128656675.0-875.hdf5	1128656675.0	8.5469794836
posterior_L1_1127627590.64-631.hdf5	1127627590.64	13.5055508467
posterior_L1_1128481003.16-671.hdf5	1128481003.16	15.1574428189
posterior_L1_1128169326.19-892.hdf5	1128169326.19	8.6544951262
posterior_L1_1126257549.25-661.hdf5	1126257549.25	12.2169145986
posterior_L1_1127563066.44-855.hdf5	1127563066.44	9.04903639432
posterior_L1_1127433122.83-811.hdf5	1127433122.83	7.74932059511
posterior_L1_1128640338.16-837.hdf5	1128640338.16	9.18677524179
posterior_L1_1128630031.13-861.hdf5	1128630031.13	7.38539798495
posterior_L1_1127458533.8-775.hdf5	1127458533.8	9.26095597432
posterior_L1_1128495877.36-773.hdf5	1128495877.36	11.2665818444
posterior_L1_1127536358.64-645.hdf5	1127536358.64	7.19576305982
posterior_L1_1127253723.87-885.hdf5	1127253723.87	11.60960149
posterior_L1_1128118929.13-763.hdf5	1128118929.13	8.66215998951
posterior_L1_1127696899.77-715.hdf5	1127696899.77	11.9013706579
posterior_L1_1127197078.86-778.hdf5	1127197078.86	8.55985749483
posterior_L1_1127613184.2-933.hdf5	1127613184.2	12.7523625031
posterior_L1_1126759521.57-769.hdf5	1126759521.57	9.67804602914
posterior_L1_1128256099.44-752.hdf5	1128256099.44	8.70406253322
posterior_L1_1127044136.03-900.hdf5	1127044136.03	7.70894702901
posterior_L1_1127370445.59-934.hdf5	1127370445.59	9.33137488267
posterior_L1_1127434682.83-682.hdf5	1127434682.83	9.78085393175
posterior_L1_1128761549.31-637.hdf5	1128761549.31	11.7272355367
posterior_L1_1127072188.19-734.hdf5	1127072188.19	9.49852001972
posterior_L1_1129333578.26-690.hdf5	1129333578.26	9.41693977005
posterior_L1_1128129991.22-792.hdf5	1128129991.22	8.07784038856
posterior_L1_1128761549.3-647.hdf5	1128761549.3	13.5050714478
posterior_L1_1127033331.87-876.hdf5	1127033331.87	8.78732963251
posterior_L1_1128250583.68-770.hdf5	1128250583.68	7.29100200705
posterior_L1_1129041370.3-679.hdf5	1129041370.3	8.74101988717
posterior_L1_1128148413.1-794.hdf5	1128148413.1	8.58238677249
posterior_L1_1127795327.13-634.hdf5	1127795327.13	12.1205027729
posterior_L1_1128692057.64-868.hdf5	1128692057.64	9.25929990724
posterior_L1_1128399614.4-870.hdf5	1128399614.4	10.5120647279
posterior_L1_1128494876.65-879.hdf5	1128494876.65	15.5546556871
posterior_L1_1126990892.29-755.hdf5	1126990892.29	8.85613530422
posterior_L1_1128950294.18-828.hdf5	1128950294.18	8.66514939519
posterior_L1_1127999992.18-687.hdf5	1127999992.18	10.2362514193
posterior_L1_1127187088.53-693.hdf5	1127187088.53	8.89276415016
posterior_L1_1128755932.49-624.hdf5	1128755932.49	12.0326439384
posterior_L1_1126574261.37-632.hdf5	1126574261.37	13.8568010014
posterior_L1_1128815977.86-793.hdf5	1128815977.86	14.7500020571
posterior_L1_1129105774.02-701.hdf5	1129105774.02	9.478886252
posterior_L1_1127259176.72-832.hdf5	1127259176.72	8.8604657372
posterior_L1_1128393840.67-747.hdf5	1128393840.67	18.1254619034
posterior_L1_1128273386.61-777.hdf5	1128273386.61	10.9793697963
posterior_L1_1128658598.19-925.hdf5	1128658598.19	9.62824252217
posterior_L1_1128814670.87-784.hdf5	1128814670.87	19.4850774613
posterior_L1_1127789138.97-664.hdf5	1127789138.97	12.3714147563
posterior_L1_1127002734.67-706.hdf5	1127002734.67	9.2725804633
posterior_L1_1127407387.5-703.hdf5	1127407387.5	10.1723727356
posterior_L1_1127202366.25-830.hdf5	1127202366.25	10.2492596921
posterior_L1_1128044942.34-840.hdf5	1128044942.34	8.46353301412
posterior_L1_1127259415.1-805.hdf5	1127259415.1	7.82502385172
posterior_L1_1128294478.68-636.hdf5	1128294478.68	9.3184344546
posterior_L1_1128296359.92-845.hdf5	1128296359.92	9.95144577088
posterior_L1_1127240358.58-836.hdf5	1127240358.58	9.53066445803
posterior_L1_1128762891.24-899.hdf5	1128762891.24	9.66079769673
posterior_L1_1128821272.83-639.hdf5	1128821272.83	15.0454026609
posterior_L1_1127220379.28-657.hdf5	1127220379.28	10.417514378
posterior_L1_1126742304.84-686.hdf5	1126742304.84	10.6923528719
posterior_L1_1128171518.67-633.hdf5	1128171518.67	8.93357362609
posterior_L1_1128338512.08-665.hdf5	1128338512.08	12.5812494479
posterior_L1_1126627775.49-675.hdf5	1126627775.49	9.85297665651
posterior_L1_1126652504.18-893.hdf5	1126652504.18	10.2486469187
posterior_L1_1128419868.36-799.hdf5	1128419868.36	11.1474683834
posterior_L1_1128248527.11-831.hdf5	1128248527.11	9.08635570448
posterior_L1_1127608000.89-749.hdf5	1127608000.89	9.59241930447
posterior_L1_1126559715.17-688.hdf5	1126559715.17	11.0626611324
posterior_L1_1128916526.36-873.hdf5	1128916526.36	10.9487788346
posterior_L1_1128688216.65-627.hdf5	1128688216.65	9.74194130663
posterior_L1_1129082162.57-902.hdf5	1129082162.57	11.7750696469
posterior_L1_1128392318.28-756.hdf5	1128392318.28	10.0364011318
posterior_L1_1128134491.19-823.hdf5	1128134491.19	9.12639379782
posterior_L1_1128658434.58-884.hdf5	1128658434.58	9.54240278708
posterior_L1_1128761443.57-827.hdf5	1128761443.57	10.2006410241
posterior_L1_1128240966.51-663.hdf5	1128240966.51	11.967570123
posterior_L1_1126109425.59-921.hdf5	1126109425.59	10.0853442817
posterior_L1_1129067990.67-699.hdf5	1129067990.67	9.02156326107
posterior_L1_1128761572.64-726.hdf5	1128761572.64	10.1752410621
posterior_L1_1128943896.58-878.hdf5	1128943896.58	12.0028024523
posterior_L1_1126660463.48-819.hdf5	1126660463.48	12.3039507445
posterior_L1_1128415542.2-914.hdf5	1128415542.2	13.2730024836
posterior_L1_1127625972.1-849.hdf5	1127625972.1	10.8057320867
posterior_L1_1127666650.08-644.hdf5	1127666650.08	10.7695842457
posterior_L1_1128910873.35-796.hdf5	1128910873.35	9.68199695063
posterior_L1_1127512704.75-738.hdf5	1127512704.75	10.3841585936
posterior_L1_1128503871.17-891.hdf5	1128503871.17	11.1437832214
posterior_L1_1127602479.45-841.hdf5	1127602479.45	11.3024499347
posterior_L1_1128704866.36-649.hdf5	1128704866.36	13.8332842677
posterior_L1_1128285690.76-800.hdf5	1128285690.76	9.18366101844
posterior_L1_1128755912.91-716.hdf5	1128755912.91	9.56928717414
posterior_L1_1128656310.42-712.hdf5	1128656310.42	9.50350189757
posterior_L1_1127514977.75-640.hdf5	1127514977.75	10.6249477794
posterior_L1_1127620092.28-669.hdf5	1127620092.28	10.9461439849
posterior_L1_1126910878.97-711.hdf5	1126910878.97	12.344642167
posterior_L1_1127183208.07-846.hdf5	1127183208.07	11.2272287102
posterior_L1_1126811046.44-781.hdf5	1126811046.44	11.078041911
posterior_L1_1127611737.76-762.hdf5	1127611737.76	12.0405879186
posterior_L1_1126991475.8-758.hdf5	1126991475.8	11.3917203899
posterior_L1_1128706461.38-728.hdf5	1128706461.38	11.2315999325
posterior_L1_1128947771.55-801.hdf5	1128947771.55	10.9104663613
posterior_L1_1128755290.98-730.hdf5	1128755290.98	10.6562955547
posterior_L1_1126655016.69-666.hdf5	1126655016.69	11.8894112059
posterior_L1_1128932085.61-739.hdf5	1128932085.61	10.506705712
posterior_L1_1129074352.51-871.hdf5	1129074352.51	10.6677196863
posterior_L1_1128740991.91-850.hdf5	1128740991.91	10.6398862982
posterior_L1_1127038372.77-847.hdf5	1127038372.77	10.9860599395
posterior_L1_1126796497.07-704.hdf5	1126796497.07	12.2898015193
posterior_L1_1127990409.96-918.hdf5	1127990409.96	12.7681111935
posterior_L1_1129040988.14-695.hdf5	1129040988.14	11.4412838998
posterior_L1_1128488513.47-883.hdf5	1128488513.47	14.3600551113
posterior_L1_1128681523.31-856.hdf5	1128681523.31	11.5111022979
posterior_L1_1128737615.34-867.hdf5	1128737615.34	12.4322110579
posterior_L1_1128657039.4-707.hdf5	1128657039.4	13.0692815368
posterior_L1_1129077080.87-905.hdf5	1129077080.87	11.5783284819
posterior_L1_1128657636.54-851.hdf5	1128657636.54	10.2719360353
posterior_L1_1128426411.13-807.hdf5	1128426411.13	10.6705669287
posterior_L1_1127169666.27-683.hdf5	1127169666.27	14.1035356015
posterior_L1_1128761563.27-725.hdf5	1128761563.27	11.5160884698
posterior_L1_1127640626.8-642.hdf5	1127640626.8	13.0194539768
posterior_L1_1127611754.66-786.hdf5	1127611754.66	12.1785651991
posterior_L1_1128633103.76-869.hdf5	1128633103.76	15.0950122394
posterior_L1_1127203274.53-843.hdf5	1127203274.53	13.0521940032
