File 	 GPStime 	 HCoh64	 LCoh64
posterior_H1L1_1129251773.02-804.hdf5	1129251773.02	5.35665592385	4.92484773916
posterior_H1L1_1127783006.16-655.hdf5	1127783006.16	5.9319495095	6.00737203559
posterior_H1L1_1128256099.44-752.hdf5	1128256099.44	7.63109053536	6.85897823096
posterior_H1L1_1128250977.33-788.hdf5	1128250977.33	6.84259624521	5.90572775527
posterior_H1L1_1126955590.62-692.hdf5	1126955590.62	5.98741463127	3.89185253733
posterior_H1L1_1127460422.0-929.hdf5	1127460422.0	6.66722094722	4.33222154663
posterior_H1L1_1126409035.17-916.hdf5	1126409035.17	5.75263924229	5.5785103947
posterior_H1L1_1128933299.79-920.hdf5	1128933299.79	5.96311247109	10.1153076142
posterior_H1L1_1126999148.36-662.hdf5	1126999148.36	6.03638006557	5.06993894793
posterior_H1L1_1127433122.83-811.hdf5	1127433122.83	5.84352973343	6.79279298081
posterior_H1L1_1127048545.6-790.hdf5	1127048545.6	5.12860028966	4.4758308058
posterior_H1L1_1128044136.39-753.hdf5	1128044136.39	6.18833742037	6.80310238578
posterior_H1L1_1129067990.67-699.hdf5	1129067990.67	5.96374559275	6.59062679666
posterior_H1L1_1126801225.46-910.hdf5	1126801225.46	7.35028817434	5.44836240619
posterior_H1L1_1127061470.99-745.hdf5	1127061470.99	5.99759765012	5.2514250911
posterior_H1L1_1126768359.74-897.hdf5	1126768359.74	5.07079476677	5.69429036955
posterior_H1L1_1127181965.06-907.hdf5	1127181965.06	5.12719577526	4.11973896076
posterior_H1L1_1126644888.8-810.hdf5	1126644888.8	7.22584882145	5.97884749821
posterior_H1L1_1128740991.91-850.hdf5	1128740991.91	8.19001246605	9.23348975829
posterior_H1L1_1127477587.89-816.hdf5	1127477587.89	6.75359256339	4.77200127061
posterior_H1L1_1126759600.57-888.hdf5	1126759600.57	5.72044415429	4.91517241459
posterior_H1L1_1128343287.36-667.hdf5	1128343287.36	7.03599783049	6.89772868641
posterior_H1L1_1127033331.87-876.hdf5	1127033331.87	6.71350023502	5.74024222598
posterior_H1L1_1127261423.39-817.hdf5	1127261423.39	6.52216161463	8.20075944326
posterior_H1L1_1128050418.25-926.hdf5	1128050418.25	7.34808416282	6.05415728279
posterior_H1L1_1128656310.42-712.hdf5	1128656310.42	8.3711546714	9.76304024723
posterior_H1L1_1128947771.55-801.hdf5	1128947771.55	7.63603483494	8.09460719785
posterior_H1L1_1127050603.11-808.hdf5	1127050603.11	6.41301949639	4.9775635825
posterior_H1L1_1129040988.14-695.hdf5	1129040988.14	8.3404191053	9.70691689802
posterior_H1L1_1128148413.1-794.hdf5	1128148413.1	8.55556192044	7.4854080186
posterior_H1L1_1126759521.57-769.hdf5	1126759521.57	7.64796152918	8.14833149309
posterior_H1L1_1128168660.77-866.hdf5	1128168660.77	4.97010449273	5.11303492511
posterior_H1L1_1128227171.02-724.hdf5	1128227171.02	6.02521159842	5.11771607389
posterior_H1L1_1127259176.72-832.hdf5	1127259176.72	7.26500304683	7.19678158838
posterior_H1L1_1129047221.4-802.hdf5	1129047221.4	6.20029339616	7.61639204928
posterior_H1L1_1126988387.91-872.hdf5	1126988387.91	6.41649398788	6.16173655967
posterior_H1L1_1128129991.22-792.hdf5	1128129991.22	6.68452133663	6.75518431149
posterior_H1L1_1126566977.35-641.hdf5	1126566977.35	5.80807449466	4.33398817491
posterior_H1L1_1127197078.86-778.hdf5	1127197078.86	6.44970885748	6.3839432031
posterior_H1L1_1128430997.75-764.hdf5	1128430997.75	5.9519201627	5.58889811178
posterior_H1L1_1128693014.48-768.hdf5	1128693014.48	8.02418616024	6.93283166747
posterior_H1L1_1127738037.11-754.hdf5	1127738037.11	6.90947743782	5.66941968478
posterior_H1L1_1128419868.36-799.hdf5	1128419868.36	6.55805951531	9.49469769095
posterior_H1L1_1128932085.61-739.hdf5	1128932085.61	4.28803133666	9.8389251631
posterior_H1L1_1127523212.58-931.hdf5	1127523212.58	7.63594944525	7.42452072642
posterior_H1L1_1127004140.55-935.hdf5	1127004140.55	6.64349640348	5.79092866472
posterior_H1L1_1128663652.48-863.hdf5	1128663652.48	9.73162495305	8.10747834982
posterior_H1L1_1127514561.97-838.hdf5	1127514561.97	9.2569649946	6.51518368996
posterior_H1L1_1128171518.67-633.hdf5	1128171518.67	9.73953103338	6.77576610761
posterior_H1L1_1126659549.62-630.hdf5	1126659549.62	6.56522702551	6.59691915856
posterior_H1L1_1127239888.6-658.hdf5	1127239888.6	4.94419676225	5.6745192913
posterior_H1L1_1127734024.76-825.hdf5	1127734024.76	6.60823687857	6.58117638518
posterior_H1L1_1127010131.28-806.hdf5	1127010131.28	6.89997066883	6.64800131557
posterior_H1L1_1128128183.41-780.hdf5	1128128183.41	4.97612044217	5.01871054033
posterior_H1L1_1127365568.72-722.hdf5	1127365568.72	4.57315618499	5.18984760369
posterior_H1L1_1127787846.61-751.hdf5	1127787846.61	6.41536575777	8.17567347785
posterior_H1L1_1126562421.57-672.hdf5	1126562421.57	7.15020088452	8.62432098061
posterior_H1L1_1126655016.69-666.hdf5	1126655016.69	7.69103923672	10.8664919597
posterior_H1L1_1127215863.8-760.hdf5	1127215863.8	4.84222280486	4.77772495052
posterior_H1L1_1127611737.76-762.hdf5	1127611737.76	8.68638863121	10.1025367207
posterior_H1L1_1129117794.69-782.hdf5	1129117794.69	5.89388005612	4.61133280233
posterior_H1L1_1127193911.72-757.hdf5	1127193911.72	6.0315296538	4.67073226199
posterior_H1L1_1127608000.89-749.hdf5	1127608000.89	9.7047228097	8.43228176833
posterior_H1L1_1128223407.57-650.hdf5	1128223407.57	8.09974045011	12.2491504903
posterior_H1L1_1127220379.28-657.hdf5	1127220379.28	8.32591043658	9.986562729
posterior_H1L1_1127696899.77-715.hdf5	1127696899.77	7.78402767101	10.0590556507
posterior_H1L1_1127048190.05-922.hdf5	1127048190.05	7.801996079	5.02491401331
posterior_H1L1_1126990301.7-744.hdf5	1126990301.7	7.51825159633	6.67020281347
posterior_H1L1_1129043244.3-767.hdf5	1129043244.3	6.10626306693	5.49210314809
posterior_H1L1_1129347653.96-818.hdf5	1129347653.96	4.84130797198	4.0708742795
posterior_H1L1_1128627448.9-857.hdf5	1128627448.9	6.5790564243	5.87250336946
posterior_H1L1_1128934599.22-927.hdf5	1128934599.22	7.18413511064	6.89467957393
posterior_H1L1_1128057894.95-772.hdf5	1128057894.95	6.32938220359	5.93826698459
posterior_H1L1_1127699133.26-681.hdf5	1127699133.26	7.59101325075	10.406934923
posterior_H1L1_1127405363.34-835.hdf5	1127405363.34	6.68835792777	6.00542031049
posterior_H1L1_1127100483.06-906.hdf5	1127100483.06	6.79191808585	7.71701301772
posterior_H1L1_1127563746.2-626.hdf5	1127563746.2	6.52167827584	3.75362483015
posterior_H1L1_1126672284.98-842.hdf5	1126672284.98	5.68333190658	5.7001443612
posterior_H1L1_1126403558.96-702.hdf5	1126403558.96	6.35040824983	6.18280189055
posterior_H1L1_1127563066.44-855.hdf5	1127563066.44	7.70349394302	6.19501301186
posterior_H1L1_1127620166.41-860.hdf5	1127620166.41	6.09936639621	6.14761929146
posterior_H1L1_1128656678.41-895.hdf5	1128656678.41	9.14403516754	8.15361661332
posterior_H1L1_1127205341.67-813.hdf5	1127205341.67	6.26645841182	4.95910877383
posterior_H1L1_1126990892.29-755.hdf5	1126990892.29	8.47380595381	8.15477484921
posterior_H1L1_1128630031.13-861.hdf5	1128630031.13	7.07336479525	7.45607821542
posterior_H1L1_1128230000.75-901.hdf5	1128230000.75	7.18792669268	7.60619797117
posterior_H1L1_1127708824.65-733.hdf5	1127708824.65	7.10394715252	5.16065479628
posterior_H1L1_1127009244.39-779.hdf5	1127009244.39	6.93333696324	6.34090667188
posterior_H1L1_1127737863.12-713.hdf5	1127737863.12	9.92212391895	11.0161491466
posterior_H1L1_1127621496.93-894.hdf5	1127621496.93	8.22184962735	6.57045381254
posterior_H1L1_1127433034.29-862.hdf5	1127433034.29	7.29354867604	5.75309765957
posterior_H1L1_1127557023.8-896.hdf5	1127557023.8	7.71696096887	6.48798470023
posterior_H1L1_1128706461.38-728.hdf5	1128706461.38	7.50354861408	10.9093892203
posterior_H1L1_1128943896.58-878.hdf5	1128943896.58	7.74809345325	10.357066634
posterior_H1L1_1127733689.3-853.hdf5	1127733689.3	6.10650433629	5.52319106602
posterior_H1L1_1128118929.13-763.hdf5	1128118929.13	6.96640898021	6.14022019243
posterior_H1L1_1127203274.53-843.hdf5	1127203274.53	7.54024069459	7.13622748235
posterior_H1L1_1127394653.64-723.hdf5	1127394653.64	5.62563985383	5.34249656249
posterior_H1L1_1127652973.03-710.hdf5	1127652973.03	7.1447298872	6.49645863468
posterior_H1L1_1127458533.8-775.hdf5	1127458533.8	8.80034441302	6.98103475123
posterior_H1L1_1128910873.35-796.hdf5	1128910873.35	8.15484766123	7.0274406833
posterior_H1L1_1128657636.54-851.hdf5	1128657636.54	6.33165765481	6.72206558899
posterior_H1L1_1127239497.14-909.hdf5	1127239497.14	7.58757072436	5.01802312692
posterior_H1L1_1128248527.11-831.hdf5	1128248527.11	6.91075286139	6.78457919902
posterior_H1L1_1129333578.26-690.hdf5	1129333578.26	7.15897120439	7.37708035361
posterior_H1L1_1128229543.99-890.hdf5	1128229543.99	6.70732505065	8.59316963248
posterior_H1L1_1128666220.78-887.hdf5	1128666220.78	6.53270667069	5.8247344053
posterior_H1L1_1127406380.06-923.hdf5	1127406380.06	7.22663046046	6.14027508074
posterior_H1L1_1127620092.28-669.hdf5	1127620092.28	6.86057911114	11.5904268151
posterior_H1L1_1129105774.02-701.hdf5	1129105774.02	6.54321509215	6.74301183964
posterior_H1L1_1128670114.12-787.hdf5	1128670114.12	7.20112833462	6.8754818136
posterior_H1L1_1127555078.79-930.hdf5	1127555078.79	7.00644482411	5.68776131292
posterior_H1L1_1128430632.89-789.hdf5	1128430632.89	5.47947721566	9.39480097526
posterior_H1L1_1128692057.64-868.hdf5	1128692057.64	6.46591574385	8.10319042146
posterior_H1L1_1126652504.18-893.hdf5	1126652504.18	6.72246150139	7.33873119722
posterior_H1L1_1127482452.16-674.hdf5	1127482452.16	7.70935250467	4.66685668127
posterior_H1L1_1126627775.49-675.hdf5	1126627775.49	9.759743274	8.99733059057
posterior_H1L1_1128673107.94-648.hdf5	1128673107.94	11.4147042998	7.60407031497
posterior_H1L1_1129249120.03-913.hdf5	1129249120.03	7.46525859891	6.35007521477
posterior_H1L1_1127211582.81-678.hdf5	1127211582.81	7.7667437052	5.75411700905
posterior_H1L1_1127002734.67-706.hdf5	1127002734.67	7.80158048296	7.31460007637
posterior_H1L1_1126770128.88-697.hdf5	1126770128.88	7.51693959383	6.8097362725
posterior_H1L1_1128954745.38-859.hdf5	1128954745.38	8.49869488762	7.03129969919
posterior_H1L1_1128658434.58-884.hdf5	1128658434.58	8.22973961633	8.51731751097
posterior_H1L1_1128950294.18-828.hdf5	1128950294.18	6.99859334721	7.74167593308
posterior_H1L1_1128218515.88-834.hdf5	1128218515.88	6.30635592323	5.87977398564
posterior_H1L1_1127254296.83-737.hdf5	1127254296.83	7.26378205679	8.27842385323
posterior_H1L1_1126571737.05-795.hdf5	1126571737.05	6.79144425359	7.5572358748
posterior_H1L1_1127514516.08-783.hdf5	1127514516.08	8.45232832157	7.25595234281
posterior_H1L1_1127695197.67-858.hdf5	1127695197.67	8.89075529296	5.79026725711
