L1_cplx_snr_amp	L1_cplx_snr_arg	L1_optimal_snr	LAL_AMPORDER	LAL_APPROXIMANT	LAL_PNORDER	a1	a2	mc	costheta_jn	dec	deltalogL	deltaloglL1	f_ref	flow	logL	logPrior	logdistance	logw	matched_filter_snr	optimal_snr	phi_orb	phi12	phi_jl	psi	psdScaleFlag	q	ra	signalModelFlag	tilt1	tilt2	time	
1.03814000812755e+00	1.82534281662401e+00	3.10000047150979e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	5.20183217344320e-02	2.69395262089030e-01	1.32529478566358e+01	-6.20862080206450e-02	-1.19983037266384e+00	-5.61537395188998e+00	-5.61537395188998e+00	2.00000000000000e+01	2.00000000000000e+01	-3.88573725402236e+03	1.18404867964595e+01	6.74376586133185e+00	-6.23930102859382e+00	-2.61410440952216e-01	3.10000047150979e+00	2.83970374644082e+00	3.99757625676593e+00	4.83446409561560e+00	5.83804663217527e-01	0.00000000000000e+00	7.71932244363732e-01	1.53102837105389e+00	1.00000000000000e+00	1.69675214965221e+00	1.58071662346533e+00	1.12640253139380e+09	
2.99514606386753e-01	8.06307609138114e-01	3.50973277872953e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	2.17566052291157e-01	5.12609604641883e-01	1.92773169509685e+01	-4.74591428216000e-04	-9.33518057166708e-01	-5.43149377035616e+00	-5.43149377035616e+00	2.00000000000000e+01	2.00000000000000e+01	-3.88555337384083e+03	1.37730284013471e+01	6.45212170903448e+00	-6.23930102859382e+00	2.07314449435491e-01	3.50973277872953e+00	8.74744379663519e-01	2.80916695027860e+00	3.06285588847432e+00	2.45179423640976e+00	0.00000000000000e+00	1.85611671332754e-01	9.69668308336017e-01	1.00000000000000e+00	2.03189333322178e+00	1.99608188947585e+00	1.12640253143077e+09	
1.20923605565926e+00	2.32393464565497e+00	2.51745410971608e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	7.67059831048833e-01	6.95783276416996e-01	1.88505598080252e+01	3.41522357266795e-01	-1.06248412914254e-01	-5.25080984901433e+00	-5.25080984901433e+00	2.00000000000000e+01	2.00000000000000e+01	-3.88537268991949e+03	1.42364648183145e+01	7.28424197040005e+00	-6.23930102859382e+00	-8.27034837979989e-01	2.51745410971608e+00	4.25782797826098e+00	5.41488376475063e+00	5.44999985513887e+00	6.62779097798091e-01	0.00000000000000e+00	1.78881221019827e-01	1.65974851417053e+00	1.00000000000000e+00	4.39532501781396e-01	2.25009528682485e+00	1.12640253126111e+09	
1.24991821367810e+00	2.64398397128374e+00	8.81888070937871e-01	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	5.61377024943940e-02	5.54948938466903e-01	1.60645797590928e+01	-3.49767052238737e-01	1.10008791671979e+00	-1.35747293937766e+00	-1.35747293937766e+00	2.00000000000000e+01	2.00000000000000e+01	-3.88147935300985e+03	1.36198640552240e+01	7.23499677007002e+00	-6.23930102859382e+00	-1.09833627017590e+00	8.81888070937871e-01	3.61333661010460e+00	6.53751611452411e-01	1.13049427710336e-01	1.20619539535311e+00	0.00000000000000e+00	2.28559878517049e-01	6.18000598702677e-01	1.00000000000000e+00	1.62665612662106e+00	6.92504587360739e-01	1.12640253127992e+09	
1.47773551767927e+00	2.91191925809759e+00	1.70756913914399e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	6.16255729557152e-01	6.53615241416076e-01	2.06533827031691e+01	5.23608728732910e-01	-5.08341033097455e-01	-3.91497097893171e+00	-3.91497097893171e+00	2.00000000000000e+01	2.00000000000000e+01	-3.88403685104941e+03	1.36115659784281e+01	7.06885987585106e+00	-6.23930102859382e+00	-1.43893136747895e+00	1.70756913914399e+00	5.85287305510943e+00	4.91083967454598e+00	4.35668960649624e+00	1.12767587241915e+00	0.00000000000000e+00	4.07097054260183e-01	4.05206835908035e+00	1.00000000000000e+00	2.50960596918549e+00	1.83163260814129e+00	1.12640253140838e+09	
9.65668947239601e-01	3.02454454495144e+00	1.81591094796727e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	5.64640943082621e-01	5.47085422423838e-01	1.30678583343380e+01	8.03111451862090e-01	-3.50789238372249e-01	-3.39033663267128e+00	-3.39033663267128e+00	2.00000000000000e+01	2.00000000000000e+01	-3.88351221670315e+03	1.31169788142376e+01	6.53439018405328e+00	-6.83136101346042e+00	-9.59061538313419e-01	1.81591094796727e+00	5.16714396850222e+00	4.04081776184182e+00	4.19693438306820e+00	2.56567994148233e+00	0.00000000000000e+00	2.71723801852980e-01	3.97887474623895e-01	1.00000000000000e+00	2.54637663967214e+00	1.62715303381932e+00	1.12640253138114e+09	
8.79062662551606e-01	3.63985565579309e-01	3.53162233855103e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	9.96453647320810e-02	3.00607722179040e-02	1.32812777060102e+01	-9.32093691181958e-01	-4.55308496634568e-01	-3.33505210202520e+00	-3.33505210202520e+00	2.00000000000000e+01	2.00000000000000e+01	-3.88345693217250e+03	1.33953233325457e+01	6.44816197677656e+00	-6.23930102859382e+00	8.21471208113733e-01	3.53162233855103e+00	4.00582917356691e+00	2.57846177478121e+00	5.03092254562206e+00	8.54640977571816e-01	0.00000000000000e+00	2.39188523910064e-01	3.91078699970314e+00	1.00000000000000e+00	1.18862143654442e+00	8.86597360385069e-01	1.12640253139485e+09	
1.19036505872303e-01	8.23722335702028e-01	2.63505437108407e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	3.03911615036014e-01	2.98986570397928e-01	1.92044032886975e+01	4.24234977531176e-01	-9.55877509381478e-01	-3.25862018521093e+00	-3.25862018521093e+00	2.00000000000000e+01	2.00000000000000e+01	-3.88338050025569e+03	1.38678137693130e+01	7.04780645925179e+00	-6.23930102859382e+00	8.08847006774410e-02	2.63505437108407e+00	4.86763144041087e+00	4.44733777662964e+00	5.18885360847483e+00	2.36840920759878e+00	0.00000000000000e+00	1.88628452512203e-01	1.91246389652465e+00	1.00000000000000e+00	1.21307770081607e+00	5.90184932457584e-01	1.12640253137210e+09	
4.09232815170936e-01	-1.89931575290320e+00	2.34914959301636e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	3.19356080035850e-01	4.59530611840194e-01	2.04530204271744e+01	-5.38209846466023e-01	-9.89643801251797e-01	-3.06942349049996e+00	-3.06942349049996e+00	2.00000000000000e+01	2.00000000000000e+01	-3.88319130356097e+03	1.48839529079213e+01	7.22158021951520e+00	-6.63903995632220e+00	-1.32035689101007e-01	2.34914959301636e+00	1.99609634022903e+00	2.17716862193435e+00	2.89926587169546e+00	1.67937580107139e+00	0.00000000000000e+00	1.50679269237076e-01	1.43388093579828e+00	1.00000000000000e+00	1.37074835428797e+00	1.23085247796092e+00	1.12640253129434e+09	
9.48279911541735e-01	-2.68971150536078e+00	1.71820209413890e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.09665160770476e-01	7.73162615410856e-01	1.67010716261656e+01	7.08431727644328e-01	-1.08046816186110e+00	-2.94190480051293e+00	-2.94190480051293e+00	2.00000000000000e+01	2.00000000000000e+01	-3.88306378487099e+03	1.27758374916636e+01	6.54984049709558e+00	-6.23930102859382e+00	-8.53098472735793e-01	1.71820209413890e+00	4.69323704752657e+00	5.27093412471651e+00	2.93682284161809e+00	1.38247511907756e+00	0.00000000000000e+00	2.03183365086829e-01	4.62805454549762e+00	1.00000000000000e+00	2.47420098897361e+00	2.34830653781764e+00	1.12640253138590e+09	
1.33692259809566e+00	-1.38964782234322e+00	2.62906638933060e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	3.41306718456167e-01	2.98811739305448e-01	1.83529942955158e+01	-2.13865722078913e-01	9.34620792405684e-01	-2.82276026921545e+00	-2.82276026921545e+00	2.00000000000000e+01	2.00000000000000e+01	-3.88294464033969e+03	1.30566852608686e+01	7.23184568731194e+00	-6.23930102859382e+00	2.40859178417245e-01	2.62906638933060e+00	4.53705138691379e+00	3.04267987800488e+00	1.52661537750991e+00	3.12995861355548e+00	0.00000000000000e+00	6.10962960101891e-01	5.41261112798940e+00	1.00000000000000e+00	2.13647630602797e+00	2.14170503433883e+00	1.12640253128191e+09	
7.34852828673925e-01	-2.75929248220211e+00	1.78043416909077e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	4.64752967451129e-01	7.64591142562245e-01	1.37343867024275e+01	6.35253310031894e-01	3.68187442471233e-01	-2.79887839298817e+00	-2.79887839298817e+00	2.00000000000000e+01	2.00000000000000e+01	-3.88292075846346e+03	1.17229431857552e+01	6.89292680079932e+00	-6.23930102859382e+00	-6.81803067380621e-01	1.78043416909077e+00	6.11519803095995e+00	3.66171616294921e-01	2.28204865831702e+00	1.88053922573050e-02	0.00000000000000e+00	2.59933850168476e-01	5.30857637393495e-01	1.00000000000000e+00	3.04952611631697e+00	1.29399486328667e+00	1.12640253142579e+09	
9.67726346184939e-01	2.23005173045949e+00	1.78852174159224e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	5.00377264103445e-01	7.07074937395767e-01	2.03250584276554e+01	2.67397345144598e-01	-8.45721506768906e-01	-2.65956902415928e+00	-2.65956902415928e+00	2.00000000000000e+01	2.00000000000000e+01	-3.88278144909463e+03	1.36365448960616e+01	7.47473358469371e+00	-6.61980659799309e+00	-5.92759925379136e-01	1.78852174159224e+00	4.56472991901313e+00	6.01451502085428e+00	9.62648556009849e-01	1.04008787693699e+00	0.00000000000000e+00	5.51207616619739e-01	7.93951465169595e-01	1.00000000000000e+00	1.60384966172306e+00	8.07531007238055e-01	1.12640253142061e+09	
