H1_cplx_snr_amp	H1_cplx_snr_arg	H1_optimal_snr	LAL_AMPORDER	LAL_APPROXIMANT	LAL_PNORDER	a1	a2	mc	costheta_jn	dec	deltalogL	deltaloglH1	f_ref	flow	logL	logPrior	logdistance	logw	matched_filter_snr	optimal_snr	phi_orb	phi12	phi_jl	psi	psdScaleFlag	q	ra	signalModelFlag	tilt1	tilt2	time	
1.29839086908573e+00	5.69230175081990e-02	1.79187200375722e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	3.27539629284086e-01	6.46166081813430e-02	1.42390336666146e+01	-6.01517892887941e-01	-3.17927126379617e-01	7.17379348126997e-01	7.17379348126997e-01	2.00000000000000e+01	2.00000000000000e+01	-4.09768352059205e+03	1.53321735113173e+01	7.24908533822038e+00	-8.57057535606026e+00	1.29628789454877e+00	1.79187200375722e+00	4.87492492290424e+00	4.58305535212274e+00	4.52856680480081e+00	1.14102032417518e+00	0.00000000000000e+00	1.18775288471229e-01	4.28632168389712e+00	1.00000000000000e+00	1.98629557715298e+00	1.32782280649259e+00	1.12843260138446e+09	
2.06725972395965e+00	-9.42128808951722e-01	1.30819569908243e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	8.74424276259148e-01	4.10006981536851e-01	1.89044205566510e+01	5.17813351287244e-01	-1.27374008735125e+00	7.34670299979371e-01	7.34670299979371e-01	2.00000000000000e+01	2.00000000000000e+01	-4.09766622964020e+03	1.34838074181695e+01	7.41555391174530e+00	-6.23930102859382e+00	1.21568836730112e+00	1.30819569908243e+00	2.10885525790265e+00	2.80835524258040e+00	2.76723752246538e+00	7.47335453955772e-01	0.00000000000000e+00	2.13176174323511e-01	1.16677383932966e+00	1.00000000000000e+00	2.43348438765584e+00	1.05358614335248e+00	1.12843260121490e+09	
2.14445460841427e+00	-1.43121709325517e-01	4.68353123549179e-01	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	6.82876726197539e-01	6.12929847510982e-01	1.79301186465296e+01	5.15165155187182e-01	1.16145792991019e-01	8.84415649855328e-01	8.84415649855328e-01	2.00000000000000e+01	2.00000000000000e+01	-4.09751648429033e+03	1.24563963298339e+01	6.60352660738539e+00	-6.23930102859382e+00	2.12252875883649e+00	4.68353123549179e-01	4.96239433576135e+00	1.72742489099526e+00	2.38799831055741e+00	1.53065446183060e-01	0.00000000000000e+00	2.88308942892585e-01	6.88774888002300e-03	1.00000000000000e+00	1.30025705942596e+00	2.93399205849278e+00	1.12843260124773e+09	
2.33257433927655e+00	-5.61859975299500e-02	1.62462203590254e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	8.69843665699657e-01	8.15030579091567e-01	2.12470420347939e+01	-8.04542358483570e-01	6.88259967753818e-01	2.46387331159667e+00	2.46387331159667e+00	2.00000000000000e+01	2.00000000000000e+01	-4.09593702662858e+03	1.34722360676271e+01	7.54910863621162e+00	-8.86064794301885e+00	2.32889349507372e+00	1.62462203590254e+00	5.39502643779433e+00	3.25802224757084e+00	5.36346848436501e+00	1.37965937128805e+00	0.00000000000000e+00	2.72542097569472e-01	5.16818273746632e+00	1.00000000000000e+00	9.07149850545790e-01	2.79359548158869e-01	1.12843260129731e+09	
2.96426055899519e+00	2.95577163891283e-01	4.49983839757966e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	6.26566662566527e-01	3.40137755754889e-01	1.42230867204795e+01	-5.99648918104822e-01	-3.07867631011740e-01	2.63597727994284e+00	2.63597727994284e+00	2.00000000000000e+01	2.00000000000000e+01	-4.09576492266024e+03	1.31866445570117e+01	6.12450785459572e+00	-6.23930102859382e+00	2.83571296448607e+00	4.49983839757966e+00	1.44397942683509e+00	7.54888017903383e-01	1.97170024111067e+00	9.21589261232934e-01	0.00000000000000e+00	2.20972412343907e-01	2.74518353132930e-01	1.00000000000000e+00	7.09817519876180e-01	1.48547170858634e+00	1.12843260132013e+09	
3.49538213138775e+00	1.71285933029007e-01	5.87176448116908e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	3.13771375082179e-01	3.35802381459771e-01	1.45699564544048e+01	-5.82778706024568e-01	6.19871095430277e-01	2.98491058759691e+00	2.98491058759691e+00	2.00000000000000e+01	2.00000000000000e+01	-4.09541598935258e+03	1.32471168430872e+01	6.57754901392668e+00	-1.02347456252673e+01	3.44423208962388e+00	5.87176448116908e+00	1.41067011787554e+00	4.33076330178985e-01	1.55954623105898e+00	2.66676376992799e+00	0.00000000000000e+00	2.76559996601605e-01	1.80352839400812e+00	1.00000000000000e+00	2.34962881345193e+00	1.13252325907276e+00	1.12843260132963e+09	
3.01520656975678e+00	4.59824669285116e-01	2.74500007158464e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	5.94776727507305e-01	4.38785170918936e-01	1.47229409377972e+01	3.40451234767046e-01	-5.44672084625964e-01	3.64952699673677e+00	3.64952699673677e+00	2.00000000000000e+01	2.00000000000000e+01	-4.09475137294344e+03	1.40424836699452e+01	7.26947568804142e+00	-1.12709306393829e+01	2.70201803271906e+00	2.74500007158464e+00	2.25234518076278e+00	5.89285534641862e+00	5.59637116808751e+00	2.44306515048897e+00	0.00000000000000e+00	3.70314980220281e-01	4.46456227498581e+00	1.00000000000000e+00	1.94325862900340e+00	1.49476735862158e+00	1.12843260131399e+09	
2.86958302981483e+00	-1.77799762556753e-01	3.50767511916853e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	3.80441928701902e-01	2.74951231597216e-01	1.92638853980109e+01	-3.54166622087154e-01	6.06225896227465e-01	3.75499119368851e+00	3.75499119368851e+00	2.00000000000000e+01	2.00000000000000e+01	-4.09464590874649e+03	1.44546505585396e+01	6.70756208217569e+00	-1.11603027926424e+01	2.82434468071658e+00	3.50767511916853e+00	5.82664991682411e+00	4.36165073221450e+00	5.67031909805445e+00	1.38185536074899e+00	0.00000000000000e+00	1.40905301823450e-01	3.16488959058676e+00	1.00000000000000e+00	1.26325204320733e+00	7.65478184804835e-01	1.12843260123681e+09	
3.44987861984389e+00	4.73163469321867e-01	4.17637142336765e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	8.19684175277569e-01	7.15865546594292e-01	1.40806376863239e+01	-4.73903957880160e-02	-2.76982260987296e-01	4.10394758201664e+00	4.10394758201664e+00	2.00000000000000e+01	2.00000000000000e+01	-4.09429695235816e+03	1.21083785066793e+01	6.61277207981490e+00	-1.12120771627996e+01	3.07084438017635e+00	4.17637142336765e+00	5.33593561525188e+00	5.42709952006066e+00	3.81144679767182e+00	2.43077079235156e+00	0.00000000000000e+00	8.33457832784862e-01	4.18142264593489e+00	1.00000000000000e+00	7.14518402170792e-01	1.04619346151736e+00	1.12843260130727e+09	
2.92920099036150e+00	-5.66879064088340e-02	2.53891761431241e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	8.87290390868898e-01	6.06576452936896e-01	1.96648202502270e+01	4.68997058872205e-01	6.67764592779140e-02	4.20200239440828e+00	4.20200239440828e+00	2.00000000000000e+01	2.00000000000000e+01	-4.09419889754577e+03	1.37343392094632e+01	7.11243390963624e+00	-1.16865154286658e+01	2.92449572947333e+00	2.53891761431241e+00	1.62134650998442e+00	2.18793678446230e-02	1.15463534041974e+00	8.22056548419639e-01	0.00000000000000e+00	5.26796199290558e-01	2.57225610642571e+00	1.00000000000000e+00	1.03184132373950e+00	2.08052440485734e+00	1.12843260132399e+09	
