H1_cplx_snr_amp	H1_cplx_snr_arg	H1_optimal_snr	L1_cplx_snr_amp	L1_cplx_snr_arg	L1_optimal_snr	LAL_AMPORDER	LAL_APPROXIMANT	LAL_PNORDER	SKY_FRAME	a1	a2	azimuth	mc	cosalpha	costheta_jn	dec	deltalogL	deltaloglH1	deltaloglL1	f_ref	flow	logL	logPrior	logdistance	logw	matched_filter_snr	optimal_snr	phi_orb	phi12	phi_jl	psi	psdScaleFlag	q	ra	signalModelFlag	t0	tilt1	tilt2	time	
5.57220983595769e-01	-5.94694766917506e-01	7.50491420894875e-01	9.86584651697981e-01	-1.89439434750126e+00	9.71644939598220e-01	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	4.35439894211912e-01	3.25482263245049e-01	2.17169218651133e+00	1.63123271651951e+01	7.05404749245681e-01	-2.74994411310677e-01	2.82630778160763e-01	-7.12089731152446e-01	6.47759064972890e-02	-7.76865637649280e-01	2.00000000000000e+01	2.00000000000000e+01	-8.11657526727326e+03	1.44638964096546e+01	7.59969086279250e+00	-7.77651213874357e+00	3.38639256367720e-02	1.22773419822193e+00	2.29296104551374e+00	4.20534281017849e-01	2.07371808634394e+00	1.16324372701084e+00	0.00000000000000e+00	1.74242739121603e-01	5.88814489650812e-01	1.00000000000000e+00	1.12761870440782e+09	1.00735212963366e+00	4.11406662314888e-01	1.12761870441127e+09	
1.02668175107164e+00	7.60884551650852e-01	8.78790644785788e-01	1.63940340746631e+00	1.90192714273865e+00	9.64263415046888e-01	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	7.52602432189915e-01	9.48541351307090e-02	5.34475145243153e+00	1.38178123870060e+01	-5.09066117306903e-01	3.54104401448970e-02	-5.28998974968298e-01	-7.11557179496594e-01	2.67288256769461e-01	-9.78845436266965e-01	2.00000000000000e+01	2.00000000000000e+01	-8.11657473472162e+03	1.45943999581222e+01	7.58855155920450e+00	-6.23930102859382e+00	1.06911974415933e-01	1.30463670458902e+00	5.02964674114911e+00	5.17400883052031e+00	2.97249407611852e+00	2.58633168480901e+00	0.00000000000000e+00	2.63616751958111e-01	3.77754220534514e+00	1.00000000000000e+00	1.12761870425001e+09	1.33734858631886e+00	8.54726149047979e-01	1.12761870424361e+09	
1.77840751970154e+00	-1.25624475149672e+00	1.82432741042072e+00	6.42688237478602e-01	-4.83858963684620e-01	1.21505994737993e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	8.62073415211610e-01	5.71681372732645e-01	5.56435106426867e+00	2.17345062965739e+01	9.84937921417710e-01	7.91791044652637e-01	-6.49797098192045e-01	-7.07224342881091e-01	-6.60300823394664e-01	-4.69235194859720e-02	2.00000000000000e+01	2.00000000000000e+01	-8.11657040188499e+03	1.50040573392227e+01	7.12622866276675e+00	-8.17384716204662e+00	7.73313499315362e-01	2.19192636193356e+00	5.66875515935447e+00	4.87655385553394e+00	5.99366373752121e+00	1.82658180434395e+00	0.00000000000000e+00	1.89969617421569e-01	3.60615974062199e-01	1.00000000000000e+00	1.12761870437608e+09	1.36810955335033e+00	9.06908015219826e-01	1.12761870436876e+09	
1.54850223403867e+00	1.14821053068040e+00	1.64862382538845e+00	1.58901447128271e+00	-1.38089239436878e+00	1.23551029712151e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	3.63463820959192e-01	8.31743538167000e-04	2.52279521187572e+00	1.79748283216136e+01	-4.34935397240238e-01	1.45157340891042e-01	1.51615365474311e+00	-7.04637498387456e-01	-3.11985483139324e-01	-3.92652015248132e-01	2.00000000000000e+01	2.00000000000000e+01	-8.11656781504051e+03	1.45369454232407e+01	7.57350858823518e+00	-6.23930102859382e+00	6.88079751973615e-01	2.06020538100737e+00	5.62802326165277e+00	6.18177404487014e+00	2.37651254794014e+00	1.19157335600115e+00	0.00000000000000e+00	4.07412871736273e-01	5.57223494761259e+00	1.00000000000000e+00	1.12761870436298e+09	2.06496219681037e+00	1.69762010585415e+00	1.12761870437906e+09	
2.45818314127065e+00	1.01740435068070e-01	1.00195667999640e+00	2.36604116499673e+00	2.57905725131587e+00	1.04890235646131e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	2.33844902762846e-01	8.08157626275415e-01	4.25028552560294e+00	2.02602581751460e+01	5.68926717040537e-01	3.08088053151126e-01	-4.26137320710671e-01	-7.01123038404148e-01	1.94829805336803e+00	-2.64942109177173e+00	2.00000000000000e+01	2.00000000000000e+01	-8.11656430058051e+03	1.28785203549420e+01	7.48224760051340e+00	-8.20473104536122e+00	2.41930390699917e-01	1.45055621813824e+00	5.77498674645114e+00	2.79456939872515e+00	4.13291539898888e+00	5.70110207989535e-01	0.00000000000000e+00	2.17756751857036e-01	5.57109851381627e+00	1.00000000000000e+00	1.12761870431589e+09	6.22646127901074e-01	3.00265217149355e+00	1.12761870432220e+09	
1.38230246184959e+00	-2.02553007393192e-01	9.21454610220350e-01	2.76135656000684e+00	1.97740440159798e+00	9.67188562665318e-01	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	1.30248214674085e-01	7.87833149217611e-01	1.92497526770938e+00	1.36091859275003e+01	-8.11836616140203e-01	1.15782031204175e-01	9.54644194086135e-01	-7.00849619954170e-01	8.23149791130163e-01	-1.52399941108433e+00	2.00000000000000e+01	2.00000000000000e+01	-8.11656402716206e+03	1.28605042480666e+01	6.93226601546279e+00	-7.57816535203186e+00	1.43290450229543e-01	1.33586388320328e+00	2.58847437736588e+00	2.36071880502271e+00	1.89219737435527e+00	1.31385788424490e+00	0.00000000000000e+00	7.22894506960079e-01	2.96175185006372e+00	1.00000000000000e+00	1.12761870422957e+09	2.00544850479449e+00	2.16442665683523e+00	1.12761870423657e+09	
1.31953293393934e+00	2.45514145990318e-01	2.11512133007411e+00	2.14186173228932e+00	-1.43574455364483e+00	1.84458422876109e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	6.38937400762214e-01	1.78002319986672e-01	3.02958289018908e+00	1.76298427757605e+01	-5.05678271479000e-03	6.83534817891766e-01	8.55844134662472e-01	-6.98888611778784e-01	4.70408818173837e-01	-1.16929742995217e+00	2.00000000000000e+01	2.00000000000000e+01	-8.11656206615389e+03	1.43918981227958e+01	7.30610535778445e+00	-8.26544400545852e+00	1.15420267355197e+00	2.80646204640800e+00	5.82062069870553e+00	1.21084551489549e+00	1.37609611636944e+00	2.97299931935521e-01	0.00000000000000e+00	1.27980992537908e-01	5.70853941405688e+00	1.00000000000000e+00	1.12761870430129e+09	2.83077632299870e+00	1.11021175603122e+00	1.12761870432147e+09	
1.79977963587462e+00	-3.00296056601551e+00	4.61826606848738e-01	1.19222098167760e+00	-1.44933496314166e-01	2.19226852578107e-01	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	6.06155473337306e-01	3.98138617465670e-02	1.69172437329607e+00	2.16539257625112e+01	-1.78232958602650e-01	1.53869079514071e-01	7.82331264186846e-01	-6.95257240990031e-01	-9.29853590548646e-01	2.34596349559069e-01	2.00000000000000e+01	2.00000000000000e+01	-8.11655843478310e+03	1.38746380120541e+01	7.35198452293352e+00	-7.69342881724476e+00	-1.10439130115499e+00	5.11218375730687e-01	4.58865247313883e+00	7.22998914666544e-01	2.20881127952996e-01	1.91519384992911e-01	0.00000000000000e+00	5.74133071465160e-01	1.70950244512552e+00	1.00000000000000e+00	1.12761870427104e+09	9.54959496144089e-01	2.17177460317508e+00	1.12761870427223e+09	
9.43339514121268e-01	1.03336441111725e+00	1.17592827957819e+00	6.57974166639385e-01	-1.22922043750665e+00	1.31187261833796e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	7.61373976409521e-01	1.26756113945744e-01	5.13276433647697e+00	2.04155006813373e+01	-6.44519104774475e-01	2.11471714070979e-01	-3.12953005091754e-01	-6.94882118708847e-01	-1.23518100346701e-01	-5.71364018362146e-01	2.00000000000000e+01	2.00000000000000e+01	-8.11655805966082e+03	1.42206538323319e+01	7.58142599826788e+00	-7.81227372086023e+00	4.86458899147933e-01	1.76176533211907e+00	4.22722207149613e+00	4.22230867783517e+00	1.11168475319182e+00	1.51342934101117e+00	0.00000000000000e+00	3.74960114501003e-01	3.89098430634918e+00	1.00000000000000e+00	1.12761870424092e+09	2.00562861810729e+00	5.94524507416142e-01	1.12761870423924e+09	
1.38425490765545e+00	-7.42387632405919e-01	1.02499137658891e+00	1.60016922551680e+00	-2.74364532155799e+00	6.70670900136975e-01	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	2.40872660400310e-02	2.46309017245680e-02	1.42211888827948e+00	1.32927546429529e+01	6.13991120072996e-01	3.87735689969820e-01	6.93828909933890e-02	-6.94041413029481e-01	5.20184705325846e-01	-1.21422611835442e+00	2.00000000000000e+01	2.00000000000000e+01	-8.11655721895514e+03	1.40518387363664e+01	7.48423485202815e+00	-6.82878716201525e+00	4.58498450235320e-02	1.22491092670943e+00	4.35098967245530e+00	1.73892897107961e+00	5.59183868062119e+00	1.46747998288450e+00	0.00000000000000e+00	4.96640219886474e-01	1.12555501816217e+00	1.00000000000000e+00	1.12761870438958e+09	1.63922228582321e+00	1.73869098486505e+00	1.12761870438242e+09	
8.57421305502532e-01	-1.26780201723668e+00	3.20135959541439e-01	1.14622982793878e+00	-2.51096801460112e+00	5.91548539553193e-01	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	1.28456208634723e-01	4.63547578745938e-01	4.08399677119060e+00	2.07590475846566e+01	-9.83518935664708e-01	-1.22748355933950e-02	4.59843294786546e-01	-6.91939652593646e-01	3.06590745994980e-02	-7.22598727193144e-01	2.00000000000000e+01	2.00000000000000e+01	-8.11655511719470e+03	1.39880420802693e+01	7.31295257870417e+00	-7.95953530277624e+00	-6.92414426627982e-01	6.72619288482744e-01	2.47243001507317e+00	4.30335611906120e+00	2.82755932210791e+00	6.21545584825982e-01	0.00000000000000e+00	5.87642394957453e-01	3.71525848853008e+00	1.00000000000000e+00	1.12761870440330e+09	1.02501591687303e+00	1.37390042411852e+00	1.12761870441068e+09	
5.49739964505505e-01	-9.31891093187721e-01	4.70555792637402e-01	1.42237530805626e+00	2.14447891412383e+00	6.62895084689947e-01	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	7.60824410214057e-01	4.05951426923217e-01	5.13796050541532e+00	1.37443989181627e+01	-9.75550589427365e-01	4.46164036435893e-01	2.76852962908908e-01	-6.87900195013754e-01	4.35458810075030e-02	-7.31446076020802e-01	2.00000000000000e+01	2.00000000000000e+01	-8.11655107773712e+03	1.45934561658090e+01	7.40105011567208e+00	-7.46902549895064e+00	-4.39735964596252e-01	8.12928439218795e-01	6.24887344119132e+00	4.94727471557800e+00	5.16884654600839e+00	2.80251038758354e+00	0.00000000000000e+00	1.54294990658853e-01	3.61653323831764e+00	1.00000000000000e+00	1.12761870426343e+09	5.83319797687414e-01	1.07623398952230e+00	1.12761870426685e+09	
1.36973650755820e+00	2.49224243646245e-01	1.15762575748957e+00	2.06998839888894e+00	-2.25576660549163e+00	8.85406008984071e-01	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	3.37729580100075e-01	7.59330699238584e-01	4.17408852516876e+00	1.68091210403151e+01	-2.22175234186112e-01	-4.07051511773891e-01	-1.39700584207060e-02	-6.84876613531742e-01	8.66603649340504e-01	-1.55148026287225e+00	2.00000000000000e+01	2.00000000000000e+01	-8.11654805415564e+03	1.56055382119767e+01	7.45933385577514e+00	-8.05267649008847e+00	2.58777025612436e-01	1.45740906925558e+00	4.80310720373016e+00	2.48426630423553e+00	2.91899098123725e+00	2.27572063067667e+00	0.00000000000000e+00	1.43758699564775e-01	4.82294517518300e+00	1.00000000000000e+00	1.12761870435242e+09	1.28377222141691e+00	1.42307498691869e+00	1.12761870436561e+09	
1.40812275639932e+00	1.66694983633341e+00	6.67365980814423e-01	5.09158090871891e-01	2.08246357960582e+00	6.42616069270022e-01	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	5.87789537846232e-01	3.45285500223700e-02	4.95341500795837e+00	1.96302049846239e+01	-8.04170228638712e-01	-3.66737475561430e-01	-4.95285066441100e-02	-6.79589992528236e-01	-3.12908152977343e-01	-3.66681839550438e-01	2.00000000000000e+01	2.00000000000000e+01	-8.11654276753464e+03	1.56782184681715e+01	7.43331968234867e+00	-8.09282086036142e+00	-2.70300859426055e-01	9.26462500499859e-01	2.47575434771670e+00	5.00589147658471e+00	2.74774960455730e+00	2.41669498397549e+00	0.00000000000000e+00	1.29000455755456e-01	3.88448491561632e+00	1.00000000000000e+00	1.12761870424738e+09	1.14164120289200e+00	2.08575523190655e+00	1.12761870424972e+09	
6.45883368017159e-01	3.71305646899226e-01	7.13271652538219e-01	1.21377468506575e+00	1.75977591297375e+00	1.09878258319199e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	5.20404470104466e-01	6.88009555692298e-01	5.53394893551868e+00	1.34557898800094e+01	-7.52430401821103e-01	3.74588116454950e-02	-2.41047716760792e-01	-6.79283271983877e-01	1.74918059519769e-01	-8.54201331502736e-01	2.00000000000000e+01	2.00000000000000e+01	-8.11654246081409e+03	1.52535361321715e+01	7.29117831593417e+00	-7.94787978561271e+00	1.36456181236447e-01	1.30999221961074e+00	3.33313853263587e+00	2.76273613139912e+00	3.07675603419275e+00	2.11300748059525e-01	0.00000000000000e+00	1.36158208484776e-01	3.56441172780317e+00	1.00000000000000e+00	1.12761870438902e+09	1.21893071212182e+00	1.73380014287422e+00	1.12761870438383e+09	
8.27758680816647e-01	-1.96889987714689e+00	4.66866471704249e-01	3.11195610948982e+00	3.03804011331284e+00	1.31171808948694e-01	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	4.07524410209738e-01	9.49079332131940e-02	1.80479501931778e+00	1.87227840282170e+01	-2.83779319198453e-01	5.14499957924576e-01	9.28958538597672e-01	-6.73415938701510e-01	-2.58798645139905e-01	-4.14617293561605e-01	2.00000000000000e+01	2.00000000000000e+01	-8.11653659348081e+03	1.38695729528406e+01	7.54177852574699e+00	-7.98402175417271e+00	-1.14617597978998e+00	4.84943652257092e-01	5.40811800736508e+00	4.20987119081803e-01	3.37799289790961e+00	1.41580532182011e+00	0.00000000000000e+00	5.54752107519144e-01	1.78406725283194e+00	1.00000000000000e+00	1.12761870440113e+09	2.43157235683939e+00	1.89453179522134e+00	1.12761870440507e+09	
1.37673375298333e+00	1.01316497788001e+00	1.82080824003261e+00	4.04974379043883e-01	5.30751535170830e-01	1.24417492525455e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	3.12523086541961e-01	3.60345249024997e-01	5.30460396966194e+00	1.81876104336303e+01	3.20647338853672e-01	-7.28282203333638e-01	-1.25208157287116e+00	-6.70589211565130e-01	-3.31145117271717e-01	-3.39444094292958e-01	2.00000000000000e+01	2.00000000000000e+01	-8.11653376675367e+03	1.42757154229454e+01	7.32154635687300e+00	-7.39538696988259e+00	7.98564334132713e-01	2.20529224630270e+00	1.01267589841141e+00	3.09532836274845e+00	1.33887735369520e+00	3.06641937559412e-01	0.00000000000000e+00	2.00870680346570e-01	4.65860919219304e+00	1.00000000000000e+00	1.12761870435386e+09	2.73500282393226e+00	1.40397952485839e+00	1.12761870434313e+09	
4.93881489591089e-01	-1.64435751331122e+00	2.02825161909243e+00	1.93829239540548e+00	3.20840245673052e-01	1.15971348715883e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	1.49398386941740e-01	4.63231136961895e-01	1.10491650839328e+00	1.97305116788515e+01	6.77437732508628e-01	-7.77229825097628e-01	-1.77457067148545e-01	-6.69833902822575e-01	-2.13052328877075e+00	1.46068938594817e+00	2.00000000000000e+01	2.00000000000000e+01	-8.11653301144493e+03	1.58749865308728e+01	7.51050013541444e+00	-7.18377883846299e+00	8.81501800459757e-01	2.33639465900972e+00	3.02093169492739e+00	3.21770754816942e+00	1.06836341412133e+00	1.59840753197300e+00	0.00000000000000e+00	1.33003880268613e-01	1.19112965325922e+00	1.00000000000000e+00	1.12761870426214e+09	1.24934896788212e+00	1.32058818238037e+00	1.12761870425055e+09	
7.98683056021236e-01	6.46723730062150e-01	1.06949216153712e+00	4.28817695700101e-01	1.98126510474989e+00	1.08767636278894e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	5.66963816020278e-01	5.08414831608841e-01	1.68274928509412e+00	1.93382973717055e+01	6.62296992648482e-01	-1.91669478040076e-01	1.67502944502711e-01	-6.67851459365011e-01	1.09786297689880e-01	-7.77637757054435e-01	2.00000000000000e+01	2.00000000000000e+01	-8.11653102900147e+03	1.50055527377339e+01	7.45204716876789e+00	-7.26020826024199e+00	3.24881568740595e-01	1.52540268577156e+00	5.67988845241731e+00	3.57273160279116e+00	2.71539427114433e+00	1.63906074395278e+00	0.00000000000000e+00	2.11527078078177e-01	9.38637013896506e-01	1.00000000000000e+00	1.12761870430478e+09	7.89199175401664e-01	1.63950820935648e+00	1.12761870430158e+09	
1.07217470427121e+00	-3.13151837297299e-01	1.09684604328079e+00	1.13688096861485e+00	-1.50608715239627e+00	1.61458942468136e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	6.80204083931298e-01	6.32804350778722e-01	1.97899328983102e+00	1.95136660134576e+01	8.03463810977999e-01	3.52450373550221e-01	9.86231830477250e-02	-6.67470035841689e-01	5.17282445034198e-01	-1.18475248087543e+00	2.00000000000000e+01	2.00000000000000e+01	-8.11653064757795e+03	1.16453077067886e+01	7.20052091662801e+00	-7.52622965132675e+00	6.34000661669452e-01	1.95191450964268e+00	1.73912324387621e+00	4.39470156688694e+00	7.01905155606178e-01	4.25532886319782e-01	0.00000000000000e+00	7.20812225561450e-01	6.56252068967220e-01	1.00000000000000e+00	1.12761870439759e+09	3.02245940570605e+00	1.50521858850643e+00	1.12761870439726e+09	
2.66845133427870e+00	-3.32561236716566e-01	1.71811898496856e+00	7.34249205930600e-01	2.02916177049701e+00	2.34709815955660e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	8.88751183544181e-01	1.77383454354781e-01	5.88133423140623e+00	1.52759540834182e+01	-5.90800679618620e-01	4.84143920675464e-01	-4.33588888099406e-01	-6.59439344442944e-01	2.85755058316226e+00	-3.51698992760430e+00	2.00000000000000e+01	2.00000000000000e+01	-8.11652261688655e+03	1.48995930366450e+01	7.38632842502729e+00	-8.24473376726439e+00	1.22766377904490e+00	2.90874588389969e+00	3.19299811477934e+00	2.24119794678281e-01	3.34082079419186e+00	2.91681698282994e+00	0.00000000000000e+00	2.28219119370657e-01	3.27240940275337e+00	1.00000000000000e+00	1.12761870429085e+09	1.22529165214999e+00	1.64820605672263e+00	1.12761870427923e+09	
1.14853210981053e+00	-2.70798427285040e-02	1.69090868232730e+00	6.57786587705980e-01	-2.74542178689789e+00	1.02593661776060e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	3.67815916033504e-01	2.23963069553402e-01	5.00280227636852e+00	2.09704910875373e+01	4.31639391663558e-01	-9.54908868527379e-01	-1.02724353608548e+00	-6.37085469874364e-01	5.11764799206503e-01	-1.14885026907996e+00	2.00000000000000e+01	2.00000000000000e+01	-8.11650026301198e+03	1.41686898655154e+01	7.37253495554644e+00	-7.54424566645169e+00	6.66785988116557e-01	1.97780638982483e+00	4.80262893061733e+00	4.18898482918937e+00	2.08548177684947e+00	2.03910303125718e-01	0.00000000000000e+00	2.64677171245163e-01	5.16866474261035e+00	1.00000000000000e+00	1.12761870439544e+09	4.12981781492065e-01	1.76395776103772e+00	1.12761870438988e+09	
8.68299979454407e-01	2.64445183710751e-01	1.20754583376093e+00	6.01257636320584e-01	-2.70263282119049e+00	9.16506270908234e-01	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	2.09877096834069e-01	1.68694252877707e-01	2.46864460128220e+00	1.29968823186030e+01	-8.38342628139251e-01	1.56564731596406e-01	1.05278408964980e+00	-6.35825111374288e-01	2.82979824954509e-01	-9.18804936328343e-01	2.00000000000000e+01	2.00000000000000e+01	-8.11649900265348e+03	1.48018116404375e+01	7.13135912226893e+00	-7.80084837323532e+00	3.38563318723091e-01	1.51596526518503e+00	4.08571370824603e+00	5.34266066449841e+00	5.96877643137485e+00	5.17222033716547e-01	0.00000000000000e+00	1.71885699774032e-01	3.51165331967985e+00	1.00000000000000e+00	1.12761870437544e+09	1.82069269483378e+00	1.30779523256550e+00	1.12761870438762e+09	
7.58957014111111e-01	-9.05780435587002e-01	2.44610740340623e+00	2.01198173098912e+00	-5.99198273065214e-01	1.08177635454837e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	1.43890907466650e-02	8.10324898541145e-01	3.73787007059862e-01	2.02137411165079e+01	8.37276544459804e-01	1.00347314283093e-01	-6.78005083835798e-01	-6.33913757549635e-01	-1.84613316082459e+00	1.21221940327541e+00	2.00000000000000e+01	2.00000000000000e+01	-8.11649709129966e+03	1.45308831596508e+01	7.07261289693464e+00	-8.18524317038173e+00	1.10030905907185e+00	2.67463670621988e+00	3.43236558638636e+00	2.01388824172923e+00	2.63134502833987e+00	1.68159929836586e+00	0.00000000000000e+00	3.14500121789868e-01	1.02377954393315e+00	1.00000000000000e+00	1.12761870438759e+09	1.85190747973416e+00	1.62155608718493e+00	1.12761870437255e+09	
2.05290712106744e+00	-1.28253112387054e+00	2.17187661593467e-01	2.68969872313096e+00	-1.65198686392304e+00	1.01319926975180e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	4.68619185476172e-01	5.30513581432270e-02	2.42589484916666e+00	1.91607872065825e+01	9.56318035023456e-01	6.23423512452793e-01	-1.79811097754581e-01	-6.31134105980891e-01	1.03169781535144e-01	-7.34303887516035e-01	2.00000000000000e+01	2.00000000000000e+01	-8.11649431164809e+03	1.45784434851396e+01	7.09068724093723e+00	-8.06445606257974e+00	-9.09680041728560e-02	1.03621582721652e+00	5.40266188434557e+00	3.95697993583200e+00	2.10386233590407e+00	2.44748605004322e+00	0.00000000000000e+00	1.26644447208458e-01	3.83572188031778e-01	1.00000000000000e+00	1.12761870432206e+09	2.71912340219832e+00	1.13824665885579e+00	1.12761870432142e+09	
1.63357518057118e+00	-7.47559387120791e-01	1.69711477231941e+00	1.31111730965079e+00	-1.56756656674212e+00	1.56597106707880e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	2.29177593297042e-01	2.47419546668054e-01	1.41759212306094e+00	1.54875045849693e+01	-9.21099037403673e-01	3.82927732894682e-01	6.35933059959360e-01	-6.26486324316829e-01	5.93015126504270e-01	-1.21950145082064e+00	2.00000000000000e+01	2.00000000000000e+01	-8.11648966386642e+03	1.41211266205783e+01	7.10299311252462e+00	-8.29825475261576e+00	8.83307769807697e-01	2.30921283846956e+00	2.53862040405715e+00	3.26770718688169e-01	3.76669828194062e+00	7.58202961848547e-01	0.00000000000000e+00	2.71175555405017e-01	3.07867152641329e+00	1.00000000000000e+00	1.12761870437784e+09	1.96818810795189e+00	2.30560971337768e+00	1.12761870438036e+09	
8.09780458249619e-01	4.48701636230127e-01	9.77142446977663e-01	1.26022308827284e+00	-2.43765795423784e+00	6.64347023384016e-01	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	2.58571150660132e-01	3.72955904420073e-01	4.43657629497181e+00	1.65323200030895e+01	8.42061787424500e-02	1.20943049065620e-01	-3.90495157553354e-01	-6.23356545727802e-01	2.35540135254723e-01	-8.58896680982070e-01	2.00000000000000e+01	2.00000000000000e+01	-8.11648653408784e+03	1.34312989920616e+01	7.22214223067139e+00	-7.45553319626950e+00	6.32413673714100e-02	1.18159397813492e+00	3.48288936965573e+00	4.67400446469511e+00	1.70291632846308e+00	2.06629250570750e+00	0.00000000000000e+00	8.57138173441286e-01	4.97299838823631e+00	1.00000000000000e+00	1.12761870430179e+09	1.37962402376459e+00	1.68121874587985e+00	1.12761870430903e+09	
7.90493685784698e-01	-7.92615671204347e-01	1.56725251218029e+00	1.41237485953281e+00	1.31646079588601e+00	1.15688903157966e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	4.95308954364925e-01	7.07699048237023e-01	1.19041885836602e+00	2.00923170026728e+01	5.95422407750442e-01	-4.99818859218985e-01	-6.74748106127120e-02	-6.16536578036175e-01	-3.58448919326293e-01	-2.58087658710792e-01	2.00000000000000e+01	2.00000000000000e+01	-8.11647971412016e+03	1.24525374692366e+01	7.59717728927197e+00	-6.23930102859382e+00	6.57497455717697e-01	1.94799195797230e+00	5.06711448063758e+00	3.34920097079422e+00	1.85565054883391e+00	2.20115511477663e+00	0.00000000000000e+00	7.40770244904470e-01	1.25136313995987e+00	1.00000000000000e+00	1.12761870428962e+09	2.79515403223138e+00	2.58765935248337e+00	1.12761870427890e+09	
1.72388210472995e+00	7.69022739414664e-01	5.92447944027511e-01	1.12511407644804e+00	-1.90030153366873e+00	1.21075118829905e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	6.97105818846270e-02	1.84603148440499e-01	6.15377379763604e+00	1.35589029540820e+01	-9.10980897987311e-01	-4.88533175668769e-01	1.03963959494550e-01	-6.15336875142020e-01	5.58406809081589e-01	-1.17374368422316e+00	2.00000000000000e+01	2.00000000000000e+01	-8.11647851441725e+03	1.33701041719383e+01	7.55867645874786e+00	-6.33807162684817e+00	2.17459224018442e-01	1.34792915479634e+00	4.50718431411557e+00	4.89619578115471e+00	3.59812954114247e+00	5.29330434872459e-01	0.00000000000000e+00	4.63670890631763e-01	3.29637087676721e+00	1.00000000000000e+00	1.12761870441385e+09	7.10136334110985e-01	7.01267085155796e-01	1.12761870441010e+09	
1.12602008993702e+00	-7.32337917400940e-02	1.60172609172129e+00	1.90168243335224e-01	-1.48482878717211e+00	1.52039591371478e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	4.05481967318416e-01	3.00222993381108e-01	6.16060662029300e-03	1.46234746366883e+01	-1.32227360235385e-01	-1.05225044692032e-01	-6.75370474606007e-01	-6.14998364948406e-01	5.15978224428636e-01	-1.13097658937659e+00	2.00000000000000e+01	2.00000000000000e+01	-8.11647817590706e+03	1.36254994320188e+01	7.52195461534268e+00	-7.29508058989938e+00	8.25732706700725e-01	2.20842256086587e+00	3.52476046860925e+00	1.20598597919970e+00	6.17429497157729e+00	3.03431473733348e+00	0.00000000000000e+00	6.34842829002463e-01	2.58977694144250e+00	1.00000000000000e+00	1.12761870427468e+09	1.56947045813764e+00	8.16215828837796e-01	1.12761870425497e+09	
