H1_cplx_snr_amp	H1_cplx_snr_arg	H1_optimal_snr	LAL_AMPORDER	LAL_APPROXIMANT	LAL_PNORDER	a1	a2	mc	costheta_jn	dec	deltalogL	deltaloglH1	f_ref	flow	logL	logPrior	logdistance	logw	matched_filter_snr	optimal_snr	phi_orb	phi12	phi_jl	psi	psdScaleFlag	q	ra	signalModelFlag	tilt1	tilt2	time	
4.01889927435140e-01	3.10014946476966e+00	2.05304845603426e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	5.15619274840353e-01	6.96177093449160e-02	2.00114787554069e+01	-5.73571619043466e-01	4.59621355961829e-01	-2.93189500801236e+00	-2.93189500801236e+00	2.00000000000000e+01	2.00000000000000e+01	-3.98540887780369e+03	1.55385028385196e+01	7.55563669681311e+00	-6.95488427123863e+00	-4.01544846239303e-01	2.05304845603426e+00	5.48293969745412e+00	1.01041400942949e+00	4.07503601455201e+00	2.86295601737310e+00	0.00000000000000e+00	1.62988884817852e-01	4.99936392326501e+00	1.00000000000000e+00	2.05105099797797e+00	1.75380289017507e+00	1.12761870436556e+09	
1.68523960802780e+00	-2.60143015098340e-02	4.62427330632855e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	2.59062373056351e-01	1.05913109354490e-02	1.36682591440517e+01	-3.61490205640214e-01	-9.86356500021342e-01	-2.90158005836156e+00	-2.90158005836156e+00	2.00000000000000e+01	2.00000000000000e+01	-3.98537856285404e+03	1.29781301588319e+01	6.39564276316617e+00	-6.31809297093949e+00	1.68466940238772e+00	4.62427330632855e+00	1.87253911089877e+00	3.82864424821501e+00	5.55134825403914e-01	1.25941297587557e+00	0.00000000000000e+00	2.85125639348182e-01	2.85741525343708e+00	1.00000000000000e+00	1.76209962905088e+00	1.36488797918512e+00	1.12761870428789e+09	
1.45587021235095e+00	-1.58453449717675e+00	2.36825758574019e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	7.82708519868142e-01	8.19773274207903e-01	1.82993989341832e+01	2.07204217609029e-01	-4.31102727695009e-01	-2.85168800968768e+00	-2.85168800968768e+00	2.00000000000000e+01	2.00000000000000e+01	-3.98532867080536e+03	1.48508161607951e+01	6.78661766924132e+00	-6.52884992740279e+00	-2.00003638814230e-02	2.36825758574019e+00	4.53640792210948e+00	4.80177502347657e+00	2.98279111288034e+00	2.10123294320853e+00	0.00000000000000e+00	1.38643222700645e-01	4.23720371739159e+00	1.00000000000000e+00	2.12124734719853e+00	1.46530728693020e+00	1.12761870423113e+09	
1.45147479282779e+00	1.87190239921328e+00	1.98246198346881e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	7.46793352469174e-01	4.35736048864432e-01	1.65332168175513e+01	1.14704679412911e-01	-5.31866434678842e-01	-2.81847530456162e+00	-2.81847530456162e+00	2.00000000000000e+01	2.00000000000000e+01	-3.98529545810024e+03	1.39724984555552e+01	7.02816969028669e+00	-6.62936149845075e+00	-4.30473599861242e-01	1.98246198346881e+00	4.36524465328389e+00	3.30211055081335e+00	4.27126118486259e+00	1.28562887595593e+00	0.00000000000000e+00	1.33063467508816e-01	1.20383324977245e+00	1.00000000000000e+00	2.68662642558524e+00	7.75934436138935e-01	1.12761870437472e+09	
1.10850547766757e+00	-1.10873462456073e+00	2.89710179166729e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.42819088614328e-01	4.97379167876392e-01	1.80731291245838e+01	5.54754775670692e-01	-1.61444246011999e-01	-2.76495104120568e+00	-2.76495104120568e+00	2.00000000000000e+01	2.00000000000000e+01	-3.98524193383688e+03	1.34803327721137e+01	7.38868141872295e+00	-6.85834447121825e+00	4.94165706760056e-01	2.89710179166729e+00	3.11681795291389e+00	3.13162985966322e-01	3.56182216385837e+00	8.06259203046024e-01	0.00000000000000e+00	9.80825727102037e-01	2.47445184964210e+00	1.00000000000000e+00	1.33698911337831e+00	1.24372228940015e+00	1.12761870440975e+09	
2.01805085260861e-01	1.19437411103135e+00	2.41489499794085e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	6.92697813024044e-01	7.83871394373370e-01	1.77274067361509e+01	1.14700689282077e-01	-4.58453502211670e-01	-2.73671561643369e+00	-2.73671561643369e+00	2.00000000000000e+01	2.00000000000000e+01	-3.98521369841211e+03	1.44223036699174e+01	7.10979656857695e+00	-6.26280543873604e+00	7.41826494564220e-02	2.41489499794085e+00	3.79884335621608e+00	4.28625741441432e+00	1.00172594364107e+00	1.16500322960081e+00	0.00000000000000e+00	1.63053488564404e-01	2.27045729533539e+00	1.00000000000000e+00	6.84333438042248e-01	2.22014941652232e+00	1.12761870437170e+09	
7.46018074392897e-01	3.13410567033531e+00	1.69617314537326e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	3.62572673825488e-01	3.04726348210765e-01	1.93714922252583e+01	4.89912290464350e-01	1.02385516226679e+00	-2.70384202818741e+00	-2.70384202818741e+00	2.00000000000000e+01	2.00000000000000e+01	-3.98518082482386e+03	1.14839413987404e+01	7.46419416761145e+00	-7.01896373704501e+00	-7.45997165499480e-01	1.69617314537326e+00	4.94574109541232e+00	4.46971114690382e+00	6.05848854971740e+00	2.57308960575710e+00	0.00000000000000e+00	8.33254810008950e-01	2.95999819726605e+00	1.00000000000000e+00	3.80407604044054e-01	2.65313973873681e+00	1.12761870437817e+09	
9.70700848084233e-01	4.79545738745327e-01	3.32394515836473e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	5.85724300854809e-01	4.48507465039268e-01	1.45457346402781e+01	1.96944150557807e-01	-7.76999459843985e-01	-2.66169004283074e+00	-2.66169004283074e+00	2.00000000000000e+01	2.00000000000000e+01	-3.98513867283851e+03	1.33581599619123e+01	6.43070596761706e+00	-6.23930102859382e+00	8.61210257297280e-01	3.32394515836473e+00	3.37906897029715e+00	2.67566844123152e+00	4.95474341786554e+00	1.32942226054913e+00	0.00000000000000e+00	2.03894094015915e-01	3.98369301287900e+00	1.00000000000000e+00	1.22575950559637e+00	8.03292316667583e-01	1.12761870437627e+09	
1.34588987423283e+00	-2.65230541579011e+00	1.40062743244556e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	4.45993091361370e-01	5.44146745356696e-01	2.19175890576025e+01	-7.79537288907346e-01	5.19412969954999e-01	-2.64478761710097e+00	-2.64478761710097e+00	2.00000000000000e+01	2.00000000000000e+01	-3.98512177041278e+03	1.34293783583007e+01	7.30038372112544e+00	-6.23930102859382e+00	-1.18797402956485e+00	1.40062743244556e+00	9.47111752179000e-02	9.80353209959043e-01	3.21107807359162e+00	1.58932873187058e+00	0.00000000000000e+00	5.18428480131616e-01	1.92687145291965e+00	1.00000000000000e+00	5.41570589040056e-01	2.02180821623238e+00	1.12761870432561e+09	
1.45530275404704e+00	-1.28263913672710e-02	4.17620248544512e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.23634290385097e-01	6.98298904742796e-01	1.86943244302891e+01	6.73029420389524e-01	-9.09720344944522e-01	-2.64319454972474e+00	-2.64319454972474e+00	2.00000000000000e+01	2.00000000000000e+01	-3.98512017734540e+03	1.32183170678611e+01	6.95196427209492e+00	-6.23930102859382e+00	1.45518304516471e+00	4.17620248544512e+00	1.34086058819395e+00	6.05006796018876e+00	9.36453046246507e-01	6.00470763530772e-01	0.00000000000000e+00	3.91577718865833e-01	3.75978602093479e+00	1.00000000000000e+00	1.17530981134745e+00	7.85259170638835e-01	1.12761870422343e+09	
1.22664507400473e+00	-4.70102220410679e-01	3.61508062505206e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.36439457687987e-01	7.61482425958095e-01	1.61531892127183e+01	5.72847345475342e-01	2.77223919701164e-01	-2.58102027331734e+00	-2.58102027331734e+00	2.00000000000000e+01	2.00000000000000e+01	-3.98505800306899e+03	1.37833841203012e+01	7.05075196082736e+00	-6.23930102859382e+00	1.09358105656054e+00	3.61508062505206e+00	1.59931814233459e+00	2.17266551224509e+00	3.67286372855561e+00	1.25376493571682e+00	0.00000000000000e+00	4.17279446947608e-01	4.84323580497909e+00	1.00000000000000e+00	1.00078553979308e+00	1.35953636078958e+00	1.12761870433056e+09	
1.32739068705921e+00	-1.07566583346752e-01	3.93653079766186e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.13905449715196e-01	5.57579937581840e-01	2.18892067143556e+01	-8.17527605164832e-01	8.85273184955144e-01	-2.55302383561548e+00	-2.55302383561548e+00	2.00000000000000e+01	2.00000000000000e+01	-3.98503000663129e+03	1.38571654118482e+01	7.26042718440846e+00	-6.23930102859382e+00	1.31971875539253e+00	3.93653079766186e+00	1.93732521562102e+00	6.13252356448124e+00	4.84393316395450e+00	4.31908063502473e-01	0.00000000000000e+00	2.05264108169316e-01	4.40593812420796e+00	1.00000000000000e+00	2.33273879736369e+00	2.60974549126561e+00	1.12761870424064e+09	
8.90286246248838e-01	2.56623941360568e+00	1.61360376374377e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	4.94650758374584e-01	8.27561525759381e-01	1.71286588803864e+01	5.10474633993610e-01	-8.21330750499463e-01	-2.50714035322153e+00	-2.50714035322153e+00	2.00000000000000e+01	2.00000000000000e+01	-3.98498412314890e+03	1.37392143213954e+01	6.39416673809351e+00	-6.23930102859382e+00	-7.46950290473509e-01	1.61360376374377e+00	4.40166608266041e+00	1.62378731091560e+00	1.34928051941086e+00	1.45450039256667e+00	0.00000000000000e+00	1.46141170492417e-01	4.73564484251156e+00	1.00000000000000e+00	7.46954435538606e-01	1.16791380750574e+00	1.12761870434049e+09	
1.62715085203055e+00	-1.49475813180892e+00	2.36196754736830e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	5.58145683761379e-01	1.21130825890201e-01	2.03821872844152e+01	1.17112200671771e-01	9.27905090796142e-01	-2.49749099012115e+00	-2.49749099012115e+00	2.00000000000000e+01	2.00000000000000e+01	-3.98497447378580e+03	1.37954169894775e+01	7.53580679920571e+00	-7.15257576828614e+00	1.23606421948764e-01	2.36196754736830e+00	1.26010109628305e+00	4.10738112807297e+00	1.70388208263373e+00	1.53396573412546e+00	0.00000000000000e+00	2.41933951997976e-01	5.12723866153657e+00	1.00000000000000e+00	2.18401653983451e+00	2.68921535701367e+00	1.12761870428725e+09	
1.44495600438660e+00	1.65195722865353e+00	2.09118583827025e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	7.03266489506042e-01	4.05934583916445e-01	1.91381214927131e+01	-3.53933818227454e-01	2.46595088144940e-02	-2.43150154236628e+00	-2.43150154236628e+00	2.00000000000000e+01	2.00000000000000e+01	-3.98490848433804e+03	1.51648279801072e+01	7.32201901222851e+00	-6.23930102859382e+00	-1.17145225829295e-01	2.09118583827025e+00	4.58250678343395e-01	4.13001178891154e+00	3.89798346568659e+00	2.71072557291871e+00	0.00000000000000e+00	1.40569434195361e-01	4.67825991024823e+00	1.00000000000000e+00	7.07982975001020e-01	1.96802018196433e+00	1.12761870423487e+09	
1.36443605496048e+00	1.20329213836822e+00	2.74910778885447e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	5.36709407995926e-01	7.10899295239729e-01	1.74337684212087e+01	-8.27143137403924e-01	8.38740696353982e-01	-2.43111634374100e+00	-2.43111634374100e+00	2.00000000000000e+01	2.00000000000000e+01	-3.98490809913942e+03	1.42663833504572e+01	7.03477175259085e+00	-6.23930102859382e+00	4.90224675472128e-01	2.74910778885447e+00	8.77436975582979e-01	6.23555160668332e+00	7.23285680912430e-01	4.17942488801568e-01	0.00000000000000e+00	1.24472914320151e-01	7.96147181489143e-01	1.00000000000000e+00	1.51694417904448e+00	4.83729687286191e-01	1.12761870436531e+09	
8.10045372223060e-02	2.28528476844471e+00	2.15035044581272e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	3.31257453126919e-01	6.12530596949140e-02	1.72009083573218e+01	7.48018814767254e-01	2.81792588667294e-01	-2.42613700072434e+00	-2.42613700072434e+00	2.00000000000000e+01	2.00000000000000e+01	-3.98490311979640e+03	1.48187879330271e+01	6.58755282128192e+00	-6.55642443586649e+00	-5.30766885197530e-02	2.15035044581272e+00	1.21985819320781e-01	2.49067831470566e-01	1.67014467847977e+00	1.93428048964856e+00	0.00000000000000e+00	1.36195384366060e-01	2.62414818699042e-01	1.00000000000000e+00	1.71486194305346e+00	1.63825799295919e+00	1.12761870427852e+09	
1.36339055374524e-01	-2.04873056640649e+00	2.12638120505771e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	5.48244681872210e-01	4.57114793586124e-01	2.05160319421428e+01	3.26459393468886e-01	4.82385542260010e-02	-2.39409087283275e+00	-2.39409087283275e+00	2.00000000000000e+01	2.00000000000000e+01	-3.98487107366851e+03	1.53235634199966e+01	7.03522168664195e+00	-6.53069007139195e+00	-6.27085857907590e-02	2.12638120505771e+00	5.48402230214380e-01	3.22069389529970e+00	1.50110339671475e+00	8.91119589758979e-01	0.00000000000000e+00	1.48353060246360e-01	5.86973800190411e+00	1.00000000000000e+00	1.50641853191930e+00	1.19973540902404e+00	1.12761870437553e+09	
4.95281364117556e-01	-1.05083598579250e+00	2.42700294650495e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	8.24760277767064e-01	6.79003958912690e-02	1.34445605021597e+01	4.63555279735352e-01	-1.66825985066146e-01	-2.34793858556304e+00	-2.34793858556304e+00	2.00000000000000e+01	2.00000000000000e+01	-3.98482492138124e+03	1.28200812279211e+01	7.19308723790829e+00	-6.23930102859382e+00	2.46078426261783e-01	2.42700294650495e+00	1.51471327451718e+00	2.45243784214174e+00	1.68999761910600e+00	2.67379373872818e+00	0.00000000000000e+00	7.08136270269569e-01	1.63031871608618e+00	1.00000000000000e+00	2.10052468545513e+00	7.04643961825315e-01	1.12761870439514e+09	
8.03277066101218e-01	-2.48800123867005e+00	1.61240489967041e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	3.63076763087088e-01	1.92812164923538e-01	1.40142614092194e+01	7.10223878286008e-01	6.30522075900240e-01	-2.32819704083977e+00	-2.32819704083977e+00	2.00000000000000e+01	2.00000000000000e+01	-3.98480517983652e+03	1.40291241395393e+01	7.47751176812641e+00	-6.23930102859382e+00	-6.37725834751248e-01	1.61240489967041e+00	4.90778216352033e+00	4.15250748615513e+00	2.61446391079496e-01	2.79130506849397e+00	0.00000000000000e+00	4.11622451916757e-01	8.12711616362812e-01	1.00000000000000e+00	1.83100160220671e+00	1.29161805900718e+00	1.12761870440794e+09	
8.58036262202102e-01	2.60647199331806e+00	1.52969414009849e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.84535116047138e-01	2.60669975215143e-01	1.97781846218625e+01	-1.04450627908593e-01	-3.28137552066934e-01	-2.29903233024061e+00	-2.29903233024061e+00	2.00000000000000e+01	2.00000000000000e+01	-3.98477601512592e+03	1.38454137624183e+01	7.46514461573128e+00	-6.23930102859382e+00	-7.38088889483664e-01	1.52969414009849e+00	5.94940443019886e+00	9.04746565553839e-01	2.45932344981297e+00	2.35791069916841e+00	0.00000000000000e+00	5.89199541964437e-01	2.67456105060714e+00	1.00000000000000e+00	2.04189067698118e+00	8.92799600981754e-01	1.12761870424458e+09	
5.64845286743181e-01	1.98061199266888e+00	1.90822904774203e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.83596751976286e-01	8.46804554514273e-01	1.67489162126152e+01	8.98686395282870e-01	-6.37445352992370e-02	-2.25012955539796e+00	-2.25012955539796e+00	2.00000000000000e+01	2.00000000000000e+01	-3.98472711235107e+03	1.54806731767807e+01	7.28399420926237e+00	-6.82193021466961e+00	-2.25057105478569e-01	1.90822904774203e+00	1.34160478497968e+00	2.49338981342700e+00	2.05451154007776e+00	1.75174956833903e+00	0.00000000000000e+00	1.27656380374377e-01	2.80670947958093e+00	1.00000000000000e+00	2.00897474163355e+00	1.83109354808602e+00	1.12761870424956e+09	
1.36400702896682e+00	3.07715848904582e+00	1.14981420355891e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.44679397840728e-01	2.22316741879404e-01	1.98921969626191e+01	-1.49087478721720e-01	9.58440966881448e-01	-2.22613641598446e+00	-2.22613641598446e+00	2.00000000000000e+01	2.00000000000000e+01	-3.98470311921166e+03	1.35970066597263e+01	7.55102070235898e+00	-6.90714722474046e+00	-1.36117649250398e+00	1.14981420355891e+00	4.64644641640929e+00	4.02066330300459e+00	3.53219565303437e-01	1.17334700455484e+00	0.00000000000000e+00	6.78577850186889e-01	1.22219825251666e+00	1.00000000000000e+00	1.34779851292016e+00	1.31245625558173e+00	1.12761870436485e+09	
1.58847033657561e+00	-1.44020373162848e+00	2.31103483384097e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	3.15380609787369e-01	8.39285681856793e-01	1.51460987668956e+01	-9.60598105942414e-01	1.00350737191800e+00	-2.19239574855874e+00	-2.19239574855874e+00	2.00000000000000e+01	2.00000000000000e+01	-3.98466937854424e+03	1.47496440283748e+01	7.43997136679512e+00	-6.98058791375749e+00	2.06853330834374e-01	2.31103483384097e+00	2.06608081995827e+00	3.16864479371459e+00	6.01596615573345e+00	1.64797644362218e+00	0.00000000000000e+00	1.39273900307344e-01	4.62505315495026e+00	1.00000000000000e+00	2.15669174339946e+00	1.38181877721296e+00	1.12761870435717e+09	
9.51741658771323e-01	-1.67282959884763e+00	1.98563877869077e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	8.55789126837510e-01	2.12441869190630e-01	2.09459554428585e+01	-3.43463484950460e-01	-1.86173130637241e-01	-2.16387030162741e+00	-2.16387030162741e+00	2.00000000000000e+01	2.00000000000000e+01	-3.98464085309730e+03	1.46761609408611e+01	7.48581934080583e+00	-6.95868474003367e+00	-9.69409058551040e-02	1.98563877869077e+00	4.51764019992921e+00	4.55130007835366e+00	3.93968037867151e+00	2.76650594206939e+00	0.00000000000000e+00	4.19695631112497e-01	1.10495299064150e+00	1.00000000000000e+00	1.70808113598536e+00	1.64146755133302e+00	1.12761870428896e+09	
7.21823504500358e-01	2.53324670752047e-01	2.87790910139949e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	6.03210591430412e-01	4.73899809382773e-01	1.57238749147756e+01	-5.71873194069109e-01	-6.74348767029759e-01	-2.13013732149875e+00	-2.13013732149875e+00	2.00000000000000e+01	2.00000000000000e+01	-3.98460712011718e+03	1.42917546680688e+01	6.90585170707808e+00	-6.23930102859382e+00	6.98786169265150e-01	2.87790910139949e+00	2.68905226743867e+00	4.98796103150573e-01	5.81430266426006e+00	2.46716499009664e+00	0.00000000000000e+00	1.99349038146883e-01	3.28017786626308e+00	1.00000000000000e+00	2.01778520244224e+00	1.35941523755777e+00	1.12761870435569e+09	
7.36164631051573e-01	1.42842612872018e+00	2.16926774951586e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	3.05719229386754e-01	5.16686544645660e-02	1.31191252552208e+01	6.51322944122336e-01	-7.24385705505633e-01	-2.12627215793646e+00	-2.12627215793646e+00	2.00000000000000e+01	2.00000000000000e+01	-3.98460325495361e+03	1.39183602644217e+01	6.95572729947365e+00	-6.23930102859382e+00	1.04454199652789e-01	2.16926774951586e+00	2.40299214579053e+00	2.40884536049694e+00	5.19583402773808e+00	5.61091184027319e-01	0.00000000000000e+00	2.16869645250713e-01	3.53894781596373e+00	1.00000000000000e+00	1.98858487927497e+00	2.08901726972744e+00	1.12761870433923e+09	
