L1_cplx_snr_amp	L1_cplx_snr_arg	L1_optimal_snr	LAL_AMPORDER	LAL_APPROXIMANT	LAL_PNORDER	a1	a2	mc	costheta_jn	dec	deltalogL	deltaloglL1	f_ref	flow	logL	logPrior	logdistance	logw	matched_filter_snr	optimal_snr	phi_orb	phi12	phi_jl	psi	psdScaleFlag	q	ra	signalModelFlag	tilt1	tilt2	time	
4.39535319065994e-01	-2.43361849608287e+00	1.75620476103634e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	5.78321419857189e-01	4.39529908959245e-01	1.93995591542249e+01	5.39064847619050e-01	5.40239607122992e-01	-2.12853586586789e+00	-2.12853586586789e+00	2.00000000000000e+01	2.00000000000000e+01	-3.81294414654466e+03	1.50442076375575e+01	7.37510269391897e+00	-6.89977738315050e+00	-3.33906556647017e-01	1.75620476103634e+00	3.88756329598291e-01	1.90373636785453e+00	1.59173797204355e-01	1.39620618962395e+00	0.00000000000000e+00	1.65903517397360e-01	3.57418234118839e+00	1.00000000000000e+00	1.14002690262907e+00	2.26044659822568e+00	1.12843260124389e+09	
7.52545444164802e-01	8.21015455875120e-02	2.93534647451827e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	6.59749086489865e-01	5.88749881657231e-01	2.14650775166161e+01	-5.19671865820258e-01	-3.83865533092281e-01	-2.10658866640324e+00	-2.10658866640324e+00	2.00000000000000e+01	2.00000000000000e+01	-3.81292219934519e+03	1.46602533907830e+01	7.00177760451274e+00	-6.86647231528352e+00	7.50010540643766e-01	2.93534647451827e+00	3.60796201691781e+00	2.70297551402993e+00	2.76836410552918e+00	3.41897363811740e-02	0.00000000000000e+00	1.46552596966555e-01	2.03005704384678e+00	1.00000000000000e+00	5.49547666207741e-01	1.29770504104979e+00	1.12843260134439e+09	
1.73401840976146e+00	-2.51391171498986e+00	1.08083359313452e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	8.13416734018940e-01	6.64397476167536e-01	2.03840957187922e+01	-4.52669246146520e-02	-1.09703552598591e+00	-2.10105050050970e+00	-2.10105050050970e+00	2.00000000000000e+01	2.00000000000000e+01	-3.81291666117930e+03	1.37272493374606e+01	7.43830501659198e+00	-6.62668831406168e+00	-1.40349993016644e+00	1.08083359313452e+00	1.64033231645874e+00	3.00566913355808e+00	7.00596397727343e-01	1.34631401504753e+00	0.00000000000000e+00	1.27710524829968e-01	5.19090231457336e-01	1.00000000000000e+00	2.31489072618302e+00	2.81858531096593e+00	1.12843260124143e+09	
8.26240931457020e-01	-1.31213832977264e+00	2.25909492176537e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	8.42733728853067e-01	6.32097679364195e-01	1.95087185283240e+01	-2.39000420952312e-01	-6.48785703230441e-01	-2.07432067359423e+00	-2.07432067359423e+00	2.00000000000000e+01	2.00000000000000e+01	-3.81288993135238e+03	1.38739959300948e+01	7.51290158622566e+00	-6.23930102859382e+00	2.11338733303695e-01	2.25909492176537e+00	1.79826530540926e+00	4.93297432651136e+00	3.95009691222436e+00	1.23771382941966e+00	0.00000000000000e+00	5.30201220706263e-01	6.12979656485320e+00	1.00000000000000e+00	9.68043302722624e-01	1.09824279341060e+00	1.12843260129489e+09	
9.93197353593780e-01	-2.53037368414763e+00	1.37674880873356e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	3.08365638964834e-01	9.65711922708400e-03	1.91491986076272e+01	-4.39822388290634e-01	-3.09872333129412e-01	-2.06753594383508e+00	-2.06753594383508e+00	2.00000000000000e+01	2.00000000000000e+01	-3.81288314662262e+03	1.42706914817074e+01	7.51130858402853e+00	-6.38621958227058e+00	-8.13378079978518e-01	1.37674880873356e+00	2.17101242617138e+00	4.76485623386584e+00	1.97165199136076e+00	7.92257657175527e-01	0.00000000000000e+00	5.27773392640410e-01	2.30365992323102e-01	1.00000000000000e+00	1.82453303155763e+00	1.27731297725414e+00	1.12843260130129e+09	
8.95714974589286e-01	1.24846900921590e+00	2.31684749984335e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	6.66566222783503e-01	3.09837747958899e-01	2.20653866657059e+01	-9.49789095933300e-03	2.49592526912826e-01	-2.02650885294497e+00	-2.02650885294497e+00	2.00000000000000e+01	2.00000000000000e+01	-3.81284211953173e+03	1.57123997594322e+01	7.51296082154972e+00	-7.01448420951817e+00	2.83740002682397e-01	2.31684749984335e+00	5.80517143796008e+00	1.25240029941829e+00	3.13832657785069e+00	8.53406790222291e-01	0.00000000000000e+00	1.72643960034568e-01	2.54111026795699e+00	1.00000000000000e+00	1.80341116509731e+00	1.64894874167116e+00	1.12843260133459e+09	
2.99067491099534e-01	2.40624842917826e-01	2.30066399037486e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	3.18806014160284e-01	3.89825343996636e-01	1.55017713558790e+01	4.17517778229978e-01	1.03092404290708e+00	-1.97829693126550e+00	-1.97829693126550e+00	2.00000000000000e+01	2.00000000000000e+01	-3.81279390761005e+03	1.30927723799733e+01	7.00380533077553e+00	-6.23930102859382e+00	2.90451134904447e-01	2.30066399037486e+00	2.93489356966197e+00	8.05023294550834e-01	3.55590224825410e+00	2.91077134268962e+00	0.00000000000000e+00	2.08336639883062e-01	1.64122358573028e+00	1.00000000000000e+00	2.72466229322137e+00	1.30305517767149e+00	1.12843260135755e+09	
3.98133000869562e-01	6.27539562884241e-01	2.33368681996414e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.24317098267799e-01	8.25004714377226e-01	1.56143875521754e+01	5.81342229215420e-02	-8.37357058203903e-01	-1.97094986491038e+00	-1.97094986491038e+00	2.00000000000000e+01	2.00000000000000e+01	-3.81278656054370e+03	1.28943889180733e+01	6.54697871512868e+00	-6.23930102859382e+00	3.22278557470781e-01	2.33368681996414e+00	5.60560719622937e+00	5.27975279717763e+00	7.27859269477564e-01	9.23281434161888e-01	0.00000000000000e+00	4.32126884644268e-01	2.68885180287335e+00	1.00000000000000e+00	1.04404094333509e+00	1.57732629401004e+00	1.12843260127243e+09	
1.37096856549156e+00	-3.01901018882909e+00	1.04097087619592e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	6.86878538971829e-01	5.88640748197143e-01	2.17645729225728e+01	8.35408027857658e-01	-4.38454432410586e-01	-1.95823953221225e+00	-1.95823953221225e+00	2.00000000000000e+01	2.00000000000000e+01	-3.81277385021100e+03	1.33781708680817e+01	6.60187998735243e+00	-6.33936397731149e+00	-1.36068105463664e+00	1.04097087619592e+00	1.93964528094510e+00	3.51901590081962e+00	4.33382440558975e+00	7.27401504368704e-01	0.00000000000000e+00	2.38705605739803e-01	3.72734901255497e+00	1.00000000000000e+00	1.75182254591608e+00	3.81292884718106e-01	1.12843260123369e+09	
1.75626473816330e+00	1.60075123126631e+00	1.89188976174328e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.89642260601550e-02	2.48998363096235e-01	1.86175668037864e+01	-9.69181129676965e-01	6.55994225907327e-01	-1.88913849255596e+00	-1.88913849255596e+00	2.00000000000000e+01	2.00000000000000e+01	-3.81270474917134e+03	1.46587870436531e+01	6.97091138736383e+00	-6.23930102859382e+00	-5.26008752061620e-02	1.89188976174328e+00	3.11564617839605e+00	2.67866349219784e+00	3.14774083322089e-01	1.64319665675168e+00	0.00000000000000e+00	1.37699755999184e-01	1.27491654934339e-01	1.00000000000000e+00	2.35315343282173e+00	1.98099701793431e+00	1.12843260120630e+09	
