L1_cplx_snr_amp	L1_cplx_snr_arg	L1_optimal_snr	LAL_AMPORDER	LAL_APPROXIMANT	LAL_PNORDER	a1	a2	mc	costheta_jn	dec	deltalogL	deltaloglL1	f_ref	flow	logL	logPrior	logdistance	logw	matched_filter_snr	optimal_snr	phi_orb	phi12	phi_jl	psi	psdScaleFlag	q	ra	signalModelFlag	tilt1	tilt2	time	
1.92195973637696e+00	-2.78328964462762e+00	1.87206245230726e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	4.43172226875583e-01	6.62377575032936e-01	2.13101606907613e+01	-7.34056090460825e-01	3.23143383017427e-01	-5.12183857876380e+00	-5.12183857876380e+00	2.00000000000000e+01	2.00000000000000e+01	-3.81593744925755e+03	1.56890059088884e+01	7.59123261966075e+00	-6.23930102859382e+00	-1.79990238143043e+00	1.87206245230726e+00	2.83423060428623e+00	1.34805967958053e+00	3.16763669759726e+00	9.77685405849650e-02	0.00000000000000e+00	1.58792312233819e-01	2.58779203255081e+00	1.00000000000000e+00	2.07767401273856e+00	1.30128648217552e+00	1.12843260137354e+09	
8.56991292332612e-01	-2.94558747198300e+00	2.34006334740139e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	4.60165071889663e-01	1.22137638820085e-01	1.86403243162833e+01	3.57077125119137e-01	4.16862934616770e-01	-4.70496329055823e+00	-4.70496329055823e+00	2.00000000000000e+01	2.00000000000000e+01	-3.81552057396935e+03	1.36870148617728e+01	6.33664125225254e+00	-6.46260369247907e+00	-8.40581968781647e-01	2.34006334740139e+00	5.37010366473045e+00	4.15927305656228e+00	1.95421397504476e+00	5.41259567885877e-01	0.00000000000000e+00	3.04792932528773e-01	1.32234259700003e-01	1.00000000000000e+00	1.42030317767629e+00	1.50825907475706e+00	1.12843260135607e+09	
8.65609536624447e-01	-1.54986726169493e+00	3.02319524665211e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	7.30247690710351e-01	5.83463536275811e-01	1.64091910789730e+01	1.80905282455292e-01	-2.99553048851824e-01	-4.51508933864716e+00	-4.51508933864716e+00	2.00000000000000e+01	2.00000000000000e+01	-3.81533070001744e+03	1.26010005382393e+01	6.66605849215141e+00	-6.40081543107186e+00	1.81150757972510e-02	3.02319524665211e+00	3.89373087729274e+00	2.25791029814834e+00	3.90884451214406e+00	1.17357941277653e+00	0.00000000000000e+00	9.17446386938467e-01	6.03069131461636e+00	1.00000000000000e+00	2.02907341441648e+00	1.20627149636576e+00	1.12843260134645e+09	
1.06237711369104e+00	2.00958315330124e+00	2.22164060886653e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	6.08567109017186e-01	2.07543111866846e-01	1.73953770409326e+01	-1.26895304807733e-01	1.30819020958390e+00	-3.47056303464251e+00	-3.47056303464251e+00	2.00000000000000e+01	2.00000000000000e+01	-3.81428617371343e+03	1.23219988486681e+01	7.29045902104247e+00	-6.53863256988161e+00	-4.51341919641787e-01	2.22164060886653e+00	9.25334002111647e-01	1.18974557593716e+00	7.95678825947166e-01	4.21113376124736e-01	0.00000000000000e+00	6.36714411654027e-01	1.35722178347571e+00	1.00000000000000e+00	9.44431856906207e-01	1.58131715521640e+00	1.12843260121527e+09	
1.05475850202813e+00	-1.87500653968881e-01	3.83185974456624e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.12803927033106e-01	5.31759501703062e-01	2.02893874707640e+01	-4.58838168250359e-01	-2.35222426002026e-01	-3.37072577589834e+00	-3.37072577589834e+00	2.00000000000000e+01	2.00000000000000e+01	-3.81418633645469e+03	1.45504786899790e+01	6.71401254337541e+00	-6.79403007000786e+00	1.03627195143195e+00	3.83185974456624e+00	3.16743526784903e+00	1.97820547232447e+00	2.94195434066993e+00	2.84021688843681e+00	0.00000000000000e+00	1.84628276002752e-01	2.71153286667674e+00	1.00000000000000e+00	9.22507124125815e-01	1.71022863512147e+00	1.12843260130485e+09	
1.62247853618490e+00	1.67889255413507e+00	2.30219760294354e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	5.11616287588120e-01	2.75479225457541e-01	2.15706493075175e+01	-5.21108042485017e-01	1.10848704705020e-02	-3.05303922006260e+00	-3.05303922006260e+00	2.00000000000000e+01	2.00000000000000e+01	-3.81386864989885e+03	1.34067446768294e+01	7.24491303783531e+00	-6.23930102859382e+00	-1.75042454239271e-01	2.30219760294354e+00	1.14885241258620e-01	1.25841270766067e+00	3.68298290144971e+00	2.41813153796336e+00	0.00000000000000e+00	5.17124211413309e-01	4.02091267666741e+00	1.00000000000000e+00	1.22364422878557e+00	4.65130819703565e-01	1.12843260128063e+09	
7.61846342320997e-01	-1.90423649829693e+00	2.21959136999986e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	4.36331146741757e-01	5.26168087928342e-01	1.97994054537738e+01	-9.34659942492038e-01	-1.05887410766789e+00	-3.01674580372310e+00	-3.01674580372310e+00	2.00000000000000e+01	2.00000000000000e+01	-3.81383235648251e+03	1.39016654406952e+01	7.23804495472855e+00	-6.73688714885829e+00	-2.49348995637164e-01	2.21959136999986e+00	6.00845607498787e+00	3.11182060047660e+00	2.92497526044858e+00	2.99701751518630e+00	0.00000000000000e+00	1.56603682025305e-01	4.18961762902284e+00	1.00000000000000e+00	1.57722920821020e+00	4.24465925897394e-01	1.12843260131686e+09	
1.64555586297476e+00	2.79244790329559e+00	1.31748444541374e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	8.89520273038114e-01	7.96663528451211e-01	1.57248096346250e+01	-4.50131306254436e-01	-3.63284419366649e-01	-2.90507232346818e+00	-2.90507232346818e+00	2.00000000000000e+01	2.00000000000000e+01	-3.81372068300226e+03	1.44731835757700e+01	7.24093910335472e+00	-6.23930102859382e+00	-1.54627229080867e+00	1.31748444541374e+00	2.94940286858977e+00	5.55424913828513e+00	2.09322698274952e+00	2.64749087713660e+00	0.00000000000000e+00	2.50668112619711e-01	8.85778652391214e-01	1.00000000000000e+00	2.14612034858369e+00	1.34578624441410e+00	1.12843260137412e+09	
1.75312536313871e+00	-2.54223744109496e-01	4.59425654794731e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	4.97335377300451e-01	1.61876544942551e-01	1.76754955682447e+01	9.50990825250645e-01	1.42129800716865e+00	-2.75816395970014e+00	-2.75816395970014e+00	2.00000000000000e+01	2.00000000000000e+01	-3.81357377463849e+03	1.11071010039607e+01	6.99091705743310e+00	-6.61855643971279e+00	1.69677782969290e+00	4.59425654794731e+00	1.87912231342571e+00	2.68763980305555e+00	4.49101615615966e+00	1.91386299121863e-01	0.00000000000000e+00	8.78929108935755e-01	1.52409142279210e-02	1.00000000000000e+00	9.13086515992276e-01	1.77362730229707e+00	1.12843260129393e+09	
1.02744765767447e+00	-2.69202249209398e+00	1.58378178276490e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	7.19211124634318e-01	1.62627104390390e-01	1.68585204858201e+01	6.66965879555604e-01	5.21412615615906e-01	-2.71974161483195e+00	-2.71974161483195e+00	2.00000000000000e+01	2.00000000000000e+01	-3.81353535229362e+03	1.25502121044043e+01	7.32479306312461e+00	-6.39027376003617e+00	-9.25354277383165e-01	1.58378178276490e+00	2.08410704245957e+00	1.22273689965088e+00	4.85518923539576e+00	1.05768444210044e+00	0.00000000000000e+00	7.91171591012875e-01	4.18932675486966e+00	1.00000000000000e+00	1.64220074152268e+00	2.75043324022724e+00	1.12843260134868e+09	
1.72535735334075e+00	-1.86942520617002e+00	1.86303183366868e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	7.82006420869710e-02	5.04910308623430e-02	2.20372462737381e+01	3.50091242543074e-01	1.14031309809811e+00	-2.68115131119976e+00	-2.68115131119976e+00	2.00000000000000e+01	2.00000000000000e+01	-3.81349676198999e+03	1.40875274267184e+01	7.51620021521427e+00	-6.23930102859382e+00	-5.07617469265700e-01	1.86303183366868e+00	6.68625076245477e-01	2.33929837181030e+00	4.34634921702957e+00	3.14015576729317e+00	0.00000000000000e+00	3.05985312743645e-01	3.03457536471528e+00	1.00000000000000e+00	1.26603328880836e+00	2.05834188091630e+00	1.12843260129482e+09	
1.82688278711819e+00	2.57196537653852e+00	1.22944901390958e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	2.14936811280710e-01	5.10422829371936e-01	1.49003743637219e+01	-8.52175048898651e-01	4.09124783217770e-02	-2.64718353013131e+00	-2.64718353013131e+00	2.00000000000000e+01	2.00000000000000e+01	-3.81346279420892e+03	1.52568623152132e+01	7.56333041184210e+00	-6.23930102859382e+00	-1.53842174000784e+00	1.22944901390958e+00	3.27533912281993e+00	4.26724535632838e+00	4.91540413529481e+00	1.96015873255400e+00	0.00000000000000e+00	1.99468171043583e-01	3.75915314446085e+00	1.00000000000000e+00	1.49642637198722e+00	1.45049615620239e+00	1.12843260139150e+09	
2.63016121511529e+00	-2.42946236356436e+00	1.04359140179394e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	4.71783215888807e-01	3.49325314924370e-01	1.81179513280780e+01	-4.78689869419325e-01	2.33910423047113e-01	-2.62228736545558e+00	-2.62228736545558e+00	2.00000000000000e+01	2.00000000000000e+01	-3.81343789804424e+03	1.41165354098443e+01	6.64524916057547e+00	-6.23930102859382e+00	-1.99095724144042e+00	1.04359140179394e+00	1.88420627357980e+00	2.92434863418912e+00	5.54609331366525e+00	1.40138250127082e+00	0.00000000000000e+00	2.26392800115554e-01	4.13149146057839e-01	1.00000000000000e+00	9.06129287121661e-01	1.76296216282930e+00	1.12843260125979e+09	
1.85219296047001e+00	-2.82624653941153e+00	1.12689248997531e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	4.11806739345785e-01	8.88804179278916e-01	1.62116726360887e+01	-4.50491249809357e-01	1.46134316389917e-01	-2.61924284649649e+00	-2.61924284649649e+00	2.00000000000000e+01	2.00000000000000e+01	-3.81343485352528e+03	1.22175297850379e+01	7.06219874325511e+00	-6.55445495086883e+00	-1.76085964026498e+00	1.12689248997531e+00	1.29078526417654e+00	2.22777047612786e+00	5.11531382689981e+00	1.52363243801058e+00	0.00000000000000e+00	3.39424683216089e-01	2.93197812480618e-01	1.00000000000000e+00	2.79719783785404e+00	3.99998957151998e-01	1.12843260131716e+09	
1.73349285986579e+00	-1.41312290948186e+00	2.55907105511172e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	3.59897156997095e-01	5.63811644529748e-01	1.84265704339222e+01	3.07310655965513e-01	-3.71662077728000e-02	-2.57785693590404e+00	-2.57785693590404e+00	2.00000000000000e+01	2.00000000000000e+01	-3.81339346761469e+03	1.42734816745620e+01	7.26870018536166e+00	-6.55849623191707e+00	2.72194629086198e-01	2.55907105511172e+00	1.98332313698050e-02	7.44084031267996e-01	7.94715802437629e-01	8.63693721793583e-01	0.00000000000000e+00	4.40851899631928e-01	2.53630143478137e+00	1.00000000000000e+00	1.70838905258238e+00	1.78677538094108e+00	1.12843260129673e+09	
1.15672264505215e+00	2.26943240469317e+00	1.63758989856645e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	6.95043133393376e-01	7.58868707105671e-01	1.39237614358067e+01	-9.25071676200368e-01	3.31069954743431e-01	-2.55917434794856e+00	-2.55917434794856e+00	2.00000000000000e+01	2.00000000000000e+01	-3.81337478502674e+03	1.49528243858035e+01	7.42181439635795e+00	-6.23930102859382e+00	-7.43973818519379e-01	1.63758989856645e+00	5.95328526681704e+00	4.49179617861351e+00	3.99153966089635e+00	1.08347688992194e-01	0.00000000000000e+00	2.06660819330974e-01	3.31611603357084e+00	1.00000000000000e+00	1.56709609176042e+00	1.43222697638132e+00	1.12843260132192e+09	
1.46103293322601e+00	-3.08338077925924e+00	1.23164639859671e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.37446478554079e-01	1.05547229533831e-01	1.90242183925059e+01	-5.13148329881557e-01	-7.45343157625108e-01	-2.55490436470745e+00	-2.55490436470745e+00	2.00000000000000e+01	2.00000000000000e+01	-3.81337051504350e+03	1.21116614561558e+01	7.23126955861929e+00	-6.76276516210151e+00	-1.45855818777707e+00	1.23164639859671e+00	1.67609055186322e+00	6.13868463603557e+00	5.63458364797543e+00	2.38768277650875e+00	0.00000000000000e+00	1.69949417217474e-01	2.48846999875725e+00	1.00000000000000e+00	1.53804894572502e+00	3.08880406047190e+00	1.12843260125103e+09	
8.54073524757415e-01	2.92867493529587e+00	1.57299073463735e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	3.94890488244650e-01	4.07465829734228e-01	1.43960584562670e+01	-6.47249558000695e-01	-3.23682587801992e-01	-2.55026259042825e+00	-2.55026259042825e+00	2.00000000000000e+01	2.00000000000000e+01	-3.81336587326922e+03	1.36748347984514e+01	6.83671816785484e+00	-6.23930102859382e+00	-8.34787285065331e-01	1.57299073463735e+00	1.29758363942201e+00	2.55612974907196e-01	5.48164016334260e+00	2.12873755814407e+00	0.00000000000000e+00	3.04083638030233e-01	3.24301481508552e+00	1.00000000000000e+00	1.89719119978948e+00	2.25100466253775e+00	1.12843260123487e+09	
9.78765281646299e-01	2.38506123868555e+00	1.63428573909283e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.91804169647424e-01	6.33420197141723e-01	1.91481355182783e+01	-6.63769508513014e-01	6.03890064159544e-01	-2.49869502841193e+00	-2.49869502841193e+00	2.00000000000000e+01	2.00000000000000e+01	-3.81331430570720e+03	1.48068928419822e+01	7.47745148419749e+00	-6.23930102859382e+00	-7.11778890365040e-01	1.63428573909283e+00	4.01575751202702e+00	3.04351826212251e+00	5.46123652238112e+00	2.97383223183950e+00	0.00000000000000e+00	1.61540101315918e-01	3.72903439154553e+00	1.00000000000000e+00	1.10996287881282e+00	6.07150756033731e-01	1.12843260137448e+09	
6.93962886592446e-01	2.71253248483639e+00	1.66280617787369e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	8.86486127891416e-01	4.61849564917000e-04	1.37365222980381e+01	-1.33195319661998e-01	-6.75449394290403e-01	-2.43179283098107e+00	-2.43179283098107e+00	2.00000000000000e+01	2.00000000000000e+01	-3.81324740350977e+03	1.44265657639287e+01	7.49539372015278e+00	-6.23930102859382e+00	-6.31060103310050e-01	1.66280617787369e+00	1.60628029196886e+00	1.93380859942043e+00	1.19660644180979e+00	1.23897351393948e+00	0.00000000000000e+00	1.98192095420162e-01	6.10198378403188e+00	1.00000000000000e+00	7.27184511906111e-01	1.27985235799421e+00	1.12843260131812e+09	
5.77482597604497e-01	2.96842681836494e+00	1.70464629586764e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.76270154787776e-01	3.49100223068365e-01	1.69700298390406e+01	9.26864648855390e-02	1.32648814494236e-01	-2.42259054997112e+00	-2.42259054997112e+00	2.00000000000000e+01	2.00000000000000e+01	-3.81323820122876e+03	1.18735024212905e+01	7.11813597282212e+00	-7.03939953385666e+00	-5.68845898010636e-01	1.70464629586764e+00	4.28536170364540e+00	2.00039898680690e+00	2.09374548511947e+00	4.52709372149476e-01	0.00000000000000e+00	6.10809237072598e-01	4.26590450773954e+00	1.00000000000000e+00	2.89928235027951e+00	2.42287239515950e+00	1.12843260125338e+09	
9.81797588249935e-01	2.40876606446977e+00	1.53360984895250e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	2.97216354290457e-01	4.60975092418267e-01	2.02813587449175e+01	-7.03205375593911e-01	1.08163217017175e+00	-2.29514188511530e+00	-2.29514188511530e+00	2.00000000000000e+01	2.00000000000000e+01	-3.81311075256390e+03	1.42709564059034e+01	7.59603114620676e+00	-7.05693564934804e+00	-7.29756855355266e-01	1.53360984895250e+00	6.09585753596939e+00	4.87191567401576e+00	1.00301332206273e+00	2.62350753777495e+00	0.00000000000000e+00	2.18125703677730e-01	5.79955517260356e-01	1.00000000000000e+00	2.33864703094653e+00	2.10840987660377e+00	1.12843260121575e+09	
3.42918584485088e-01	2.94203041163615e+00	1.82878519397238e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	8.77490180018614e-01	1.28462140837639e-01	1.36745025671152e+01	3.18600703206430e-02	1.12710106496077e+00	-2.28690581843375e+00	-2.28690581843375e+00	2.00000000000000e+01	2.00000000000000e+01	-3.81310251649722e+03	1.02378099904628e+01	6.84580547481871e+00	-6.23930102859382e+00	-3.36112834691381e-01	1.82878519397238e+00	3.49248590359935e+00	4.22009408450230e+00	3.67857893958016e+00	5.80660325718786e-01	0.00000000000000e+00	8.31544971743832e-01	6.07698013347587e+00	1.00000000000000e+00	2.64776165556672e+00	3.42718205734787e-01	1.12843260127444e+09	
1.46785265069084e+00	-2.74374520590099e+00	1.17576032889454e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	6.89071341437985e-01	6.10127764628616e-01	2.18232111007790e+01	-4.10187135545879e-01	1.27567151284613e+00	-2.28225575913120e+00	-2.28225575913120e+00	2.00000000000000e+01	2.00000000000000e+01	-3.81309786643792e+03	1.31934188909144e+01	7.35081056843898e+00	-6.97371956137813e+00	-1.35320910608202e+00	1.17576032889454e+00	1.86659986929889e+00	3.40037597237791e+00	8.28052453006942e-01	8.29360026592654e-01	0.00000000000000e+00	4.46882608813127e-01	4.14000138562880e+00	1.00000000000000e+00	1.39017795700753e+00	1.13292134930495e+00	1.12843260123510e+09	
1.06663786352693e+00	-2.25479682029133e+00	1.55737579813184e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	6.32941811039284e-01	9.70478475480290e-02	2.12986499284132e+01	-6.85364113301639e-01	-1.20645846687074e+00	-2.26239193289894e+00	-2.26239193289894e+00	2.00000000000000e+01	2.00000000000000e+01	-3.81307800261169e+03	1.12605910107473e+01	7.37514306819453e+00	-7.06290608813664e+00	-6.74007035331298e-01	1.55737579813184e+00	3.84264949703682e+00	5.23275590811993e+00	3.89930470778515e+00	2.70607571589328e+00	0.00000000000000e+00	5.41667398220501e-01	1.74782716838941e+00	1.00000000000000e+00	9.35827536172597e-01	1.61255871942448e-01	1.12843260136176e+09	
5.77901429284851e-01	1.90086000225020e+00	1.91741698900076e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	4.30607159849598e-01	4.69629498603530e-01	2.14478444172458e+01	8.60860788945313e-01	-6.54358105968570e-01	-2.19737566119375e+00	-2.19737566119375e+00	2.00000000000000e+01	2.00000000000000e+01	-3.81301298633998e+03	1.45327573956997e+01	7.48104831468942e+00	-6.89427828623637e+00	-1.87299741474939e-01	1.91741698900076e+00	4.38172895992933e+00	4.74483046985933e+00	5.62722659724032e+00	2.87586734117505e+00	0.00000000000000e+00	4.02278261549261e-01	2.07626452718628e+00	1.00000000000000e+00	1.48292147384725e+00	1.63969296844472e+00	1.12843260125945e+09	
1.32918017651118e+00	2.22070366902064e+00	1.41449838521458e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	7.31739539566911e-01	6.31669324645779e-01	1.92950878792830e+01	3.00666185861123e-01	-7.84027697246554e-01	-2.13808916162998e+00	-2.13808916162998e+00	2.00000000000000e+01	2.00000000000000e+01	-3.81295369984042e+03	1.37479944736232e+01	7.51168057115864e+00	-6.86054613199757e+00	-8.04303725359031e-01	1.41449838521458e+00	2.50609394904871e+00	2.55631621668940e+00	1.30048239682528e+00	4.91790939587677e-01	0.00000000000000e+00	6.85227855757744e-01	1.47468787707092e-01	1.00000000000000e+00	1.83279376906152e+00	1.62921842487240e+00	1.12843260122760e+09	
