L1_cplx_snr_amp	L1_cplx_snr_arg	L1_optimal_snr	LAL_AMPORDER	LAL_APPROXIMANT	LAL_PNORDER	a1	a2	mc	costheta_jn	dec	deltalogL	deltaloglL1	f_ref	flow	logL	logPrior	logdistance	logw	matched_filter_snr	optimal_snr	phi_orb	phi12	phi_jl	psi	psdScaleFlag	q	ra	signalModelFlag	tilt1	tilt2	time	
1.53506660209094e+00	4.03476202541149e-01	3.81063174247862e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	5.84964475184927e-01	7.50479673259384e-01	1.36332395688518e+01	-1.70022701509740e-02	6.97079677460306e-01	-1.88059422433798e+00	-1.88059422433798e+00	2.00000000000000e+01	2.00000000000000e+01	-4.03488272382984e+03	1.22340073962567e+01	6.04229486438022e+00	-6.31799468313420e+00	1.41180341676247e+00	3.81063174247862e+00	2.93637319791451e+00	1.16459504831210e+00	2.69528390145912e+00	3.12355476968861e+00	0.00000000000000e+00	5.16231879645314e-01	3.65001915073329e+00	1.00000000000000e+00	1.86439298071647e+00	1.93303205510361e+00	1.12909754278897e+09	
2.66760632056541e+00	1.44969636265265e+00	2.16053972690526e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	6.34069556711185e-01	2.83316033601709e-01	2.02774417451442e+01	6.64275096131824e-01	-1.10369172193379e+00	-1.63771470790061e+00	-1.63771470790061e+00	2.00000000000000e+01	2.00000000000000e+01	-4.03463984431340e+03	1.30415596946503e+01	7.33499145774051e+00	-7.15555256061318e+00	3.22258016919021e-01	2.16053972690526e+00	3.81749831126916e+00	4.18153945641483e+00	5.34485631806180e+00	2.32527230205133e+00	0.00000000000000e+00	5.39015530186421e-01	4.85887138360643e+00	1.00000000000000e+00	2.41976159268578e+00	1.60378642126678e+00	1.12909754283511e+09	
7.46266866899990e-01	1.97414587697674e+00	1.51918308511013e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	4.60424591704779e-01	7.45888457613864e-01	2.06713738996015e+01	-1.86808001718659e-01	1.36206076890091e+00	-1.59894361829174e+00	-1.59894361829174e+00	2.00000000000000e+01	2.00000000000000e+01	-4.03460107322379e+03	1.31326521458803e+01	7.29334960427156e+00	-6.23930102859382e+00	-2.92910709453543e-01	1.51918308511013e+00	9.84673847182582e-01	5.10565524769561e+00	5.22264868118249e-01	9.48527744906687e-01	0.00000000000000e+00	1.79129679797564e-01	3.91483329119133e+00	1.00000000000000e+00	1.25117060983513e+00	2.61543644355069e+00	1.12909754278389e+09	
1.33778480195718e+00	-6.06483210857998e-01	3.14838067449565e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	4.99123991521025e-01	7.93307780598260e-01	2.05874034398258e+01	7.71870563477629e-01	8.76361171722896e-01	-1.49544709716338e+00	-1.49544709716338e+00	2.00000000000000e+01	2.00000000000000e+01	-4.03449757670266e+03	1.42660839907649e+01	7.14958675637350e+00	-6.23930102859382e+00	1.09920104853891e+00	3.14838067449565e+00	4.47207511391522e+00	7.13428068549289e-01	9.30008013981969e-01	5.24722613289257e-01	0.00000000000000e+00	2.53550197554636e-01	7.45219589486077e-01	1.00000000000000e+00	2.14978234555107e+00	1.75285893858394e+00	1.12909754279110e+09	
1.47684893582143e+00	2.41584968472703e+00	9.28551731424569e-01	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.57848421801996e-01	3.90872372784525e-01	1.37227339439612e+01	-8.00017737185912e-01	1.04509140354534e-01	-1.45686842490568e+00	-1.45686842490568e+00	2.00000000000000e+01	2.00000000000000e+01	-4.03445899803040e+03	1.36222733944478e+01	7.53743803995911e+00	-6.23930102859382e+00	-1.10469264255885e+00	9.28551731424569e-01	3.48832437820715e+00	1.77805815806992e+00	4.93998793453637e+00	2.76018270932805e+00	0.00000000000000e+00	5.81865164286665e-01	4.95280182969442e+00	1.00000000000000e+00	1.56963477568775e+00	7.74353879136210e-01	1.12909754276190e+09	
1.32903086182598e+00	1.99339635831245e+00	1.21499302268455e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.33501947223867e-01	1.38284396927688e-01	1.86040358105567e+01	4.25749289720992e-01	-5.22005607725073e-01	-1.40037192133832e+00	-1.40037192133832e+00	2.00000000000000e+01	2.00000000000000e+01	-4.03440250152684e+03	1.37986857161388e+01	7.30281561877305e+00	-6.26258937967787e+00	-5.45079590077934e-01	1.21499302268455e+00	4.89207863126898e+00	5.12962746623449e+00	5.04343112700537e+00	1.84132751789257e+00	0.00000000000000e+00	3.00081558579680e-01	2.15120012060587e-01	1.00000000000000e+00	1.60989480460795e+00	4.51705627493604e-01	1.12909754281855e+09	
1.24181663891911e+00	2.47399368835887e+00	8.32279810769849e-01	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	7.94508110959816e-01	1.39917444171821e-01	1.85206841949924e+01	5.06756021817697e-01	2.63226647743728e-01	-1.15799371674211e+00	-1.15799371674211e+00	2.00000000000000e+01	2.00000000000000e+01	-4.03416012332224e+03	1.42666871441025e+01	7.23170500381087e+00	-7.34198809740962e+00	-9.75211538873717e-01	8.32279810769849e-01	9.26593449989524e-01	2.09578549084084e+00	2.75108617510118e+00	1.58032767391386e+00	0.00000000000000e+00	2.51819302993402e-01	5.18204301384972e+00	1.00000000000000e+00	1.43171427267047e+00	2.54704201648333e+00	1.12909754281687e+09	
7.96148454462515e-01	-2.92455977281567e-01	2.42412142522351e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	3.10160446221147e-01	3.24659737452192e-01	2.09693743469841e+01	-1.95717469990854e-01	-1.99241432205949e-01	-1.09017046032068e+00	-1.09017046032068e+00	2.00000000000000e+01	2.00000000000000e+01	-4.03409230006582e+03	1.39944808138359e+01	7.00954445997715e+00	-6.23930102859382e+00	7.62342951373715e-01	2.42412142522351e+00	6.14954621336806e+00	1.51189419753394e-01	3.92044972893198e+00	1.29592956616469e+00	0.00000000000000e+00	3.65346213546909e-01	1.09061867447023e+00	1.00000000000000e+00	2.37442859826279e+00	1.51444894943330e+00	1.12909754286736e+09	
4.87203558165311e-01	-3.06115334322085e+00	1.06593963236232e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.65351308367887e-01	7.27083205588435e-01	1.72814767222560e+01	-6.72880924844233e-01	5.42805792362205e-01	-1.08576398082869e+00	-1.08576398082869e+00	2.00000000000000e+01	2.00000000000000e+01	-4.03408789358633e+03	1.40454475250473e+01	7.56069290126489e+00	-6.58729727649876e+00	-4.85628186805583e-01	1.06593963236232e+00	2.78215225871423e+00	1.88155424010866e+00	5.64797461176778e+00	1.50216311229378e+00	0.00000000000000e+00	5.31377489715897e-01	2.60676855481339e+00	1.00000000000000e+00	1.27029471472644e+00	1.15559211289419e+00	1.12909754276317e+09	
1.80664841097153e+00	-1.91675800344330e+00	9.29660031976337e-01	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.76664008596919e-01	6.19335802873291e-01	2.20281842848586e+01	5.13873281791706e-01	-5.63113805033398e-01	-1.00167824566006e+00	-1.00167824566006e+00	2.00000000000000e+01	2.00000000000000e+01	-4.03400380785116e+03	1.46203502219617e+01	7.36342554466939e+00	-6.51792983174160e+00	-6.12637242156510e-01	9.29660031976337e-01	3.24146085211884e+00	2.71117535399475e+00	5.53171469531267e+00	1.89860242976946e+00	0.00000000000000e+00	3.42968707788614e-01	6.11219760388178e+00	1.00000000000000e+00	1.26366430854316e+00	1.75778123857525e+00	1.12909754285588e+09	
