H1_cplx_snr_amp	H1_cplx_snr_arg	H1_optimal_snr	LAL_AMPORDER	LAL_APPROXIMANT	LAL_PNORDER	a1	a2	mc	costheta_jn	dec	deltalogL	deltaloglH1	f_ref	flow	logL	logPrior	logdistance	logw	matched_filter_snr	optimal_snr	phi_orb	phi12	phi_jl	psi	psdScaleFlag	q	ra	signalModelFlag	tilt1	tilt2	time	
8.05617551816197e-01	1.95424008575604e+00	2.03929460326898e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	7.07520709363299e-01	5.84724545260107e-01	1.38808858133252e+01	3.56362905399986e-01	2.93091494141320e-01	-2.69399383824066e+00	-2.69399383824066e+00	2.00000000000000e+01	2.00000000000000e+01	-3.94726386459626e+03	1.34407547196846e+01	7.33149751638972e+00	-6.43467335802627e+00	-3.01394706676743e-01	2.03929460326898e+00	1.51610713205430e+00	8.91373638406185e-01	4.75683930516280e+00	1.55695267662704e+00	0.00000000000000e+00	4.73174935830523e-01	7.18962601075100e-03	1.00000000000000e+00	9.48988035797056e-01	8.13670891015578e-01	1.12849707792048e+09	
1.39803416965633e+00	1.82074010905836e-01	4.05292371922086e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	7.79314659121177e-01	1.52273302319541e-01	1.83714427242370e+01	-8.34310515881180e-01	-7.10118896768604e-01	-2.64062903353852e+00	-2.64062903353852e+00	2.00000000000000e+01	2.00000000000000e+01	-3.94721049979156e+03	1.50209197483154e+01	7.22263074426083e+00	-6.23930102859382e+00	1.37492503916263e+00	4.05292371922086e+00	3.09021772859857e+00	3.34821844188974e+00	1.17081868017900e+00	2.25984435903849e+00	0.00000000000000e+00	1.19508635010909e-01	2.47022258827418e+00	1.00000000000000e+00	7.23824815600878e-01	1.40483201091916e+00	1.12849707791412e+09	
1.56876031953162e+00	-1.14584181727368e+00	3.03015777855488e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.34510383446420e-01	5.00548498169990e-01	1.82031141784466e+01	2.51082442935548e-01	-3.26078200650290e-01	-2.63112061469019e+00	-2.63112061469019e+00	2.00000000000000e+01	2.00000000000000e+01	-3.94720099137271e+03	1.44720477019024e+01	6.69154388056267e+00	-6.86339980929144e+00	6.46767465591498e-01	3.03015777855488e+00	1.99961122175180e+00	4.09616863755377e+00	4.52411934076632e+00	2.26694509203849e+00	0.00000000000000e+00	1.85877055133991e-01	2.45538034717916e+00	1.00000000000000e+00	2.08572588566008e+00	1.72017645063191e+00	1.12849707794396e+09	
1.99888597186540e-02	1.79458985314396e+00	2.28176065815353e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	4.36000106156134e-01	9.69959129494760e-02	2.11904242717450e+01	-9.31479520724637e-01	-1.21689421826753e+00	-2.61333803829802e+00	-2.61333803829802e+00	2.00000000000000e+01	2.00000000000000e+01	-3.94718320879632e+03	1.25456134839342e+01	7.59449129016094e+00	-6.23930102859382e+00	-4.43613036858600e-03	2.28176065815353e+00	4.38836287867612e+00	1.80669498374295e+00	4.10260263829522e-01	5.82718410342730e-02	0.00000000000000e+00	7.18452167898822e-01	5.80689228742177e+00	1.00000000000000e+00	2.58975917215783e+00	1.68051791604398e+00	1.12849707781753e+09	
8.96550815536299e-01	1.95432874299812e+00	1.96542947201317e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	6.26979800207808e-01	5.47760959132541e-01	1.82324063586798e+01	6.91030001321404e-01	1.76339458420256e-01	-2.59083458736313e+00	-2.59083458736313e+00	2.00000000000000e+01	2.00000000000000e+01	-3.94716070534538e+03	1.42970986563362e+01	7.12864986785885e+00	-7.06403521898374e+00	-3.35488040666726e-01	1.96542947201317e+00	3.47803849006315e+00	3.36586762164054e+00	5.90524174828727e-01	2.55878644421540e-02	0.00000000000000e+00	1.28950450485350e-01	3.82455704975881e-01	1.00000000000000e+00	1.51727724902442e+00	2.84187460854131e+00	1.12849707784403e+09	
1.24495523586384e+00	-1.53737581468474e+00	2.31416069542967e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	2.74570531437196e-01	1.57598546154146e-01	1.54169978638749e+01	-8.45292363994620e-02	4.82513593087793e-01	-2.58140240497232e+00	-2.58140240497232e+00	2.00000000000000e+01	2.00000000000000e+01	-3.94715127316299e+03	1.30592641861053e+01	7.28834437763561e+00	-6.23930102859382e+00	4.15992966061430e-02	2.31416069542967e+00	4.29856296129553e+00	1.10020790949249e+00	2.67024759043332e+00	2.60783407882359e+00	0.00000000000000e+00	9.95045039170334e-01	6.18240114111673e+00	1.00000000000000e+00	1.54241702907659e+00	1.08895055360963e+00	1.12849707795544e+09	
1.45764562999597e+00	2.48428975908034e+00	1.38791502284145e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	6.09315445158303e-01	6.79113198610429e-01	1.61605433689687e+01	-8.97773306436965e-01	-1.14109067340151e+00	-2.56471771481256e+00	-2.56471771481256e+00	2.00000000000000e+01	2.00000000000000e+01	-3.94713458847283e+03	1.35938371965568e+01	7.51606464269555e+00	-6.63216830311018e+00	-1.15393495505167e+00	1.38791502284145e+00	1.56029641478293e+00	1.93524986290556e+00	1.10565425010549e+00	1.39521206679590e+00	0.00000000000000e+00	3.16278797433818e-01	5.81396526977759e+00	1.00000000000000e+00	1.55142147697422e+00	2.32465076714454e+00	1.12849707800045e+09	
1.73624799297073e+00	-1.96030588180367e+00	1.69345812457447e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	7.84898437547720e-02	1.17168434977152e-01	1.29662040999417e+01	-4.03580939105507e-01	6.68250228177848e-01	-2.55042035466067e+00	-2.55042035466067e+00	2.00000000000000e+01	2.00000000000000e+01	-3.94712029111268e+03	1.23264649060380e+01	7.09178530465656e+00	-6.23930102859382e+00	-6.59313701717552e-01	1.69345812457447e+00	1.21234062466448e+00	1.49597085349718e+00	4.74826179610502e+00	2.70088186600496e+00	0.00000000000000e+00	9.71505833281301e-01	1.34756762418268e+00	1.00000000000000e+00	2.22754351849453e+00	2.11198047093334e+00	1.12849707787119e+09	
1.88476935468809e+00	-1.52028951251006e+00	2.33749210811788e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	7.66714481088207e-01	4.26179189040178e-01	2.16093456174054e+01	8.63802787984952e-01	5.13087606486162e-01	-2.50951475655802e+00	-2.50951475655802e+00	2.00000000000000e+01	2.00000000000000e+01	-3.94707938551458e+03	1.48767580240630e+01	7.41278664952319e+00	-6.29072627973374e+00	9.51532287215330e-02	2.33749210811788e+00	2.53186009500192e+00	2.45719167939582e+00	3.55205826010469e-01	1.26420267485463e+00	0.00000000000000e+00	2.59806984002194e-01	5.44526173710933e+00	1.00000000000000e+00	1.89235390820033e+00	2.05892126181529e+00	1.12849707797237e+09	
6.94716528679795e-01	1.00780465653201e+00	2.62615043833678e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	4.27717893859011e-01	8.90924851680490e-02	1.84604844495117e+01	4.91594600149635e-01	1.16673250815226e+00	-2.47460091178118e+00	-2.47460091178118e+00	2.00000000000000e+01	2.00000000000000e+01	-3.94704447166980e+03	1.24018894442530e+01	6.73046597176115e+00	-6.55953379931183e+00	3.70783080966193e-01	2.62615043833678e+00	5.12000361411202e+00	1.60243744657777e+00	3.99913274210624e+00	3.13277936827880e+00	0.00000000000000e+00	6.08193559056322e-01	3.31921203840218e+00	1.00000000000000e+00	1.20422182411292e+00	1.35075223603955e+00	1.12849707782024e+09	
9.71841079310653e-01	-2.17898356483607e+00	1.70677607328659e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	5.18885811161689e-01	4.25285808331440e-01	1.66320291812770e+01	-5.75746845144767e-01	2.49633190126905e-01	-2.40430006604902e+00	-2.40430006604902e+00	2.00000000000000e+01	2.00000000000000e+01	-3.94697417082407e+03	1.43247696445798e+01	7.08478786356956e+00	-6.57680298482790e+00	-5.55291229301287e-01	1.70677607328659e+00	4.85877112745711e-01	2.85608995679842e+00	5.47307422838492e+00	2.32429307047838e+00	0.00000000000000e+00	1.99902087724289e-01	1.31298896090812e+00	1.00000000000000e+00	6.89580775270061e-01	1.98460902655384e+00	1.12849707795987e+09	
1.37079807428550e+00	-2.80517932201300e+00	1.23973062215133e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	7.32574700200150e-01	8.86650879671910e-02	1.65890100026258e+01	-3.54859831801757e-01	-7.16068013928935e-01	-2.37262485110705e+00	-2.37262485110705e+00	2.00000000000000e+01	2.00000000000000e+01	-3.94694249560913e+03	1.38761285641049e+01	7.33765671912977e+00	-7.08479942826435e+00	-1.29395758618394e+00	1.23973062215133e+00	3.59572407381026e+00	4.18935104613840e+00	3.07551001067401e+00	9.84095878305942e-01	0.00000000000000e+00	3.11997527164051e-01	5.18322810880560e+00	1.00000000000000e+00	2.38079857588964e+00	2.04844929464035e+00	1.12849707782112e+09	
1.71788594448084e+00	1.93911492585106e+00	1.64002284442945e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	3.43670568116227e-01	6.86083656955288e-01	2.15429317148588e+01	3.43803382647680e-02	6.40536282068053e-01	-2.35922473172377e+00	-2.35922473172377e+00	2.00000000000000e+01	2.00000000000000e+01	-3.94692909548974e+03	1.34594858450855e+01	7.30842871178221e+00	-6.23930102859382e+00	-6.18520205400867e-01	1.64002284442945e+00	2.74485104253382e+00	4.98450991521023e+00	4.64230399348949e+00	1.85726730432014e+00	0.00000000000000e+00	8.34577617532290e-01	4.07495937305561e+00	1.00000000000000e+00	1.42537275210666e+00	2.09277214319623e+00	1.12849707793186e+09	
1.59964050163595e+00	-2.90708416460032e+00	1.11319158955770e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	4.03290068029789e-01	3.47342355618332e-01	1.97262584104635e+01	2.29804671087897e-01	7.83194632214100e-02	-2.35156380682383e+00	-2.35156380682383e+00	2.00000000000000e+01	2.00000000000000e+01	-3.94692143456484e+03	1.53048702113177e+01	7.52140105204303e+00	-7.02135711936316e+00	-1.55585621158098e+00	1.11319158955770e+00	4.37779413174184e+00	3.70127678141490e+00	1.05709253471621e+00	5.88653579304535e-01	0.00000000000000e+00	2.13128652892437e-01	9.98025889810471e-01	1.00000000000000e+00	2.05418230157518e+00	1.51131932785510e+00	1.12849707784146e+09	
9.99702083761471e-01	-2.82335889512247e+00	1.36131614805041e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	3.00826383013535e-01	2.34466934997578e-01	1.85973988454417e+01	-3.33322382545249e-01	8.13042240556169e-01	-2.21916946746433e+00	-2.21916946746433e+00	2.00000000000000e+01	2.00000000000000e+01	-3.94678904022548e+03	1.27756594985891e+01	7.12703429251298e+00	-6.57510762580688e+00	-9.49506579969887e-01	1.36131614805041e+00	4.40485316621415e+00	5.16017107985511e+00	5.84316509230556e-01	2.85702463285886e+00	0.00000000000000e+00	9.66332157650723e-01	4.04296613715559e+00	1.00000000000000e+00	1.85738677692158e+00	2.12968216344211e+00	1.12849707784326e+09	
2.04721652904441e+00	-2.37409974448576e+00	1.09307841926525e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	6.65470021833168e-01	4.74894523585000e-04	2.17761567156133e+01	-1.31003628108892e-01	-6.35031265447047e-01	-2.20782835399314e+00	-2.20782835399314e+00	2.00000000000000e+01	2.00000000000000e+01	-3.94677769911201e+03	1.26928600911422e+01	7.30397007546900e+00	-6.59599171349689e+00	-1.47328692093655e+00	1.09307841926525e+00	4.51354119750222e+00	1.31021482773936e+00	6.13647163506846e-01	1.41521161318027e+00	0.00000000000000e+00	9.93167480909049e-01	3.44973883334885e+00	1.00000000000000e+00	2.59583830213824e+00	2.00888696655017e+00	1.12849707787036e+09	
5.24243192313997e-01	-1.32422259916676e-01	2.66272913001485e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	5.29682848272437e-01	4.88035810533673e-01	1.91883668280755e+01	-4.53092713977508e-01	-4.24348913656513e-01	-2.16136688066808e+00	-2.16136688066808e+00	2.00000000000000e+01	2.00000000000000e+01	-3.94673123763869e+03	1.36182259151337e+01	7.29981770806702e+00	-6.96203865281121e+00	5.19653431379701e-01	2.66272913001485e+00	1.78160640139934e+00	5.03527292021836e+00	4.72249435401139e-01	1.86088463889922e+00	0.00000000000000e+00	4.96187820424346e-01	2.71400191959186e+00	1.00000000000000e+00	1.50351879140139e+00	6.23099181698184e-01	1.12849707782156e+09	
3.10110433736841e-01	-7.42112903415997e-01	2.31663357403876e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	8.70283573931116e-01	5.77949969470397e-01	1.85957478136786e+01	-8.22870189405680e-01	9.53120114407560e-02	-2.15389541406830e+00	-2.15389541406830e+00	2.00000000000000e+01	2.00000000000000e+01	-3.94672376617209e+03	1.37519123535665e+01	6.18697397992402e+00	-6.23930102859382e+00	2.28564478235679e-01	2.31663357403876e+00	4.30269133015182e+00	3.60441949313078e+00	1.95453861761975e+00	2.67948068568020e-02	0.00000000000000e+00	2.33012994324792e-01	1.73402717115713e+00	1.00000000000000e+00	1.69737502438217e+00	2.14208922457530e+00	1.12849707785661e+09	
1.26575678216177e+00	2.03114641079451e+00	1.57958336471262e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	6.18123315278110e-02	1.67094895333957e-01	2.05139306814532e+01	3.27102933329410e-01	1.99412858310337e-01	-2.13578473493635e+00	-2.13578473493635e+00	2.00000000000000e+01	2.00000000000000e+01	-3.94670565549295e+03	1.30285583327750e+01	6.88482881256662e+00	-6.71119249359003e+00	-5.62327352731759e-01	1.57958336471262e+00	1.36278650215138e+00	2.64286437957700e+00	6.02661906094956e+00	2.61360153361306e+00	0.00000000000000e+00	8.02366202878993e-01	4.32942998539480e+00	1.00000000000000e+00	1.72048477333541e+00	2.35131108481188e+00	1.12849707786322e+09	
1.52852465644349e+00	-2.66387307895698e+00	1.10705099670905e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	4.81013113172378e-01	5.05648686835475e-01	1.97703314628053e+01	-5.95065471856077e-01	8.15562232939673e-01	-2.11549164582175e+00	-2.11549164582175e+00	2.00000000000000e+01	2.00000000000000e+01	-3.94668536240384e+03	1.35703702802557e+01	7.20600416107432e+00	-7.05615403508388e+00	-1.35739970031340e+00	1.10705099670905e+00	4.73203850099385e+00	7.33083955383771e-01	7.26838915541538e-01	1.64620305407111e+00	0.00000000000000e+00	2.82012772644361e-01	2.72452253960174e+00	1.00000000000000e+00	1.19478155270943e+00	4.74249053344237e-01	1.12849707797919e+09	
1.14083924267133e+00	1.89985783376364e+00	1.71208345038113e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	6.47440360169916e-01	2.40790191375954e-01	1.99398140542627e+01	-2.93052314928605e-01	7.41414215386650e-02	-2.09680515203672e+00	-2.09680515203672e+00	2.00000000000000e+01	2.00000000000000e+01	-3.94666667591006e+03	1.49366663652351e+01	7.50916744800331e+00	-7.11170324324806e+00	-3.68667941601521e-01	1.71208345038113e+00	8.06912456835378e-01	3.97290920715318e+00	3.61088732191419e+00	1.90102621110723e-01	0.00000000000000e+00	2.33312367013816e-01	5.93782707469612e+00	1.00000000000000e+00	2.29163682510663e+00	2.01591293638512e+00	1.12849707790527e+09	
1.30369449111773e+00	-1.00996468854687e-01	3.71724490116438e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	4.51110804387928e-01	7.02420135607470e-02	2.12593110339803e+01	-4.82663686006610e-01	6.57850559384697e-01	-2.08749819414197e+00	-2.08749819414197e+00	2.00000000000000e+01	2.00000000000000e+01	-3.94665736895216e+03	1.35143397579404e+01	7.28324546784048e+00	-7.09020938183896e+00	1.29705111222668e+00	3.71724490116438e+00	5.55562227634811e+00	2.43575665321857e+00	8.72654605756039e-01	2.73124990463403e-01	0.00000000000000e+00	5.72552549969537e-01	5.85821448189449e+00	1.00000000000000e+00	9.95807760070971e-01	8.77691816537251e-01	1.12849707793450e+09	
1.49657266474391e+00	-1.60746374704212e+00	1.97657011345191e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	7.75518379066526e-01	1.78278174682866e-01	1.63896549668512e+01	9.03594543972532e-01	-5.00239086859942e-01	-2.06185559497590e+00	-2.06185559497590e+00	2.00000000000000e+01	2.00000000000000e+01	-3.94663172635299e+03	1.25510226125697e+01	7.32043758693231e+00	-6.23930102859382e+00	-5.48631629822360e-02	1.97657011345191e+00	3.90957844014649e-01	4.81898191124048e+00	5.89901231518538e+00	1.56450125133978e+00	0.00000000000000e+00	7.96213979823252e-01	1.64447365958336e+00	1.00000000000000e+00	1.30255708644874e+00	4.17628031987758e-01	1.12849707790415e+09	
1.85027002147976e+00	-2.29899944231013e+00	1.13649072875827e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	4.36053425078591e-01	4.22057137005002e-01	1.99645922004206e+01	-4.72909087527613e-01	-3.53782743822177e-01	-2.04529096136230e+00	-2.04529096136230e+00	2.00000000000000e+01	2.00000000000000e+01	-3.94661516171938e+03	1.53005354239208e+01	7.18211448188394e+00	-7.17656038118288e+00	-1.23140940587739e+00	1.13649072875827e+00	1.84385516982950e+00	3.96978096243360e+00	4.02268373959416e+00	2.47256994249860e+00	0.00000000000000e+00	1.35237099736867e-01	5.20061617262840e+00	1.00000000000000e+00	1.68265289918136e+00	2.25215487042695e+00	1.12849707791356e+09	
2.37787265929520e+00	-1.76546040936363e+00	1.60212443509652e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	2.90672903950600e-02	7.78156169963936e-01	2.11449121287545e+01	2.70489231483744e-01	-6.22247452671644e-01	-2.02032810908668e+00	-2.02032810908668e+00	2.00000000000000e+01	2.00000000000000e+01	-3.94659019886711e+03	1.16700629207403e+01	6.82815990472343e+00	-6.70545497423853e+00	-4.59968489448577e-01	1.60212443509652e+00	1.63709146686369e+00	5.69972887056738e+00	1.01592834372778e+00	2.64018828450270e-01	0.00000000000000e+00	7.64466091981170e-01	6.52710225639157e-01	1.00000000000000e+00	2.39663168186480e+00	3.19385258633380e-01	1.12849707789575e+09	
8.49166289075527e-01	1.14933761664800e+00	2.38337550051077e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	6.38256542071291e-01	5.05867047084745e-01	1.49906708712679e+01	7.79892325404440e-01	1.04217216266749e+00	-2.01228549964299e+00	-2.01228549964299e+00	2.00000000000000e+01	2.00000000000000e+01	-3.94658215625766e+03	1.38482201650883e+01	7.20738974293412e+00	-6.23930102859382e+00	3.47387093807548e-01	2.38337550051077e+00	1.16693008683040e+00	5.96784462268043e+00	1.82583534252053e+00	1.34151933980347e+00	0.00000000000000e+00	2.59123310830035e-01	2.04973501392336e+00	1.00000000000000e+00	1.16221002401132e+00	1.66707209803815e+00	1.12849707795091e+09	
1.24413456333405e+00	2.09152254629114e+00	1.47622608398759e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.53634399328586e-01	7.56854245150569e-01	1.32113993301201e+01	-9.49582498216445e-01	3.12484061900771e-01	-2.00336090893234e+00	-2.00336090893234e+00	2.00000000000000e+01	2.00000000000000e+01	-3.94657323166695e+03	1.38384995404622e+01	7.54950669134256e+00	-6.23930102859382e+00	-6.18969677694305e-01	1.47622608398759e+00	4.93174703975006e+00	4.82371052682062e+00	1.78907491913510e-01	2.47590175312737e+00	0.00000000000000e+00	2.00694586866921e-01	2.40629106413459e+00	1.00000000000000e+00	2.60546085062171e+00	2.53829314782601e+00	1.12849707799580e+09	
