H1_cplx_snr_amp	H1_cplx_snr_arg	H1_optimal_snr	L1_cplx_snr_amp	L1_cplx_snr_arg	L1_optimal_snr	LAL_AMPORDER	LAL_APPROXIMANT	LAL_PNORDER	SKY_FRAME	a1	a2	azimuth	mc	cosalpha	costheta_jn	dec	deltalogL	deltaloglH1	deltaloglL1	f_ref	flow	logL	logPrior	logdistance	logw	matched_filter_snr	optimal_snr	phi_orb	phi12	phi_jl	psi	psdScaleFlag	q	ra	signalModelFlag	t0	tilt1	tilt2	time	
8.71865052926397e-01	8.71450403794980e-01	3.23141170481101e+00	4.97571046627613e-01	3.88538516170026e-01	1.62018683143353e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	2.59987614946573e-01	3.86336469564352e-01	4.96270658166776e-01	1.72453648166864e+01	7.75144394774845e-01	7.61314606159536e-01	-6.12748014110179e-01	-3.97386339224977e+00	-3.40743073545991e+00	-5.66432656789402e-01	2.00000000000000e+01	2.00000000000000e+01	-7.95915747027203e+03	1.52342422614175e+01	7.19256700012664e+00	-6.23930102859382e+00	7.08096108086273e-01	3.61483429422985e+00	4.10167992241514e-01	2.27391893324039e+00	3.45807479627853e+00	1.67677256893648e+00	0.00000000000000e+00	1.58616627183839e-01	2.38132231652828e+00	1.00000000000000e+00	1.12849707797926e+09	1.39480615285696e+00	1.24380519454236e+00	1.12849707796335e+09	
1.37982372162914e+00	-1.90131328920699e+00	1.95056066270800e+00	5.48530844737556e-01	-3.10449948817944e-01	2.02761434099346e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	4.76782061005161e-01	9.21924119329090e-02	8.79986209406193e-01	2.12515899841053e+01	-4.54956781391160e-02	-1.82821432413194e-01	4.48017188600200e-03	-3.77236746612652e+00	-2.77579871269290e+00	-9.96568753433166e-01	2.00000000000000e+01	2.00000000000000e+01	-7.95895597434591e+03	1.44474625434422e+01	7.45344211067763e+00	-6.23930102859382e+00	6.59621400502250e-02	2.81352213687865e+00	2.15503572051725e+00	1.54686851050327e+00	4.41241712702865e-01	5.39797424676636e-01	0.00000000000000e+00	4.19650604335109e-01	3.21056487922477e+00	1.00000000000000e+00	1.12849707792180e+09	2.18314082033005e+00	1.29058401915237e+00	1.12849707790728e+09	
1.20867290487700e+00	5.37897590006521e-01	3.42191381985769e+00	6.06608483258983e-01	-2.92320983855178e-01	2.34196844175847e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	8.53317348219151e-01	3.28786846544633e-01	9.83767323492360e-02	1.76606088802367e+01	7.14634170057413e-01	-3.02522687721267e-01	-8.84483835657250e-01	-3.68484089184130e+00	-2.30282301284615e+00	-1.38201787899561e+00	2.00000000000000e+01	2.00000000000000e+01	-7.95886844777162e+03	1.35801405869343e+01	7.09340633646996e+00	-6.23930102859382e+00	1.18466010880648e+00	4.14660226845132e+00	2.05144991482083e+00	4.76010432872572e+00	5.36129812088831e+00	8.91203221775484e-01	0.00000000000000e+00	3.77184260792770e-01	2.46816207112542e+00	1.00000000000000e+00	1.12849707783196e+09	1.09411841921315e+00	6.07850550917068e-01	1.12849707781397e+09	
1.63863576890152e+00	1.43976637728884e+00	2.63175828960922e+00	1.04761524746749e+00	1.86301498091400e-02	2.60044522976950e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	6.43431825653920e-01	3.54911414068061e-01	3.45897400480334e+00	1.78188483161717e+01	-3.43387515721950e-02	7.17596462722530e-01	5.27392843401915e-01	-3.55698998860134e+00	-2.89962560615504e+00	-6.57364382445849e-01	2.00000000000000e+01	2.00000000000000e+01	-7.95874059686838e+03	1.52982338391987e+01	7.43071994427540e+00	-6.23930102859382e+00	8.88493949269522e-01	3.69979284392489e+00	3.03797116540385e+00	4.56083059417283e+00	3.89496260456085e+00	2.86443217577149e+00	0.00000000000000e+00	1.52979452674315e-01	2.78653719860417e-01	1.00000000000000e+00	1.12849707791222e+09	1.38606828567693e+00	8.32969498181177e-01	1.12849707793257e+09	
1.63653444194130e+00	2.61669744446250e+00	7.65903593962483e-01	5.65447354614122e-01	2.54327457344771e+00	1.66897884926460e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	3.81621238602668e-01	3.34335697924079e-01	3.09446420130471e+00	1.81419703353840e+01	9.71324647077172e-01	6.59456213968701e-01	-2.77499256757286e-01	-3.55051669643126e+00	-1.37799090553153e+00	-2.17252579089927e+00	2.00000000000000e+01	2.00000000000000e+01	-7.95873412357619e+03	1.39372558195510e+01	7.48020187598288e+00	-7.29540900878877e+00	-1.01532397223288e+00	1.83632750742813e+00	5.31107580501151e+00	5.04410215571391e+00	3.45279173786956e+00	5.16711564470680e-02	0.00000000000000e+00	5.38881061846698e-01	1.44567098963403e+00	1.00000000000000e+00	1.12849707798370e+09	1.91939933165806e+00	8.46336007579487e-01	1.12849707798373e+09	
1.27750424884991e+00	-1.86305019148987e+00	2.32700873176191e+00	1.30100471619764e+00	6.91994530368190e-01	1.86327082226901e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	1.59476683156080e-01	3.10899502663468e-01	2.26630865128292e+00	2.06266897624839e+01	-1.67483262244991e-01	-3.31366790993153e-01	1.20820386850229e+00	-3.43334580855299e+00	-3.56397143593131e+00	1.30625627378322e-01	2.00000000000000e+01	2.00000000000000e+01	-7.95861695268833e+03	1.43675334043717e+01	7.18527180205038e+00	-6.23930102859382e+00	3.38814527986958e-01	2.98106487598227e+00	5.12930019801407e+00	5.36839513882443e+00	1.79080161776683e+00	2.67838148432402e+00	0.00000000000000e+00	3.58457452288349e-01	2.18543467396694e+00	1.00000000000000e+00	1.12849707795028e+09	1.41555234515671e+00	2.15544079601144e+00	1.12849707796243e+09	
7.89854260969570e-01	1.38698260793033e+00	1.93328738543489e+00	1.28478205612417e+00	8.30765131147072e-01	2.93763043238474e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	6.78693709785250e-01	5.99760245764808e-01	3.48222731561868e+00	1.53214583773029e+01	7.76276855279899e-01	9.92266351185901e-01	-5.93494544465570e-02	-3.35953351882381e+00	-1.58969164629616e+00	-1.76984187252719e+00	2.00000000000000e+01	2.00000000000000e+01	-7.95854314039860e+03	1.40587721140536e+01	7.51236943201062e+00	-6.23930102859382e+00	8.03051755748852e-01	3.51671333377553e+00	5.09373091969369e+00	4.83209446354288e+00	5.01517362873622e+00	1.27711227836520e+00	0.00000000000000e+00	4.35236077300213e-01	1.02543280460240e+00	1.00000000000000e+00	1.12849707790626e+09	1.67826760567287e+00	2.32418713397871e+00	1.12849707791506e+09	
1.11513152421648e+00	9.30058755810580e-02	2.86966914433141e+00	6.43026613079588e-01	-6.64819299285653e-01	2.75697661258856e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	7.72442848003416e-01	4.14667697411852e-01	1.84012727576147e+00	2.19829488241294e+01	1.89262285927805e-01	-9.56367910091629e-01	6.67265010533474e-01	-3.33648134891701e+00	-9.31272399954651e-01	-2.40520894896281e+00	2.00000000000000e+01	2.00000000000000e+01	-7.95852008822870e+03	1.19829447149047e+01	7.17165005794543e+00	-6.23930102859382e+00	1.15128819793005e+00	3.97943727683803e+00	4.64612000450200e+00	5.59996476443832e+00	6.20816314529913e+00	2.56420458534525e+00	0.00000000000000e+00	5.05538382939654e-01	2.41733642273918e+00	1.00000000000000e+00	1.12849707786709e+09	3.03548870618245e+00	1.72353014219110e+00	1.12849707786945e+09	
4.64959144187414e-01	4.49074424821213e-01	1.79867010312049e+00	8.59868789787955e-01	-2.31980567518480e+00	1.70900892156824e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	5.50135919845640e-02	8.35953438436163e-01	1.76420111619900e+00	1.33615257386074e+01	-9.09237523704964e-01	9.88712363093642e-01	7.73407037549832e-01	-3.32519368873545e+00	-8.64219484534715e-01	-2.46097420420119e+00	2.00000000000000e+01	2.00000000000000e+01	-7.95850880056852e+03	1.53460075770186e+01	7.33043907615246e+00	-6.23930102859382e+00	-9.96451161990960e-02	2.48111378897851e+00	5.20553126156786e-01	3.39339367109942e+00	8.79935981269652e-01	5.12718815701820e-02	0.00000000000000e+00	1.23036352544962e-01	4.34588492543831e+00	1.00000000000000e+00	1.12849707793816e+09	1.84780828672867e+00	1.14304580617895e+00	1.12849707794342e+09	
2.00171675147269e+00	-1.54326905166146e+00	1.32463953085943e+00	2.37482053097129e+00	1.81843141100629e+00	1.73411790017644e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	4.43381801611014e-01	7.19580563318550e-01	3.49362532297714e+00	2.10959641711107e+01	6.36540012856235e-01	-1.11946409436130e-01	6.43970414413700e-02	-3.31736089686092e+00	-8.04354128275463e-01	-2.51300676858455e+00	2.00000000000000e+01	2.00000000000000e+01	-7.95850096777662e+03	1.49546775672906e+01	7.58516963788063e+00	-7.22358645228535e+00	-4.29135479196517e-01	2.18216286707199e+00	2.84429661834750e+00	1.46778416624915e+00	3.90507835591143e-01	1.46296782662144e+00	0.00000000000000e+00	2.83493047396369e-01	8.69618130215664e-01	1.00000000000000e+00	1.12849707784858e+09	1.78807737682708e+00	8.75637834190493e-01	1.12849707786086e+09	
2.19723333098931e+00	-4.43921997249627e-01	2.70993717294714e+00	1.40651822561694e+00	-2.54453228299048e+00	2.18767049229207e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	6.88947370337433e-01	7.50096959773220e-01	2.93259249607515e+00	2.18911878561547e+01	-4.77937775059663e-01	-8.88097963104826e-01	1.16159604136609e+00	-3.23225094347617e+00	1.70535287404982e+00	-4.93760381752554e+00	2.00000000000000e+01	2.00000000000000e+01	-7.95841585782326e+03	1.52022331080513e+01	7.18700310741670e+00	-6.23930102859382e+00	8.13313205305386e-01	3.48276638093430e+00	3.21489630597442e-01	5.27413873556600e-02	6.11363972772392e+00	2.88203580673369e+00	0.00000000000000e+00	1.59721546774410e-01	6.14032632105639e+00	1.00000000000000e+00	1.12849707795680e+09	1.92506030614318e+00	2.26464482905420e+00	1.12849707797642e+09	
1.61783936147141e+00	2.47464030149448e+00	1.09215383735121e+00	7.18152464560615e-01	1.69856327843625e+00	1.48690430979796e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	6.00045754978052e-01	5.19614678698682e-01	5.65847529742845e+00	1.75743311860713e+01	-4.91254938859684e-01	-5.77259143702410e-02	-5.79991692837242e-01	-3.22619909598870e+00	-1.98469515982561e+00	-1.24150393616355e+00	2.00000000000000e+01	2.00000000000000e+01	-7.95840980597577e+03	1.39658998309822e+01	7.53862915773979e+00	-6.23930102859382e+00	-8.26251025139118e-01	1.84490770255228e+00	2.77820442737116e+00	1.07083499792816e+00	4.48101300269507e+00	6.50498534034234e-01	0.00000000000000e+00	3.41300890831853e-01	4.68283037935734e+00	1.00000000000000e+00	1.12849707782695e+09	2.26210157394112e+00	2.54835509676606e+00	1.12849707781599e+09	
1.66541593047608e+00	-8.95384669162290e-02	2.18227244747827e+00	1.94054218645382e+00	-2.84888140344766e+00	1.65093290165972e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	4.23772959928103e-01	1.47620028809153e-01	2.49989294143740e+00	1.76308275598632e+01	-7.75446410624353e-01	-1.49561564230383e-01	1.15893881868677e+00	-3.19154948358300e+00	1.23867580525211e+00	-4.43022528883512e+00	2.00000000000000e+01	2.00000000000000e+01	-7.95837515636336e+03	1.50649141980873e+01	7.03360853962177e+00	-6.23930102859382e+00	2.01869784902573e-01	2.73640137421493e+00	4.05429431032785e+00	5.55135135322654e+00	4.54637225822681e+00	8.08394652868352e-01	0.00000000000000e+00	1.35191197190702e-01	4.78083412889073e+00	1.00000000000000e+00	1.12849707787171e+09	8.75562269445977e-01	1.77971171879100e+00	1.12849707788513e+09	
1.73369536851511e+00	-2.56039183943245e+00	1.14870308834786e+00	1.34025427554567e+00	2.48119623182203e-01	3.13529792890978e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	1.31707360550910e-01	1.10706836124374e-01	2.22594579190622e+00	1.77004183696547e+01	8.50793588010980e-01	-5.61066494905897e-01	6.32919594856780e-02	-3.16589945641044e+00	-2.32426402610963e+00	-8.41635430300812e-01	2.00000000000000e+01	2.00000000000000e+01	-7.95834950633619e+03	1.38275811160975e+01	6.68315568847508e+00	-6.23930102859382e+00	7.21423136364304e-01	3.33910345575064e+00	5.24845196237794e+00	2.28519522310633e+00	1.18693312653106e+00	1.85062000560938e+00	0.00000000000000e+00	2.31888619061707e-01	1.71804977794965e+00	1.00000000000000e+00	1.12849707788434e+09	6.20570937873412e-01	1.37162334222898e+00	1.12849707788578e+09	
8.64862204160518e-01	-2.42625144973685e+00	1.56588312219286e+00	1.14101660844506e+00	2.12029692052174e+00	8.36769230706323e-01	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	5.04568951578503e-01	2.02500718997535e-01	3.75135904600949e+00	1.64096707094242e+01	-7.80208343143914e-01	3.55260451738869e-01	5.42085992908944e-01	-3.09702409107376e+00	-2.24829445296246e+00	-8.48729638111308e-01	2.00000000000000e+01	2.00000000000000e+01	-7.95828063097085e+03	1.34238769968268e+01	7.59171107269237e+00	-6.23930102859382e+00	-8.56655949677566e-01	1.77543591769044e+00	5.46557327832617e+00	1.19492653460722e-01	6.83678383530550e-01	7.10027128307604e-01	0.00000000000000e+00	6.19878721317203e-01	5.50784094770208e+00	1.00000000000000e+00	1.12849707781278e+09	5.10026864612577e-01	1.72036079958560e+00	1.12849707782797e+09	
8.26084844967376e-01	-2.31230033905301e+00	1.26332394540241e+00	1.83183610781118e+00	1.94640153650702e+00	1.23558840845326e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	6.20452042112897e-01	7.34203254206612e-01	4.87101483913661e+00	1.32106468235905e+01	-5.90485223924685e-01	4.68439443152927e-01	-2.62055010808580e-01	-3.09648089811708e+00	-1.50284747640080e+00	-1.59363342171582e+00	2.00000000000000e+01	2.00000000000000e+01	-7.95828008777790e+03	1.22964325090514e+01	7.39477204201655e+00	-6.23930102859382e+00	-8.68735227412104e-01	1.76710670479492e+00	6.21993277678988e+00	5.55221932675562e+00	5.77823670024518e+00	1.50283830880636e-01	0.00000000000000e+00	7.19923802710277e-01	5.33083556339690e+00	1.00000000000000e+00	1.12849707794403e+09	4.43740273224587e-01	6.99100735917171e-01	1.12849707794608e+09	
1.49554225416280e+00	-2.99088860903000e+00	1.35850355097226e+00	7.68963036182585e-01	-7.34656358321245e-01	1.35698554053536e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	3.05608509259015e-01	3.92333295801097e-01	1.69330330721398e+00	1.43339616498226e+01	9.78520998020270e-02	7.89266600972599e-01	6.26670021240254e-01	-3.07782241353561e+00	-2.93143736177763e+00	-1.46385051757534e-01	2.00000000000000e+01	2.00000000000000e+01	-7.95826142929332e+03	1.30960674998997e+01	7.34291848709651e+00	-6.23930102859382e+00	-6.42844225097235e-01	1.92014105086743e+00	2.05523954518829e+00	4.80693758752598e+00	3.24274427298035e+00	2.01236044792690e+00	0.00000000000000e+00	6.91596490549760e-01	2.62717763781850e+00	1.00000000000000e+00	1.12849707793410e+09	2.53217690594030e+00	1.58077499355447e+00	1.12849707793395e+09	
1.61677286434469e+00	-1.65933756388651e+00	1.85422224170885e+00	8.40759951512378e-01	-9.17969403674790e-01	2.07290562149682e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	1.29930197775750e-01	2.85355286305169e-01	3.81717005374096e+00	2.14627902476778e+01	4.61409639507719e-01	3.02567774613853e-01	-3.72665233521600e-02	-3.07397963734184e+00	-1.98415727999554e+00	-1.08982235734629e+00	2.00000000000000e+01	2.00000000000000e+01	-7.95825758651712e+03	1.44974952197753e+01	7.18101966736516e+00	-6.23930102859382e+00	2.85329733832598e-01	2.78120079053651e+00	4.08646576859739e+00	1.85388920822456e+00	4.12329255496408e+00	4.83823058987262e-01	0.00000000000000e+00	2.43737258825125e-01	5.44016976548149e-01	1.00000000000000e+00	1.12849707782577e+09	2.22560327459082e+00	2.30187096660786e+00	1.12849707783891e+09	
1.99398605530933e+00	2.91975505562124e-01	2.77134831045211e+00	1.30443061393971e+00	1.71872254906705e+00	2.82138587545677e+00	-1.00000000000000e+00	5.60000000000000e+01	8.00000000000000e+00	1.00000000000000e+00	2.61924041803213e-01	1.93972860810862e-01	2.23143025570084e+00	1.54955893127056e+01	2.10225942544434e-01	-5.07093760204010e-01	8.45115138451359e-01	-3.07057241961411e+00	1.45196657854376e+00	-4.52253899815832e+00	2.00000000000000e+01	2.00000000000000e+01	-7.95825417929939e+03	1.41396517549767e+01	6.80712506448881e+00	-6.23930102859382e+00	1.20099629997223e+00	3.95481854401346e+00	8.62529297043752e-01	3.46153801675800e+00	5.36065809568310e+00	8.81418410805024e-01	0.00000000000000e+00	2.00915778960976e-01	1.94526728591858e+00	1.00000000000000e+00	1.12849707798745e+09	2.10793206267061e+00	8.91439032596895e-01	1.12849707799704e+09	
