File 	 GPStime 	 Hincoh32
posterior_H1_1129041370.3-367.hdf5	1129041370.3	8.79471448614
posterior_H1_1127385788.18-459.hdf5	1127385788.18	8.55779981293
posterior_H1_1127205341.67-501.hdf5	1127205341.67	7.8355165138
posterior_H1_1128633103.76-557.hdf5	1128633103.76	7.59705298649
posterior_H1_1127514516.08-471.hdf5	1127514516.08	8.22812411072
posterior_H1_1127563066.44-543.hdf5	1127563066.44	8.84463205419
posterior_H1_1128296359.92-533.hdf5	1128296359.92	10.4247230781
posterior_H1_1127211582.81-366.hdf5	1127211582.81	8.1147968159
posterior_H1_1128171518.67-321.hdf5	1128171518.67	9.2422418062
posterior_H1_1127259415.1-493.hdf5	1127259415.1	7.43431310649
posterior_H1_1128344078.81-334.hdf5	1128344078.81	9.04545673307
posterior_H1_1128663652.48-551.hdf5	1128663652.48	7.74087669921
posterior_H1_1127261423.39-505.hdf5	1127261423.39	8.27017123817
posterior_H1_1127253722.89-596.hdf5	1127253722.89	8.19388966643
posterior_H1_1128044942.34-528.hdf5	1128044942.34	8.65514759742
posterior_H1_1127239497.14-597.hdf5	1127239497.14	7.89748957545
posterior_H1_1127045881.25-454.hdf5	1127045881.25	8.42443639602
posterior_H1_1127072188.19-422.hdf5	1127072188.19	8.78952243433
posterior_H1_1127183208.07-534.hdf5	1127183208.07	9.04844306092
posterior_H1_1128116556.94-372.hdf5	1128116556.94	9.18039179734
posterior_H1_1128943896.58-566.hdf5	1128943896.58	7.94940990346
posterior_H1_1128148413.1-482.hdf5	1128148413.1	8.22564684219
posterior_H1_1127514561.97-526.hdf5	1127514561.97	9.11474220968
posterior_H1_1127458533.8-463.hdf5	1127458533.8	11.3998855955
posterior_H1_1128443202.05-373.hdf5	1128443202.05	9.62002629656
posterior_H1_1128640338.16-525.hdf5	1128640338.16	8.23896878275
posterior_H1_1128761563.27-413.hdf5	1128761563.27	5.80558673618
posterior_H1_1128481003.16-359.hdf5	1128481003.16	7.57074861683
posterior_H1_1128171518.68-408.hdf5	1128171518.68	10.351625926
posterior_H1_1128488513.47-571.hdf5	1128488513.47	8.47091334899
posterior_H1_1128673113.87-420.hdf5	1128673113.87	7.23076887307
posterior_H1_1127549669.97-396.hdf5	1127549669.97	8.55797650993
posterior_H1_1126801225.46-598.hdf5	1126801225.46	7.8431487614
posterior_H1_1127563746.2-314.hdf5	1127563746.2	7.77062292054
posterior_H1_1126627775.49-363.hdf5	1126627775.49	8.86409223403
posterior_H1_1127239362.6-603.hdf5	1127239362.6	7.70209698253
posterior_H1_1129117794.69-470.hdf5	1129117794.69	7.20366575507
posterior_H1_1126659549.62-318.hdf5	1126659549.62	6.53072734678
posterior_H1_1129070227.86-453.hdf5	1129070227.86	7.13993040155
posterior_H1_1126804166.44-431.hdf5	1126804166.44	5.73631163988
posterior_H1_1126626280.25-428.hdf5	1126626280.25	6.23089403957
posterior_H1_1129251773.02-492.hdf5	1129251773.02	6.57202406395
posterior_H1_1128128183.41-468.hdf5	1128128183.41	5.88509111764
posterior_H1_1128692057.64-556.hdf5	1128692057.64	6.53144660729
posterior_H1_1127619322.13-552.hdf5	1127619322.13	6.59237661934
posterior_H1_1127215863.8-448.hdf5	1127215863.8	5.78951449575
posterior_H1_1127048190.05-610.hdf5	1127048190.05	6.66358274753
posterior_H1_1127733689.3-541.hdf5	1127733689.3	6.94994910424
posterior_H1_1128762891.24-587.hdf5	1128762891.24	6.02081878925
posterior_H1_1127564634.87-397.hdf5	1127564634.87	6.57231079591
posterior_H1_1129080224.54-510.hdf5	1129080224.54	5.19109419176
posterior_H1_1127787846.61-439.hdf5	1127787846.61	5.53712001897
posterior_H1_1127259176.72-520.hdf5	1127259176.72	6.65520203801
posterior_H1_1128704866.36-337.hdf5	1128704866.36	9.689707468
posterior_H1_1126848578.76-449.hdf5	1126848578.76	6.17938987357
posterior_H1_1127783006.16-343.hdf5	1127783006.16	7.51872063919
posterior_H1_1128457175.84-402.hdf5	1128457175.84	8.79688352827
posterior_H1_1126690215.06-409.hdf5	1126690215.06	7.95423906824
posterior_H1_1128998665.83-462.hdf5	1128998665.83	6.7369659735
posterior_H1_1127009244.39-467.hdf5	1127009244.39	7.5274955409
posterior_H1_1128693014.48-456.hdf5	1128693014.48	6.21121289243
posterior_H1_1127370820.53-486.hdf5	1127370820.53	10.1501387113
posterior_H1_1127611754.66-474.hdf5	1127611754.66	8.39481767602
posterior_H1_1126990301.7-432.hdf5	1126990301.7	8.93959406165
posterior_H1_1127107012.92-415.hdf5	1127107012.92	8.24571359416
posterior_H1_1127169666.27-371.hdf5	1127169666.27	11.1877681309
posterior_H1_1127107012.93-429.hdf5	1127107012.93	7.28192433955
posterior_H1_1128051935.27-521.hdf5	1128051935.27	9.32719978973
posterior_H1_1128755912.91-404.hdf5	1128755912.91	11.4450383826
posterior_H1_1128256099.44-440.hdf5	1128256099.44	11.3929324059
posterior_H1_1127048512.1-574.hdf5	1127048512.1	9.72894405091
posterior_H1_1128495877.36-461.hdf5	1128495877.36	8.71158976625
posterior_H1_1128340483.07-536.hdf5	1128340483.07	8.59884742528
posterior_H1_1128761572.64-414.hdf5	1128761572.64	11.1504250638
posterior_H1_1127695197.67-546.hdf5	1127695197.67	10.2722578259
posterior_H1_1128658434.58-572.hdf5	1128658434.58	9.116436165
posterior_H1_1128171518.69-326.hdf5	1128171518.69	9.49415495076
posterior_H1_1128670114.12-475.hdf5	1128670114.12	8.90843409627
posterior_H1_1128761549.3-335.hdf5	1128761549.3	13.1461158382
posterior_H1_1127240257.64-577.hdf5	1127240257.64	11.0218329393
posterior_H1_1128761443.57-515.hdf5	1128761443.57	10.2309069548
posterior_H1_1128673107.94-336.hdf5	1128673107.94	11.0518844894
posterior_H1_1126991475.8-446.hdf5	1126991475.8	11.8894376743
posterior_H1_1127651908.96-356.hdf5	1127651908.96	9.11951871123
posterior_H1_1127376114.99-491.hdf5	1127376114.99	9.82934438824
posterior_H1_1127253723.87-573.hdf5	1127253723.87	10.010530624
posterior_H1_1127628436.96-365.hdf5	1127628436.96	8.78095884614
posterior_H1_1128657039.4-395.hdf5	1128657039.4	11.4989304047
posterior_H1_1128171263.66-361.hdf5	1128171263.66	9.87962178872
posterior_H1_1128123332.63-502.hdf5	1128123332.63	7.04732867573
posterior_H1_1127434682.83-370.hdf5	1127434682.83	6.78825934116
posterior_H1_1127477587.89-504.hdf5	1127477587.89	4.69436052441
posterior_H1_1127253716.57-514.hdf5	1127253716.57	11.5999552173
posterior_H1_1128755932.49-312.hdf5	1128755932.49	15.2809401669
posterior_H1_1128755932.47-313.hdf5	1128755932.47	15.7254601761
posterior_H1_1128752538.75-553.hdf5	1128752538.75	5.27912882696
posterior_H1_1129043244.3-455.hdf5	1129043244.3	5.75622974838
posterior_H1_1127061470.99-433.hdf5	1127061470.99	8.8581914425
posterior_H1_1127365568.72-410.hdf5	1127365568.72	5.65900917449
posterior_H1_1126672284.98-530.hdf5	1126672284.98	5.78342847534
posterior_H1_1128737615.34-555.hdf5	1128737615.34	6.11960494771
posterior_H1_1128933299.79-608.hdf5	1128933299.79	5.7693355728
posterior_H1_1127699133.26-369.hdf5	1127699133.26	5.45531065674
posterior_H1_1128950294.18-516.hdf5	1128950294.18	5.40078604521
posterior_H1_1128343287.36-355.hdf5	1128343287.36	5.04690378428
posterior_H1_1127239888.6-346.hdf5	1127239888.6	5.77148334109
posterior_H1_1127038372.77-535.hdf5	1127038372.77	5.20070108528
posterior_H1_1126759521.57-457.hdf5	1126759521.57	5.71442366427
posterior_H1_1127718903.33-542.hdf5	1127718903.33	5.45525329503
