-2.643	1129340652.5
0.135	1128478579.22
-2.952	1127701100.56
-0.410	1128158434.98
0.331	1127047540.23
-0.698	1127705469.17
0.449	1126329529.3
-1.326	1127236794.19
-1.761	1127028386.98
-3.066	1128004243.75
0.185	1126402768.68
0.266	1128120956.21
2.138	1127646378.14
0.183	1128153785.68
0.420	1128138904.57
-0.187	1128070331.63
0.373	1127100272.75
0.261	1128296307.47
-4.413	1127444528.33
0.683	1128153461.84
-0.212	1128067177.97
0.051	1127981444.24
-0.833	1129338418.65
-1.068	1128396288.38
0.512	1128650404.91
0.383	1127796700.89
0.162	1127433135.85
1.908	1128119031.93
1.945	1127563716.68
0.129	1127119075.74
0.097	1127435557.27
-1.109	1129291761.3
-0.973	1128165755.36
0.306	1128691325.73
0.394	1128989906.31
-0.423	1128903470.12
-0.175	1126322958.61
0.000	1128136842.43
0.225	1128048444.83
0.498	1128631653.56
1.849	1127736434.73
-0.789	1128281050.59
-0.718	1127198571.69
0.091	1128058282.79
-2.308	1126561976.69
-2.778	1127356809.89
0.528	1126592376.57
0.534	1127429346.25
0.660	1127554632.37
-0.914	1129381251.89
-0.989	1127655099.17
-1.703	1127037224.27
-0.543	1127700722.53
1.210	1127738828.19
-2.419	1128005971.81
0.562	1128432583.14
-0.997	1127785740.94
0.384	1126889076.29
-0.153	1128478166.35
-2.177	1127993244.29
-0.314	1127738553.76
-2.109	1126106986.19
-0.292	1127018579.26
-1.178	1128761295.25
-0.494	1128493039.45
-3.237	1127624863.96
-1.026	1129245022.92
-0.272	1126329774.47
0.041	1127105807.15
0.114	1128931837.13
-0.014	1127795681.59
0.108	1128906202.62
-1.288	1128001108.22
0.307	1127040296.83
0.351	1128654209.31
0.231	1126402899.16
0.230	1128744515.91
-0.068	1128141359.7
0.286	1127070569.71
-0.253	1127658794.69
0.242	1127109407.34
0.930	1127477711.2
-1.078	1126329688.99
-0.002	1128666485.27
-1.294	1127214601.23
-1.855	1127195398.52
0.481	1127618552.27
0.224	1128773628.18
0.151	1126417804.75
0.992	1128227864.74
-0.695	1127027615.76
-0.402	1127253812.26
-0.185	1126962181.42
0.389	1129077550.68
-0.616	1127179486.45
-1.283	1127261074.84
-0.464	1127056291.28
0.648	1128212251.13
-0.105	1128688020.82
2.238	1128761564.35
-0.376	1128043250.86
-2.083	1127991784.24
-2.684	1129252095.39
1.281	1128278591.79
1.067	1128342257.11
-0.153	1127426240.6
-1.529	1127270194.56
0.200	1127694153.44
-0.658	1127650790.18
0.481	1128256141.52
0.034	1127179370.38
0.036	1126803643.13
0.005	1128257269.36
0.434	1127022205.18
-0.051	1128672826.19
4.212	1126302999.26
-2.961	1129331056.55
3.323	1128698776.13
0.757	1129277354.86
-0.363	1127237256.35
0.368	1127562846.18
0.123	1126402643.47
-4.443	1129347720.41
-0.089	1127613245.71
0.697	1127624794.89
0.545	1127119473.11
1.258	1126603054.31
0.015	1127058731.5
0.175	1129279856.29
-0.315	1127405224.61
0.136	1126319064.2
-0.305	1127336823.15
0.523	1127350651.13
0.396	1127060064.71
-0.010	1129350914.57
1.620	1127187232.0
0.219	1128226253.31
-0.124	1126102204.53
2.249	1128136921.98
0.616	1128005596.91
-2.201	1127209864.14
-2.397	1128826854.99
0.313	1126796117.27
-1.069	1128761344.22
-0.362	1127795947.43
0.568	1128914075.55
-3.343	1128837076.73
0.167	1127170001.69
-0.322	1128742314.73
-0.166	1127171387.38
1.117	1128684816.55
-1.350	1128694261.38
0.844	1128654065.92
0.023	1128058898.47
0.091	1127406911.86
-1.569	1128145271.48
0.787	1127655530.51
-0.866	1126585215.88
-0.190	1128123079.99
0.954	1127482886.48
-0.358	1128131338.86
0.249	1127187036.52
0.849	1127211310.0
5.193	1126842882.31
0.167	1128993712.86
0.482	1126328078.63
0.542	1129085075.5
-0.130	1127985974.72
-1.267	1126403114.11
-1.007	1128737990.52
-2.131	1129331358.78
-2.402	1127425689.73
-0.532	1128675271.21
-0.292	1126329672.6
-3.937	1128121182.73
0.688	1126570395.94
-1.739	1127625179.59
0.222	1128693806.73
0.530	1127701197.83
0.738	1128407842.4
-1.797	1129347348.54
1.237	1127989653.22
0.104	1127657034.5
0.145	1127388199.53
-0.390	1126891049.15
0.085	1127794338.31
-0.942	1126303376.71
0.135	1128287283.34
0.096	1127431051.13
0.378	1129351537.86
-0.636	1128661942.87
-2.248	1127991499.64
0.969	1128501743.74
-1.713	1127527176.52
-3.611	1129344026.61
0.172	1126841562.47
-0.535	1127519099.18
-0.165	1128493248.63
0.148	1129118473.47
-0.410	1129344692.43
0.092	1129356367.62
0.530	1126995070.39
0.781	1126839324.6
-0.120	1126402722.24
0.916	1127543211.56
-0.477	1126074708.76
0.518	1126402598.53
-0.029	1127171236.47
0.473	1127983344.52
0.092	1129288513.92
-1.408	1127361414.67
-0.152	1127109358.3
2.241	1127723113.51
-1.939	1126997240.39
-0.061	1127563539.57
0.265	1126831075.24
-0.800	1126320450.49
-0.005	1129331322.4
-0.135	1127057510.69
-1.447	1128814532.49
0.364	1127108552.11
0.063	1127563315.3
-4.775	1127194037.36
-1.426	1129046621.63
-0.508	1127432350.81
0.415	1127360977.62
-0.214	1127102491.97
-0.572	1128893074.64
0.378	1129378787.6
-2.069	1127051633.38
0.751	1128907734.3
-1.333	1127518404.84
1.430	1128297619.76
-0.175	1126935768.49
-1.347	1126804169.98
1.310	1127266409.96
-0.107	1127070049.22
0.042	1126330949.77
0.485	1126329639.91
0.519	1128621189.44
0.018	1126327812.95
0.423	1127094745.32
0.031	1127266194.96
0.704	1126840294.95
-0.520	1127198367.56
1.904	1127549384.75
-2.834	1126257786.49
0.226	1126816556.24
1.865	1127425895.8
0.094	1126922903.91
0.456	1127628305.91
-0.516	1126925346.64
2.086	1127243611.45
-2.951	1128761369.48
-3.754	1128233014.43
0.904	1127374262.11
1.065	1128337063.47
-0.343	1126402673.47
1.614	1127168388.63
-1.952	1127395419.88
-1.865	1126675077.15
0.159	1126402684.11
-1.180	1127709318.66
-0.161	1128293703.34
0.087	1128119631.53
0.223	1126656856.71
-2.530	1127552007.53
-0.690	1127630879.0
-0.091	1128128012.88
-0.805	1129284417.72
-0.247	1127564165.8
-1.135	1129310265.88
0.602	1128429112.14
-0.067	1127795970.66
0.093	1127048202.85
0.168	1128773663.23
-1.564	1128989142.11
-1.816	1128171487.26
0.373	1128445987.23
0.047	1126329522.59
-1.808	1127993195.73
-1.059	1126662057.74
-1.332	1127188488.36
0.427	1127027100.13
1.090	1129351212.34
0.684	1127534724.66
1.835	1128656648.69
1.117	1128814303.69
0.105	1128666151.93
0.464	1128409528.47
-0.046	1128489637.53
-0.455	1128133349.5
-1.393	1127980385.15
1.414	1128755904.65
-1.641	1127552524.44
1.650	1128257991.85
0.162	1127628295.9
-0.205	1128253109.48
