GPStime 	 Hincoh16
1126409035.17	4.94505876136
1128134270.18	5.03097438355
1126910878.97	3.71029165856
1129082162.57	5.14476308769
1128273239.03	5.72922795689
1128168660.77	4.65091884055
1128399614.4	5.48517063597
1129069137.67	5.25845285524
1127620166.41	6.84339329069
1128630031.13	6.88722378545
1127033331.87	5.88284848465
1128503871.17	5.73415908123
1126759600.57	5.14014667253
1128932085.61	3.11743187937
1126910950.71	6.31675054037
1127563066.44	6.73794053635
1128494673.06	5.91310750477
1127734024.76	6.89164795864
1127555078.79	5.48574190379
1128227171.02	6.01238203881
1128481003.16	5.5613309913
1126690215.06	6.27692846428
1127733689.3	5.93364306893
1129043244.3	6.61093778695
1126403558.96	5.95749386831
1128656675.0	6.53055331754
1127197078.86	5.88342145506
1126562421.57	7.03598375942
1128666220.78	6.3181120349
1128656310.42	5.82272891867
1128430632.89	7.25040665339
1126559715.17	8.169928371
1128762891.24	6.05392440723
1127181965.06	5.89152040383
1127009244.39	7.44510809148
1128916526.36	7.16946732567
1128633103.76	7.10903786807
1128624004.9	7.37547785168
1128950294.18	5.45668523437
1126801225.46	7.65598589453
1127239497.14	7.51386974757
1127100483.06	5.31572017898
1127627590.64	7.22469701243
1128954745.38	6.9377493858
1128426411.13	8.55364739662
1128494876.65	5.11513510166
1128483728.58	4.41541199955
1127621496.93	7.56640292028
1127044136.03	5.91615798896
1127718903.33	6.7981598993
1127433122.83	3.10387734139
1128403798.24	6.91026881426
1127048190.05	5.16620996044
1127188687.82	5.15537066202
1129333578.26	6.93889112716
1128872711.5	5.57357428573
1128415542.2	5.48091054698
1127738037.11	5.55531371638
1126568900.3	6.4738169257
1128285690.76	5.49310925052
1126627903.68	5.01591649302
1128681523.31	6.07262481725
1129105774.02	5.60178913413
1128652618.37	6.98946577641
1127549669.97	8.360623587
1128933299.79	5.40388135658
1126768359.74	6.23231152279
1126799969.7	6.32326690149
1128248527.11	5.71423454684
1126571737.05	6.34794779842
1127652973.03	5.17730575931
1128757091.07	4.67191288184
1127038372.77	4.99356099252
1128740991.91	5.90243163047
1126804166.44	5.35506374186
1128752538.75	6.34993670251
1127215863.8	5.73636979226
1128814949.48	5.492514297
1127202366.25	5.38748206872
1127460422.0	5.34344645269
1129348517.16	5.76390361096
1127240358.58	5.18258937145
1126644888.8	5.49334064285
1128446724.75	5.39141210731
1127240257.64	9.468564663
1128737615.34	6.28080050552
1128169326.19	5.91598093498
1129047221.4	6.10510096757
1128296359.92	11.121162056
1129251773.02	6.34181778022
1126652504.18	6.8375238556
1128229543.99	5.03785409004
1128218515.88	5.64094623637
1127707470.88	5.42295501321
1127107012.93	5.82193755985
1128758349.11	5.64930916528
1126672284.98	6.29878625068
1127699133.26	5.4879380444
1126759521.57	6.82812504174
1127004140.55	7.10445230704
1127564634.87	6.64663143838
1128128183.41	5.80289419111
1127619322.13	5.73360921675
1127406380.06	5.98423014508
1127010131.28	6.26153788954
1129249120.03	6.72592476233
1128050418.25	6.35638663858
1128761463.65	6.4982166521
1128658598.19	5.52569313728
1126626280.25	5.10902234076
1126999148.36	6.98738149116
1128118929.13	6.15790144495
1127999992.18	4.6594544571
1127107012.92	4.6409037606
1129077080.87	6.09662399122
1127695197.67	10.2442838504
1128454185.2	6.11232830355
1127239362.6	7.09922939049
1127783006.16	6.01905480663
1127647114.66	5.926768454
1127389906.76	5.86371105424
1127002734.67	8.02318463514
1127169666.27	8.72977251219
1128250583.68	5.74053610057
1128343287.36	5.65184117159
1127239888.6	4.90005643574
1127620092.28	6.50722917382
1126074827.15	5.22958457941
1128657039.4	8.87331354125
1126109425.59	6.49008220379
1126660463.48	5.88817308425
1126742304.84	6.60255594365
1127666650.08	6.09435648352
1126796497.07	6.5046328343
1127477587.89	3.64515293968
1128688216.65	6.83188337253
1127434682.83	5.49966340504
1127259176.72	6.17786575104
1126988387.91	7.33863775216
1127038542.12	7.02627977042
1127365568.72	6.92984387896
1127187088.53	6.19407380697
1126848578.76	6.30434193508
1129080224.54	6.20319784288
1126811046.44	6.64547539331
1128815977.86	7.40265261923
1128121760.76	6.40264084398
1127708824.65	6.24092591357
1128998665.83	5.68201850491
1127061470.99	4.902652
1127651778.66	6.59853146691
1127696899.77	6.37557900265
1127036380.99	7.06718316523
1126955590.62	6.70039984375
1128761563.27	7.41501563855
1128485640.4	4.98724681523
1128430997.75	6.62528323387
1127990409.96	6.30144378929
1126655016.69	6.59786186294
1128989188.46	6.96109285414
1127193911.72	6.79654883739
1128706461.38	6.7718506398
1128627448.9	6.21998595942
1127613184.2	6.44064797394
1127514977.75	6.57788611728
1129074846.18	6.6137317468
1127433034.29	7.62875411977
1127220379.28	7.22834153561
1128914870.52	6.19723828407
1129117794.69	6.21393242459
1128991246.34	4.9238776422
1128057894.95	7.11758543431
1129041370.3	8.2939773241
1127211582.81	6.19473336435
1127787846.61	5.64269674586
