GPStime 	 Lincoh16
1126409035.17	5.5904321724
1128134270.18	4.78766596326
1128171518.69	3.68933599178
1128218515.88	4.68864542838
1126801225.46	5.3407012486
1127482452.16	5.14233907022
1128123332.63	5.36684475424
1128044136.39	5.7578965245
1128663652.48	5.65325702999
1128050418.25	5.58557326447
1127107012.92	5.32683567437
1126626280.25	6.66970785414
1127259176.72	6.61840314841
1128227171.02	5.51810674129
1128656678.41	5.82749550108
1127563746.2	5.37857062266
1126326860.84	4.52756376445
1127253716.57	4.14452114291
1127460422.0	3.96885809883
1127611737.76	5.436881896
1128658434.58	6.81641656749
1127406380.06	6.07423076557
1128640338.16	7.4234359078
1127514516.08	5.44193694894
1127253722.89	6.24815648765
1127048512.1	5.04104399305
1127523212.58	5.86492022607
1127048545.6	4.44928101748
1127044136.03	5.00908032894
1127477587.89	4.59583896269
1127394653.64	5.86210454649
1127045881.25	4.56427309623
1127690546.59	5.04877576217
1127254296.83	6.16303447053
1128692057.64	6.54574589975
1128740991.91	6.37348332013
1126644888.8	6.91069952559
1128430632.89	7.13734276802
1127211582.81	5.21848869022
1127050603.11	4.49335808456
1128294478.68	6.37931249859
1127215863.8	4.64594498254
1127061470.99	4.44517441544
1127514561.97	4.88988603708
1127708824.65	4.95494333416
1127621496.93	4.70778434844
1128656310.42	7.7899123806
1128503871.17	6.64488510288
1126999148.36	7.25721234179
1128128183.41	5.66093453413
1129347653.96	4.5061313156
1128168603.81	7.24859866324
1128168660.77	5.46930428522
1128933299.79	7.53580814387
1127699470.58	9.679294554
1128344078.81	6.84053966148
1128169326.19	6.15658213992
1128349728.33	4.79507817074
1127036380.99	4.86378416831
1128682542.16	7.11238267051
1127009244.39	5.71867478144
1127253723.87	7.77207100781
1127048190.05	4.03908784584
1127181965.06	4.81246131479
1127433034.29	5.07700076946
1127707470.88	4.48160273439
1127563066.44	5.73004482302
1128657636.54	7.95464794583
1128171518.68	3.94615601049
1128121760.76	9.32917719573
1127433122.83	5.80610386618
1126659549.62	3.76685205331
1126109425.59	8.45372755644
1128656675.0	5.72775155468
1128118929.13	4.81023854824
1128943896.58	8.39374473514
1127613214.24	5.8872927699
1127734024.76	7.16378747934
1127785576.15	5.12439424275
1127197078.86	8.29181811984
1126768359.74	5.9812502344
1128057894.95	5.88026113178
1128051935.27	5.20937786296
1127608000.89	6.4336239114
1127405363.34	6.35676932825
1128670114.12	5.65157656684
1128652618.37	6.57333538865
1127711242.79	5.07876793405
1128624004.9	5.85322970757
1127651908.96	4.86924020604
1127239497.14	6.76107219761
1128627448.9	6.26549179262
1127557023.8	5.92145866956
1127010131.28	5.79013560092
1127365568.72	6.07458731516
1127203274.53	6.26443503372
1127738037.11	5.70977208329
1128666220.78	6.05629324169
1127619322.13	6.31188932209
1127549669.97	5.70038538738
1127376114.99	5.93944222258
1126988387.91	5.83460265844
1126990892.29	8.24738828825
1128681523.31	11.1401275794
1128630031.13	5.87144513241
1128673107.94	5.71951826924
1127239362.6	5.80627699709
1127990409.96	10.1213708463
1127205341.67	5.70231030364
1126566977.35	4.45621850768
1128457175.84	6.90081302218
1127193911.72	5.88870683475
1129251773.02	6.97875370928
1128737615.34	7.05625264696
1128914870.52	8.34959972147
1128916526.36	6.34751670183
1126672284.98	5.96873500141
1127792310.34	5.31464748998
1126990301.7	5.01480267529
1129067990.67	9.12699229906
1129069137.67	7.89787968376
1129080224.54	6.6988738173
1127100483.06	6.87797443876
1129249120.03	6.89195282825
1127695197.67	6.42606391615
1128256099.44	5.85738697774
1128430997.75	5.30916035743
1129117794.69	7.30429930424
1128044942.34	5.62746707197
1127107012.93	7.58491402864
1128171518.67	5.30748466578
1127699133.26	9.33307873698
1126955590.62	5.29788069567
1127737863.12	6.97446715814
1127733689.3	7.0768325107
1127038372.77	9.07353469983
1128636846.88	11.2812502616
1127183208.07	9.86666513481
1128273386.61	6.0758702212
1127370445.59	7.82166391078
1128116556.94	7.56991784556
1127536358.64	6.92177094205
1128954745.38	9.15912095549
1128998665.83	6.17685190728
1128761563.27	11.287794072
1128934599.22	7.23198006777
1127004140.55	7.37831510109
1128761463.65	8.32281758145
1127458533.8	7.91327369952
1128658598.19	8.50592581041
1126759600.57	7.6343810522
1128273239.03	7.08399136247
1127370820.53	6.48014158755
1127522744.5	6.68834185289
1128688216.65	7.05952722098
1128248527.11	7.52317052095
1127555078.79	6.52484238258
1128693014.48	7.43617819244
1126652504.18	8.18133643871
1126571737.05	6.79745175964
1126759521.57	7.34354113353
1126770128.88	9.33615586995
1127169666.27	10.1160585312
1126562421.57	7.32088293431
1126568900.3	7.7391023402
1128250977.33	7.43314011522
1127620166.41	6.63313837277
1128755912.91	7.6839804866
1129070227.86	9.51670740071
1127240257.64	9.95732561851
1126910950.71	6.58785124634
1129105774.02	8.25546748622
1128134491.19	7.09406840306
1127783006.16	7.33165081229
1127240358.58	7.86709419193
1128229543.99	6.56640260376
1128910873.35	8.68463200508
1129043244.3	7.45199774586
1128230000.75	8.40848300112
1127647114.66	6.83385654871
1128703355.55	5.30226750974
1127602479.45	7.50920663942
1128657044.22	7.11673592701
1127072188.19	7.05208639284
1127434682.83	8.31722406201
1129040988.14	8.40204143825
1127259415.1	8.56224737774
1127787846.61	7.58682969201
1126074827.15	12.5063249473
1127187088.53	6.4361445548
1128392318.28	6.92867530691
1128761572.64	6.87660103547
1127033331.87	6.45924495922
1128415542.2	12.0255181634
1128814300.66	7.20738349854
1127434694.13	7.17273899217
1128285690.76	7.122686955
1128755932.49	7.06877523956
1126403558.96	6.47573694509
1129047221.4	7.21183962839
1127795327.13	8.26023911654
1126660463.48	8.40091581366
1127239888.6	6.03299161986
1128296359.92	10.2694955701
1126574261.37	9.69836837828
1126257549.25	9.45609277387
1128950294.18	8.01048330299
1128758349.11	8.15067335658
1128761443.57	8.71609675092
1129041370.3	8.01224069806
1128171263.66	8.49141862788
1127999992.18	7.77064461784
1127220379.28	8.73781809261
1128633103.76	13.098412971
1128872711.5	9.65770740319
1127666650.08	11.0856723712
1127514977.75	10.1283912583
1127625972.1	9.03570294811
1126690215.06	10.3884414936
1127789138.97	9.20655564289
1127261423.39	9.63465622376
1128761243.95	7.06597526183
1127512704.75	8.76129337888
1128250583.68	7.32894634041
1128762891.24	8.26993226268
1128479412.37	9.1220123953
1126799969.7	11.2348404523
1127627590.64	9.14880140821
1128814949.48	8.95348888517
1128991246.34	6.13897546133
1126627775.49	8.27020115539
1127611754.66	10.7412181786
1127202366.25	9.35635900575
1127002734.67	9.19199248753
1127389906.76	10.6333371194
1126742304.84	10.1407646617
1127385788.18	9.88712640441
1128495877.36	9.88414724696
1127652973.03	6.20320292492
1127564634.87	9.30511458274
1128223407.57	9.82939248382
1129333578.26	9.73976214839
1126559715.17	9.5303562217
1128932085.61	6.573920283
1127718903.33	10.8453488501
1128343287.36	10.7524639368
1128148413.1	7.14664137133
1128340483.07	7.91305597678
1128947771.55	9.43523499943
1126627903.68	10.0175135508
1126655016.69	12.3430112773
1126848578.76	12.4849982605
1126910878.97	11.3255350628
1127620092.28	11.4122709624
1128761549.3	8.4185922162
1127696899.77	10.0943902231
1128704866.36	12.8136609726
1128129991.22	8.02423819249
1129077080.87	10.9760591808
1128755290.98	9.89509141889
1128995282.66	8.40230860436
1127407387.5	8.80749637041
1128755861.57	8.50074643387
1127651778.66	12.0801634984
1128757091.07	11.6613161619
1126811046.44	11.7752083236
1129074846.18	12.4110471689
1127640626.8	13.0083509939
1128814670.87	9.49818294762
1128338512.08	9.93739740782
1126991475.8	9.77165191538
1128706461.38	12.0057728024
1127262287.96	9.89307795761
1128481003.16	10.7180221941
1127613184.2	9.14326182351
1127038542.12	8.49938332621
1127628436.96	11.0821428906
1128240966.51	15.1436783065
1129082162.57	9.69287779301
1128443202.05	17.3632350201
1128483728.58	10.8394548407
1128815977.86	10.8285517419
1128761549.31	10.0259785395
1129074352.51	12.4748428503
1126796497.07	12.0552954413
1128657039.4	11.0781274071
1127270292.37	13.4412592866
1128821272.83	11.1671503734
1128752538.75	8.01345713156
1128399614.4	11.1824222378
1128494876.65	19.4441392138
1128426411.13	12.3955072474
1128485640.4	11.9215262111
