GPStime 	 Lincoh64
1128171518.68	5.1662373323
1127482452.16	3.89528103952
1127048545.6	3.92379647525
1127061470.99	5.72387035726
1127738037.11	6.30865428387
1127460422.0	3.94261369386
1127563746.2	3.61308368495
1126955590.62	5.29049122409
1127211582.81	5.74681406595
1128227171.02	5.68649911122
1126326860.84	4.45573206218
1127707470.88	2.87534950202
1128666220.78	6.28824254477
1127376114.99	5.41503719857
1128128183.41	4.9299727929
1127239497.14	4.31298719877
1127708824.65	5.5609374466
1128171518.69	6.66381786731
1127205341.67	6.07948477961
1128050418.25	5.26496940052
1127254296.83	7.46390902399
1126801225.46	4.82650825116
1128349728.33	3.90572390518
1126626280.25	7.86610403298
1127365568.72	4.44309226387
1127695197.67	5.80985744338
1127107012.93	8.01291318477
1127433034.29	5.30224886421
1128457175.84	6.5761698411
1128218515.88	5.03660689418
1127523212.58	4.70344941506
1127239888.6	5.80727819494
1129117794.69	5.74443000203
1127394653.64	4.88142007167
1128168603.81	6.51295761573
1127193911.72	5.29168028892
1127050603.11	5.0036882388
1127690546.59	5.92166219954
1126999148.36	5.63504807974
1127036380.99	4.67136675479
1128914870.52	9.30494349332
1127048190.05	4.73540127234
1127262287.96	9.96962725211
1128682542.16	9.76837562718
1127253716.57	5.55802320059
1127215863.8	3.49845634163
1129069137.67	10.5877540947
1126990301.7	4.77850777476
1127619322.13	4.7310623901
1126644888.8	6.18586999963
1127734024.76	6.99001294054
1127783006.16	7.28259737287
1127253722.89	7.32989883468
1128703355.55	7.15352827638
1127048512.1	5.77626686916
1128051935.27	5.02816287655
1127737863.12	11.9701192965
1129080224.54	6.62691949151
1128657044.22	8.61886495108
1127557023.8	5.89194829418
1127621496.93	4.52776292435
1127733689.3	5.35946618038
1127477587.89	4.8796610574
1127045881.25	5.57580373436
1129249120.03	7.56335173609
1126768359.74	6.47461810405
1126770128.88	9.17425293564
1126759600.57	6.30263540104
1126566977.35	4.45289252634
1126409035.17	4.45281332054
1128044136.39	6.31662880231
