GPStime 	 HCoh64	 LCoh64
1128223407.57	8.09974045011	12.2491504903
1127220379.28	8.32591043658	9.986562729
1127696899.77	7.78402767101	10.0590556507
1127048190.05	7.801996079	5.02491401331
1126990301.7	7.51825159633	6.67020281347
1129043244.3	6.10626306693	5.49210314809
1129347653.96	4.84130797198	4.0708742795
1128627448.9	6.5790564243	5.87250336946
1128934599.22	7.18413511064	6.89467957393
1128057894.95	6.32938220359	5.93826698459
1127699133.26	7.59101325075	10.406934923
1127405363.34	6.68835792777	6.00542031049
1127100483.06	6.79191808585	7.71701301772
1127563746.2	6.52167827584	3.75362483015
1126672284.98	5.68333190658	5.7001443612
1126403558.96	6.35040824983	6.18280189055
1127563066.44	7.70349394302	6.19501301186
1127620166.41	6.09936639621	6.14761929146
1128656678.41	9.14403516754	8.15361661332
1127205341.67	6.26645841182	4.95910877383
1126990892.29	8.47380595381	8.15477484921
1128630031.13	7.07336479525	7.45607821542
1128230000.75	7.18792669268	7.60619797117
1127708824.65	7.10394715252	5.16065479628
1127009244.39	6.93333696324	6.34090667188
1127737863.12	9.92212391895	11.0161491466
1127621496.93	8.22184962735	6.57045381254
1127433034.29	7.29354867604	5.75309765957
1127557023.8	7.71696096887	6.48798470023
1128706461.38	7.50354861408	10.9093892203
1128943896.58	7.74809345325	10.357066634
1127733689.3	6.10650433629	5.52319106602
1128118929.13	6.96640898021	6.14022019243
1127203274.53	7.54024069459	7.13622748235
1127394653.64	5.62563985383	5.34249656249
1127652973.03	7.1447298872	6.49645863468
1127458533.8	8.80034441302	6.98103475123
1128910873.35	8.15484766123	7.0274406833
1128657636.54	6.33165765481	6.72206558899
1127239497.14	7.58757072436	5.01802312692
1128248527.11	6.91075286139	6.78457919902
1129333578.26	7.15897120439	7.37708035361
1128229543.99	6.70732505065	8.59316963248
1128666220.78	6.53270667069	5.8247344053
1127406380.06	7.22663046046	6.14027508074
1127620092.28	6.86057911114	11.5904268151
1129105774.02	6.54321509215	6.74301183964
1128670114.12	7.20112833462	6.8754818136
1127555078.79	7.00644482411	5.68776131292
1128430632.89	5.47947721566	9.39480097526
1128692057.64	6.46591574385	8.10319042146
1126652504.18	6.72246150139	7.33873119722
1127482452.16	7.70935250467	4.66685668127
1126627775.49	9.759743274	8.99733059057
1128673107.94	11.4147042998	7.60407031497
1129249120.03	7.46525859891	6.35007521477
1127211582.81	7.7667437052	5.75411700905
1127002734.67	7.80158048296	7.31460007637
1126770128.88	7.51693959383	6.8097362725
1128954745.38	8.49869488762	7.03129969919
1128658434.58	8.22973961633	8.51731751097
1128950294.18	6.99859334721	7.74167593308
1128218515.88	6.30635592323	5.87977398564
1127254296.83	7.26378205679	8.27842385323
1126571737.05	6.79144425359	7.5572358748
1127514516.08	8.45232832157	7.25595234281
1127695197.67	8.89075529296	5.79026725711
1128652618.37	8.52331663872	7.62227282058
1128294478.68	8.29834471327	8.10430109851
1128758349.11	8.73279023964	8.52855870893
1128737615.34	7.8619996189	9.05220962989
1128285690.76	6.34519722383	9.45290688296
1127690546.59	7.09005367511	5.15202069168
1127107012.93	7.71103468835	6.60112673307
1127044136.03	7.57124951019	6.49345987464
1128168603.81	9.08028310721	6.30722066189
1128640338.16	7.13723350592	6.98861988698
1128123332.63	8.23157139564	5.96856528008
1128761243.95	7.23733580644	7.0060504501
1128658598.19	6.37672013282	8.78864936311
1128169326.19	6.2010154207	6.09608524259
1127038372.77	6.5527310749	7.84676834715
1128872711.5	8.11044596592	10.7248804717
1127045881.25	7.873840343	5.10421145099
1128273239.03	6.92477883884	7.37369412194
1127619322.13	7.17256852223	5.58649369121
1126910878.97	6.8626606344	10.9426658739
1128171518.68	9.00182450818	5.63606831463
1127627590.64	9.96420414694	9.90305283693
1127239362.6	6.71739549075	6.84617341644
1127253716.57	12.7201542257	6.37019420908
1126799969.7	9.77150978958	9.53173761605
1128682542.16	7.10775128553	6.89825557459
1128171518.69	8.88731942783	6.15802811069
1128393840.67	6.50219548155	18.4432400369
1127389906.76	6.51331672177	10.9345763656
1127434694.13	7.37390402059	6.99512459188
1128051935.27	8.64491091616	6.07918144859
1127785576.15	6.73664262581	6.2183485361
1128914870.52	6.43890275494	7.90597728022
1128998665.83	6.95462675061	6.50006606276
1128681523.31	6.79302729422	7.1279204223
1128399614.4	7.93503419859	9.9519921294
1126559715.17	7.90097459036	8.87587132038
1128761463.65	6.41455393072	6.77596224033
1127640626.8	8.13655496032	12.0919435068
1128761549.31	9.18821870454	10.3574853864
1127187088.53	8.02873215844	7.74631033676
1127792310.34	8.58598163694	7.06369069513
1127711242.79	7.93333682024	6.34146492444
1127536358.64	6.6207371349	5.72452426496
1128392318.28	9.34706310803	8.29266964133
1127240358.58	6.98061163798	8.6103947661
1127259415.1	8.00203425606	8.56810564933
1127564634.87	8.30993562056	8.06450823577
1127370445.59	7.90768398092	7.22080548355
1127262287.96	7.39395608263	7.98885198568
1126991475.8	8.65141341789	9.43086970893
1126568900.3	8.18589788936	6.22827485977
1127611754.66	8.47655054703	11.2195337516
1128657044.22	8.76117865037	6.87008325882
1127434682.83	6.52389934335	7.9229718014
1126574261.37	7.58737924537	13.6097867494
1128656675.0	8.88885648521	9.13368432898
1126660463.48	6.3433659525	10.1149508531
1126910950.71	7.19905028953	8.41205186557
1126109425.59	9.124354524	7.86704322328
1129069137.67	6.30189196849	9.32874535545
1127370820.53	9.93042292274	7.98898606073
1129080224.54	7.54079787613	7.53087348517
1128624004.9	8.72310484403	8.30846223542
1128296359.92	9.03212156237	7.48055077433
1127038542.12	7.02937220085	9.41718225273
1128636846.88	8.10371763427	10.2773999289
1128503871.17	6.48647749015	9.22421932144
1128688216.65	7.0306550838	8.77675417614
1128426411.13	6.95798830447	9.40895172083
1127549669.97	7.25447844746	6.21482454648
1128171263.66	8.97370172469	7.52349959428
1128814300.66	7.64033779122	7.88757055751
1127376114.99	10.1654640247	5.2236427831
1128457175.84	7.83076210516	7.31578172728
1128703355.55	8.15891079691	7.17520646342
1128273386.61	6.83165206663	7.98844446128
1129082162.57	6.43046442218	10.6667028517
1128340483.07	8.06085268411	8.54175170307
1126326860.84	11.1917346867	6.82157517397
1127999992.18	7.57991800666	8.13860157386
1129074352.51	7.24048433686	9.68554456443
1127602479.45	6.59731058781	8.27324726915
1128761563.27	9.12429003003	10.1909907461
1128250583.68	7.55203981336	6.65297749013
1127651908.96	8.04450038988	6.20162598746
1128495877.36	7.56030309842	8.06720169702
1127385788.18	7.36668835381	14.4989894066
1128344078.81	8.73045111594	6.50851646172
1126626280.25	7.85410602592	7.96595986899
1127240257.64	10.9944956475	6.78108552894
1127514977.75	7.09160834089	8.97711036061
1127522744.5	9.7819318468	6.83439348514
1127613214.24	4.12810245005	35.3887687901
1128338512.08	9.42004109854	11.1010255557
1128455276.27	10.3456753428	10.0632468438
1128116556.94	9.16863858817	6.97236065778
1127707470.88	10.9876076989	5.27878843261
1126742304.84	8.22141584621	10.9525386904
1126690215.06	9.00540742388	11.258839047
1127625972.1	8.3540499035	10.8422103125
1128403798.24	8.06975210104	14.4053632578
1128415542.2	6.76202875648	11.7728509218
1127789138.97	9.12035883907	10.5050623183
1127795327.13	8.20946386119	9.96722768775
1128657039.4	9.76972681388	10.5948606194
1128633103.76	6.51630411926	15.607882597
1127253723.87	13.4194992002	6.92095550823
1129074846.18	8.84557187761	12.8267738087
1128755932.49	15.742492286	10.6809592868
1128446724.75	6.74834973948	14.5662812785
1128752538.75	6.63321971843	13.745327222
1128494876.65	7.4746278502	14.9532139701
1128349728.33	37.8284284875	4.77116058142
1128134270.18	167.168671776	5.88305772189
1128815977.86	11.1878149223	17.6944083697
