0.000000000000000000e+00 1.713535695572169955e-17
1.562500000000000000e-02 1.524735100927370896e-19
3.125000000000000000e-02 1.524266969726760066e-19
4.687500000000000000e-02 1.523468237936058816e-19
6.250000000000000000e-02 1.522398398908774511e-19
7.812500000000000000e-02 1.520888228963588123e-19
9.375000000000000000e-02 1.519305878682762034e-19
1.093750000000000000e-01 1.517295844586677764e-19
1.250000000000000000e-01 1.515322299380564186e-19
1.406250000000000000e-01 1.513518369561466637e-19
1.562500000000000000e-01 1.510046077773787773e-19
1.718750000000000000e-01 1.505414327020969912e-19
1.875000000000000000e-01 1.501315316314331115e-19
2.031250000000000000e-01 1.499586355632779151e-19
2.187500000000000000e-01 1.494812859190072580e-19
2.343750000000000000e-01 1.490932598409465412e-19
2.500000000000000000e-01 1.487078362427481637e-19
2.656250000000000000e-01 1.479164202514379498e-19
2.812500000000000000e-01 1.476721859389912332e-19
2.968750000000000000e-01 1.469832640132882719e-19
3.125000000000000000e-01 1.464804015901103375e-19
3.281250000000000000e-01 1.455729454259959643e-19
3.437500000000000000e-01 1.450050721871479822e-19
3.593750000000000000e-01 1.446241857366878983e-19
3.750000000000000000e-01 1.435939451021525387e-19
3.906250000000000000e-01 1.432073567593508776e-19
4.062500000000000000e-01 1.423582103006356356e-19
4.218750000000000000e-01 1.411257212913365440e-19
4.375000000000000000e-01 1.408336230805697873e-19
4.531250000000000000e-01 1.399802615371181487e-19
4.687500000000000000e-01 1.391841070309394267e-19
4.843750000000000000e-01 1.383176928306715233e-19
5.000000000000000000e-01 1.372625152763856264e-19
5.156250000000000000e-01 1.365001556409369103e-19
5.312500000000000000e-01 1.354649794965473710e-19
5.468750000000000000e-01 1.346679299239429186e-19
5.625000000000000000e-01 1.335123530239805301e-19
5.781250000000000000e-01 1.326347184940655001e-19
5.937500000000000000e-01 1.314896998247391137e-19
6.093750000000000000e-01 1.304278000657835238e-19
6.250000000000000000e-01 1.293729145145922704e-19
6.406250000000000000e-01 1.283447582100648264e-19
6.562500000000000000e-01 1.272334822678370239e-19
6.718750000000000000e-01 1.261013854800969317e-19
6.875000000000000000e-01 1.249549720899492634e-19
7.031250000000000000e-01 1.238083326355702240e-19
7.187500000000000000e-01 1.226646915783021923e-19
7.343750000000000000e-01 1.214032017699697966e-19
7.500000000000000000e-01 1.202824803535411094e-19
7.656250000000000000e-01 1.189710311798632779e-19
7.812500000000000000e-01 1.177125181533383098e-19
7.968750000000000000e-01 1.164823449712444482e-19
8.125000000000000000e-01 1.152039658171540471e-19
8.281250000000000000e-01 1.139138678563764653e-19
8.437500000000000000e-01 1.126333635296398321e-19
8.593750000000000000e-01 1.112875191564624636e-19
8.750000000000000000e-01 1.100220658322683838e-19
8.906250000000000000e-01 1.086876353133142835e-19
9.062500000000000000e-01 1.073476187905442107e-19
9.218750000000000000e-01 1.059740699888420800e-19
9.375000000000000000e-01 1.045768633589667302e-19
9.531250000000000000e-01 1.032069122685103908e-19
9.687500000000000000e-01 1.018441663032301583e-19
9.843750000000000000e-01 1.004420754464980198e-19
1.000000000000000000e+00 9.905538698627146990e-20
1.015625000000000000e+00 9.763634736613204808e-20
1.031250000000000000e+00 9.623687349971423257e-20
1.046875000000000000e+00 9.483592417960611625e-20
1.062500000000000000e+00 9.344093910058909023e-20
1.078125000000000000e+00 9.204639032031620068e-20
1.093750000000000000e+00 9.062988094442141499e-20
1.109375000000000000e+00 8.907603220283220745e-20
