GPStime 	 Hincoh8
1127033331.87	5.94078834455
1127100483.06	5.63400433318
1127202366.25	6.15842171185
1129069137.67	5.79181816565
1126910950.71	5.60919892133
1128627448.9	6.45741393733
1126409035.17	4.47876639028
1126627903.68	5.02333438541
1129047221.4	6.12655115974
1128415542.2	6.10527394425
1127270292.37	6.85157084418
1129082162.57	6.60803321707
1128285690.76	6.11894139179
1128737615.34	6.43993338339
1128666220.78	7.0495107483
1126759600.57	5.73523554018
1128681523.31	6.0453136706
1128134270.18	5.7551201794
1127555078.79	5.42805122355
1127787846.61	4.94570517342
1126910878.97	5.62348923849
1127433122.83	5.62978277628
1128168660.77	5.54688420855
1129333578.26	7.38139618537
1128483728.58	5.86619341784
1128218515.88	6.52703001179
1128494673.06	5.99361342043
1128503871.17	5.18109457321
1127240358.58	5.57295660449
1127460422.0	6.02074110984
1126574261.37	5.88047138836
1128814949.48	6.42262341795
1127044136.03	5.8378445698
1127181965.06	5.76905126409
1127239888.6	6.73230058184
1128933299.79	5.43680091059
1127203274.53	7.27885623458
1126804166.44	6.17843944328
1126652504.18	6.0713009088
1127999992.18	5.93538796059
1127048190.05	5.58198146526
1127261423.39	6.89540782132
1128995282.66	6.20349934126
1128118929.13	6.56263332799
1127563066.44	7.09745657544
1127407387.5	7.97103310036
1128703355.55	6.9315132442
1127004140.55	6.96690243933
1128223407.57	6.67338234081
1129117794.69	6.85883298305
1128129991.22	6.12984307508
1127107012.92	5.56345857838
1127187088.53	7.96322825871
1127695197.67	9.79791036387
1127385788.18	8.13767531281
1129043244.3	7.74051986004
1128230000.75	7.34168409781
1126990301.7	6.85662501456
1128340483.07	8.73709043829
1127239362.6	7.0198641762
1127197078.86	5.52043860418
1127048545.6	8.01006419699
1127045881.25	7.8131907934
1127434694.13	8.49114336743
1127738037.11	6.43672391579
1128815977.86	7.40072083585
1128943896.58	7.98240386199
1127563746.2	7.8778730677
1127611737.76	8.91433257668
1128256099.44	10.5981931495
1127522744.5	7.82619822282
1128814670.87	9.04965576505
1127647114.66	6.9656088303
1128123332.63	7.88622745091
1127737863.12	8.13489717692
1127621496.93	8.42345340624
1128296359.92	11.0392085051
1127795327.13	8.01213426066
1128814300.66	6.56527803205
1127259415.1	8.03637576463
1128656310.42	7.87338366406
1126990892.29	7.35747256001
1126988387.91	7.24694019065
1128294478.68	7.48789938008
1127370820.53	7.88037958499
1127434682.83	7.34810634821
1128761443.57	8.11870092456
1127613214.24	7.3428975907
1128171518.67	8.98765287447
1128704866.36	9.54016996046
1128443202.05	7.53932451536
1128171518.68	9.33007097439
1126999148.36	7.89542646193
1128344078.81	7.75340895136
1128338512.08	8.52609612213
1128171518.69	8.96409608278
1127611754.66	6.85683616289
1127220379.28	8.67550826147
1126801225.46	6.80046637948
1127718903.33	7.70676631683
1126659549.62	5.93491759526
1127107012.93	6.65345727755
1127734024.76	7.03882980548
1128910873.35	6.91733794633
1128051935.27	6.73336072744
1128947771.55	7.46893927176
1127259176.72	6.63367432017
1128446724.75	6.30538830788
1128134491.19	8.53722838362
1126655016.69	6.76677703518
1128240966.51	6.95487181678
1128121760.76	6.13185366121
1128044942.34	8.15564829026
1128057894.95	6.7708623043
1128457175.84	7.01389878261
1127523212.58	7.31309315279
1127370445.59	6.29056913338
1127365568.72	7.21652441385
1126559715.17	8.49941988859
1127536358.64	7.00269800825
1129067990.67	7.10849251556
1127514561.97	7.95903056852
1129074846.18	6.87870070015
1127620092.28	5.95932757467
