GPStime 	 HCoh8	 LCoh8
1126409035.17	4.25700205815	3.77708951661
1126759600.57	6.11071319358	6.91887167056
1126566977.35	5.43295648193	4.65354028745
1127394653.64	6.23862039699	6.00723489414
1127215863.8	6.55470504494	4.66004327299
1127211582.81	6.84675439032	4.75781964609
1127666650.08	6.31623483918	9.60757734586
1127523212.58	7.37821581791	5.16718424639
1127783006.16	5.885952268	5.75056299436
1128169326.19	5.76025256933	5.18317296013
1126659549.62	5.4699301689	5.20879697178
1127044136.03	5.68127017614	4.79788768811
1126990301.7	5.72415861226	6.68818382404
1127405363.34	5.87160961172	5.32781146535
1128657636.54	7.30519687537	6.77824615973
1128118929.13	6.28380657156	5.66099013516
1128250977.33	6.82343564779	5.37238463126
1128218515.88	5.87800858785	6.03922075222
1127203274.53	6.67914052478	5.52269450709
1126672284.98	5.15767039567	4.82259667139
1128044136.39	6.96464957241	6.56757669848
1127711242.79	6.22418325395	4.80714205466
1127620166.41	4.52872378293	4.75603818991
1127787846.61	5.12069182847	5.47806925134
1128932085.61	5.29087184492	6.5235632792
1129251773.02	5.7843563825	5.62397527572
1128656678.41	7.90801958993	6.29553092859
1127647114.66	5.6015848551	5.96145377382
1126759521.57	6.0085363105	6.81955823966
1128229543.99	5.12290612131	6.94450285542
1126910950.71	6.19827131369	5.84895832215
1127514516.08	5.85228071168	4.79810536347
1129080224.54	5.53547561726	5.67328264195
1127036380.99	5.45432058426	4.99150481038
1127033331.87	5.56647082268	6.27485936697
1126571737.05	5.08745898058	6.53641499459
1126955590.62	6.30393455544	4.32361947082
1127100483.06	5.44316947959	7.66929436364
1129347653.96	6.09307550183	5.08586850088
1126644888.8	5.58186858921	5.78703368267
1126109425.59	6.32360127374	6.44001494287
1127365568.72	6.13119468999	5.56509989835
1128758349.11	6.35788803997	6.60828185754
1128682542.16	6.69687854328	5.70470802341
1128916526.36	6.76372937415	6.33302307894
1128050418.25	5.46842767701	5.20776115815
1128934599.22	4.93294342077	5.14921513117
1127254296.83	6.32653333915	5.05811475083
1128168603.81	6.41344003319	5.70232236241
1128630031.13	6.64500484229	6.60932676319
1126562421.57	5.94934820982	6.21758538846
1126627903.68	6.62303002605	10.8951537215
1127004140.55	6.29467041079	5.96674724029
1128693014.48	6.40939975502	6.70099575222
1127239888.6	4.9521928412	5.70038633208
1127434682.83	6.99298526098	6.6819271448
1127239362.6	5.32346029649	5.90177074751
1127048545.6	6.75274085647	4.68096553029
1126768359.74	5.91868009318	5.23878018202
1127009244.39	6.10355785437	5.30795461121
1127563746.2	7.34175297093	4.59238754155
1127406380.06	4.95243201702	4.45432416593
1127734024.76	6.36648481817	5.17264879118
1128688216.65	5.92304632442	6.20263512532
1128652618.37	6.41556154187	5.95210173598
1128998665.83	5.30008952256	5.02697729779
1128656675.0	6.30649272572	5.8295052155
1127536358.64	5.23195726745	6.64408050058
1127433034.29	6.96807408964	5.71937006435
1127738037.11	6.06045371722	5.86396515983
1127707470.88	4.97823868859	3.98564131237
1126988387.91	6.53465484607	5.9972343902
1128128183.41	5.93297950486	6.08067909532
1128740991.91	5.46744491574	5.64998540432
1129069137.67	5.31417294112	6.02434098291
1128457175.84	6.8506771819	5.21538041438
1127187088.53	6.06358394931	5.3754923966
1128044942.34	7.41727383555	5.95053895226
1127482452.16	6.00039661333	4.11505848869
1127038542.12	6.21083402072	7.06962692692
1127376114.99	6.59862902406	5.27982601658
1128171518.68	7.91067204494	5.56122158289
1127514561.97	6.63099681975	5.14567111394
1126326860.84	5.76593245329	4.62589700982
1127733689.3	6.71388022476	6.47993623619
1128627448.9	5.64881560533	6.13117091003
1127433122.83	5.34866122806	4.84340952118
1127259176.72	5.05437562414	5.67696633041
1127205341.67	7.15217775071	5.78111129711
1127193911.72	5.57811907173	4.51143067643
1127990409.96	6.98721067735	8.82713926093
1127181965.06	5.96171025968	4.0901568583
1127695197.67	7.28222019542	5.62547894149
1127708824.65	6.40389455731	4.97788875713
1127460422.0	5.5682567359	5.21072176026
1128658598.19	5.27330557042	7.72873607159
1128123332.63	7.66845604958	5.85903057297
1127010131.28	5.8174611774	6.34164564636
1128116556.94	7.63211434748	6.16156228603
1128761463.65	6.03798234539	7.28292853554
