         0 -3.459374307e-20          0
     0.125 2.34356741e-20 1.776380749e-20
      0.25 -3.082634594e-20 1.591056659e-20
     0.375 8.272801114e-21 2.311777915e-21
       0.5 2.800756991e-21 3.548700886e-21
     0.625 2.831109993e-21 1.492218494e-21
      0.75 2.34778376e-21 1.738331134e-21
     0.875 2.075295577e-21 1.179178184e-21
         1 1.910321884e-21 7.854106205e-22
     1.125 1.661568639e-21 5.420995602e-22
      1.25 1.87575536e-21 -1.153491382e-22
     1.375 1.281148876e-21 -6.539322434e-23
       1.5 1.08994136e-21 -4.642798606e-22
     1.625 1.038623333e-21 -3.598740171e-22
      1.75 9.695048537e-22 -5.640565404e-22
     1.875 7.710625812e-22 -6.058003289e-22
         2 6.017224846e-22 -8.026268195e-22
     2.125 4.240517805e-22 -1.170669346e-21
      2.25 1.993221264e-22 -1.238718262e-21
     2.375 4.668139847e-22 -3.349490522e-22
       2.5 -1.21634459e-21 -4.118405036e-21
     2.625 1.281631741e-21 1.119628532e-21
      2.75 -1.684107391e-20 -8.634753497e-21
     2.875 1.246882923e-22 1.073592053e-21
         3 -2.077768736e-21 -1.546072802e-22
     3.125 -5.979132467e-22 3.236424248e-21
      3.25 8.875615919e-21 -3.895364645e-21
     3.375 -3.345636123e-20 -7.051895827e-21
       3.5 3.182808565e-20 1.360345919e-20
     3.625 3.508753853e-21 1.200372567e-21
      3.75 1.248952974e-20 1.497174316e-20
     3.875 5.450380973e-21 2.918883669e-21
         4 4.860956148e-21 3.427040441e-21
     4.125 5.807533821e-21 2.094086847e-21
      4.25 5.46849035e-21 1.038871126e-20
     4.375 -5.659789257e-21 8.357797839e-21
       4.5 1.808347928e-20 -3.307339204e-20
     4.625 1.990506136e-20 1.443125328e-21
      4.75 -4.151291848e-20 4.722611438e-21
     4.875 3.864154634e-20 -3.935050614e-20
         5 -9.993690237e-21 3.771511121e-20
     5.125 -4.381899609e-20 -2.374841319e-21
      5.25 -6.322143719e-20 -1.299763775e-19
     5.375 -7.194363687e-20 3.970027357e-20
       5.5 5.579836968e-20 1.26642666e-19
     5.625 2.03662723e-20 2.155644786e-20
      5.75 -1.764299765e-19 1.25687219e-20
     5.875 1.210731282e-19 3.174838176e-20
         6 1.416844147e-19 -2.945246497e-19
     6.125 1.990061124e-21 1.430308154e-20
      6.25 2.959298698e-19 2.057840124e-19
     6.375 -2.366106629e-19 -9.558940323e-20
       6.5 -7.385017756e-20 6.762191503e-20
     6.625 -1.770241844e-19 1.59451897e-19
      6.75 -2.026552864e-19 -9.798413186e-20
     6.875 4.938103401e-20 -4.656450733e-20
         7 1.325345074e-19 4.316417268e-20
     7.125 1.373666243e-19 -7.65228379e-20
      7.25 -9.99882098e-21 1.129181802e-20
     7.375 -1.217067414e-19 -9.120626451e-20
       7.5 4.377590327e-20 -1.376667612e-19
     7.625 1.804826899e-19 3.514738557e-19
      7.75 6.649579374e-20 -7.550158189e-20
     7.875 -8.012432755e-21 -9.023682908e-20
         8 -1.00890814e-19 2.135231788e-20
     8.125 6.993812004e-20 -8.502814397e-20
      8.25 1.022996651e-20 8.162544144e-20
     8.375 2.088429292e-20 8.463161903e-20
       8.5 5.070824112e-20 1.362377344e-19
     8.625 6.330506827e-20 -9.454212093e-21
      8.75 -6.299871118e-20 -1.183523192e-19
     8.875 -2.089548167e-20 -7.884270429e-20
         9 -7.503119224e-20 -1.813707177e-20
     9.125 -3.905108729e-20 -3.491781849e-20
      9.25 -3.836568117e-20 -2.932744068e-20
     9.375 -4.590542345e-20 3.309741764e-20
       9.5 2.826412557e-20 -1.678391936e-20
     9.625 9.204974463e-20 1.259442083e-20
      9.75 4.528740362e-20 7.565682243e-21
     9.875 -1.039535043e-19 4.903593115e-20
        10 -5.89692056e-20 3.15808633e-20
    10.125 3.455066847e-20 3.087703809e-21
     10.25 -3.249675672e-20 -4.534242054e-20
    10.375 3.445943619e-21 3.700674072e-20
      10.5 1.005356202e-20 2.020614537e-20
    10.625 5.744737282e-20 -2.273940051e-20
     10.75 -4.438440467e-20 3.691794841e-21
    10.875 -1.389000645e-23 6.790501722e-21
        11 2.682707869e-20 -5.347398713e-21
    11.125 -5.146116726e-21 -3.274118921e-20
     11.25 1.492568339e-21 -8.500779902e-21
    11.375 1.854782945e-20 1.55258555e-20
      11.5 -1.19237642e-20 -2.725062113e-20
    11.625 -1.408439425e-20 1.410890625e-20
     11.75 -8.454235119e-21 1.034052391e-20
    11.875 9.44064703e-21 -9.514364723e-21
        12 4.794985771e-21 -1.06696319e-22
    12.125 -5.705785409e-21 1.606547481e-20
     12.25 1.226109572e-20 3.640461798e-21
    12.375 2.04498876e-22 -1.151155023e-21
      12.5 9.594773737e-22 -4.048203739e-21
    12.625 -5.257447985e-21 -1.071773285e-21
     12.75 -3.427142455e-21 1.838823993e-21
    12.875 -5.219091787e-21 2.055358868e-20
        13 9.424086054e-21 -2.150098316e-20
    13.125 -9.186082259e-22 -1.455908367e-21
     13.25 4.256834054e-21 3.875686944e-21
    13.375 -4.995184691e-21 -2.609709888e-21
      13.5 -6.884933177e-22 -3.245507043e-21
    13.625 -2.986257229e-21 -3.546994244e-21
     13.75 -4.308929287e-21 -4.343583604e-22
    13.875 -8.355962638e-21 -8.321354814e-21
        14 4.434043562e-21 1.402585695e-20
    14.125 5.375756926e-21 6.503550784e-22
     14.25 -5.87185538e-22 -9.178688286e-22
    14.375 6.325226719e-21 -3.065590668e-21
      14.5 2.256672047e-21 -5.434640278e-21
    14.625 7.458399337e-21 -2.733697666e-21
     14.75 -6.31785065e-24 -1.73170427e-21
    14.875 3.460943349e-21 4.482167324e-21
        15 -3.308805445e-21 -1.592895046e-21
    15.125 2.741685761e-21 7.754626298e-21
     15.25 -8.391607128e-21 5.660101601e-22
    15.375 3.571386219e-22 2.208935003e-21
      15.5 -1.387918356e-21 -5.603643319e-22
    15.625 1.560918621e-21 6.951642344e-22
     15.75 -1.033724592e-21 4.064671375e-22
    15.875 -2.761432764e-22 -1.419792771e-22
        16 -1.893906061e-22 -3.261984356e-22
    16.125 -2.290921448e-21 -1.859359775e-23
     16.25 -3.308839665e-23 3.164920488e-21
    16.375 -6.19541181e-22 1.597095478e-22
      16.5 -9.325275174e-22 6.42138163e-22
    16.625 6.368505068e-23 1.63221958e-21
     16.75 2.92871126e-21 -7.428708931e-23
    16.875 3.99847912e-22 -1.022830342e-22
        17 -1.034542608e-21 -2.596038516e-21
    17.125 -3.031538606e-22 -1.467566648e-22
     17.25 -8.370863327e-22 -1.655027946e-21
    17.375 4.536875201e-22 6.048947281e-22
      17.5 -5.831027223e-23 -6.399248445e-22
    17.625 2.736926427e-22 1.4602782e-21
     17.75 6.044144426e-22 1.221867594e-21
    17.875 2.314246846e-22 -4.063013893e-23
        18 3.687379069e-22 -7.704307324e-22
    18.125 5.245541392e-22 -7.131688751e-22
     18.25 1.589797018e-22 -4.919760398e-22
    18.375 -6.720854145e-22 3.200753017e-22
      18.5 -1.475504913e-22 -3.650370571e-22
    18.625 -3.759046458e-22 -9.840535773e-22
     18.75 -1.195366315e-22 1.0208845e-22
    18.875 -1.416074383e-23 6.159318655e-22
        19 1.796880483e-22 -2.594832725e-22
    19.125 -4.249931605e-22 -7.294441578e-23
