GPStime 	 HCoh32	 LCoh32
1127711242.79	6.04520349315	5.83396296651
1126955590.62	5.43189321309	4.67305514467
1128128183.41	5.24552771864	4.90418220668
1128934599.22	6.68601677323	5.79988636202
1127187088.53	6.40561985926	7.24956430133
1128250977.33	6.41549548336	5.48397579302
1128933299.79	7.27450790999	6.74700209261
1126770128.88	8.41442146521	6.86782624441
1128134270.18	4.43148237196	4.03923184993
1126768359.74	5.3059218966	5.62491163849
1129333578.26	7.53497118018	8.52311246938
1127061470.99	4.98660566767	4.44754184171
1127100483.06	5.01969212137	6.02486959393
1128227171.02	4.66138359116	4.86341395256
1126759521.57	5.52272141258	5.18213072746
1127433122.83	4.76785589372	5.74399500504
1127999992.18	6.10452693795	6.65255922362
1127783006.16	4.96431825586	5.19148430512
1129347653.96	4.74079281435	4.45450744317
1126652504.18	6.57509816972	6.80500148539
1127181965.06	4.53849040319	4.12667273518
1128430997.75	6.13944240818	5.67612791005
1126759600.57	5.44701186655	5.47320733069
1128998665.83	5.54616076627	4.82271865583
1128761443.57	8.12330733779	7.8256853993
1129251773.02	5.17607784278	4.35433440402
1126796497.07	8.23845607605	11.116498035
1128285690.76	4.72632272278	7.2292049043
1126742304.84	7.44942673824	7.81567302969
1128761463.65	5.89726095739	9.42041511081
1128168660.77	4.28370730441	4.13239543256
1127785576.15	5.96003733657	4.80207937003
1128051935.27	7.19402128181	5.00466469462
1126571737.05	5.68612897671	5.05163010478
1127033331.87	6.15680829027	5.4894505213
1127536358.64	6.47707422393	5.24864271087
1127666650.08	7.33012502897	8.78647059006
1127394653.64	4.89028951174	5.30464392525
1128430632.89	5.63578081847	6.52276525285
1128118929.13	4.69468982822	4.11570513861
1127523212.58	6.44225874298	5.4200469837
1126562421.57	6.06988824042	6.24104153876
1127240358.58	5.30753172999	5.93345486225
1128218515.88	5.3599708515	5.9008220205
1126991475.8	9.34448771935	8.30259480876
1126990892.29	6.26806994661	6.32446607392
1128169326.19	5.04446560562	4.90239942222
1127405363.34	5.74958535508	6.27869724076
1128916526.36	5.39714366363	7.05882416557
1127239888.6	4.98787064149	7.02413551344
1127477587.89	5.65330060864	4.5648641825
1127738037.11	5.16839967834	4.47496315851
1128123332.63	6.31174127267	5.80408794063
1127621496.93	6.48480233591	5.25759401293
1127707470.88	7.41927939344	4.86339912572
1129080224.54	4.9270235017	5.36049207784
1128121760.76	8.29969327117	8.47288452688
1127563746.2	7.20518264471	5.55100194151
1127050603.11	4.85074089254	3.40141024914
1128168603.81	6.20692855283	5.95172194612
1127708824.65	5.88441151032	4.63460532442
1127690546.59	5.43557853284	4.54034247306
1126659549.62	5.99772023422	7.0712285307
1126626280.25	5.81038457771	6.34393612908
1127376114.99	6.90656070187	5.19685333109
1128692057.64	6.32520183977	6.22402189688
1127651908.96	6.96949483433	6.21993195175
1128762891.24	5.09297085492	7.80979340181
1127239497.14	6.84511486929	4.75928696749
1127193911.72	5.78083228833	4.99056264027
1127611737.76	7.35576036472	6.54748828953
1126627903.68	5.78224528851	10.111656263
1127072188.19	7.43633811876	7.79459412349
1127699133.26	6.23185869918	7.89692097107
1127211582.81	6.14635316045	5.1113314368
1126811046.44	5.64095113651	5.13762095162
1126990301.7	4.69607446551	4.20638485801
1126672284.98	5.22769445453	5.48415460889
1128633103.76	8.64516586309	11.5823998277
1129047221.4	6.30913921236	5.3404768962
1127652973.03	6.16065307477	5.79364939002
1127048545.6	7.13566546881	4.7274760265
1128627448.9	6.42010840511	5.72444553462
1127215863.8	6.07236897642	4.48599299862
1127460422.0	5.37479344912	3.95054827013
1127787846.61	4.66960096019	5.38477687377
1128703355.55	6.54342700479	5.99101762701
1129043244.3	5.85850179193	5.99739773766
1127259415.1	5.82227776081	5.42863786784
1127048190.05	4.69130683289	5.94623580942
1128630031.13	6.53149583416	6.47125292973
1127044136.03	5.71011536292	5.55536409894
1126109425.59	5.92833120729	6.07013952379
1127620166.41	6.41439557926	6.52496103467
1129041370.3	7.65254829425	6.48380715275
1127254296.83	5.87505171004	6.85929876663
1126566977.35	5.70896137405	4.99694541904
1126559715.17	8.3301327864	9.50280270739
1127036380.99	8.10666360791	5.47302107108
1127004140.55	5.87512748918	4.7631912387
1127563066.44	6.26465091327	5.1479729335
1128761243.95	6.83356955269	6.36068332767
1128652618.37	7.16674907677	6.65170566716
1129105774.02	6.12529604763	6.19513404293
1126627775.49	7.65354715852	7.04842681158
1128057894.95	6.85105104808	6.18621559271
1127512704.75	5.83486945124	7.97504193265
1128914870.52	5.52237418971	6.52465482288
1128995282.66	6.4644493578	7.97051607884
1128954745.38	6.77008878107	7.19981063965
1127647114.66	5.9204549831	7.90127524133
1128670114.12	6.97837657328	6.56734361968
1127239362.6	6.7583436265	5.71261469758
1127406380.06	7.14478244756	6.50148636294
1129040988.14	6.96200801396	8.00366058725
1129077080.87	7.08264361374	8.82233164375
1127385788.18	9.79164594389	8.80481645167
1126257549.25	7.14064497927	8.89296106555
1128740991.91	7.03477337928	6.70549132333
1127370445.59	6.55542785356	7.13904799239
1127262287.96	7.01450815647	7.63910434225
1127197078.86	6.04154910201	7.6830567661
1126999148.36	6.107248939	5.80049765275
1127220379.28	8.14943796197	8.3370819438
1127253722.89	6.86133213508	6.96855289319
1128273386.61	5.61639822207	6.57537969068
1128910873.35	6.99467230386	6.53923180647
1128656675.0	7.48975273514	5.91208816747
1127482452.16	5.94777061257	4.73169305824
1126801225.46	7.03231383968	7.11780307049
1128682542.16	6.28449936883	6.32669602531
1127696899.77	5.90341725433	7.10836156648
1128758349.11	6.42176397644	5.80556463932
1128273239.03	6.28507811031	6.8241479659
1128229543.99	5.22218029024	6.70926689945
1128134491.19	6.61277701554	6.56856953778
1128658434.58	7.98423570168	7.07279565348
1128656310.42	6.28742320562	7.63455027567
1127048512.1	8.56318514185	7.59024467562
1127695197.67	7.79423707949	6.00979429894
1128663652.48	6.4747851162	4.93525827854
1128392318.28	7.0175436533	6.96416190588
1128757091.07	6.33412857616	9.23002341508
1128223407.57	6.91773927847	9.6837113389
1126660463.48	6.2946855341	7.50970217772
1128947771.55	6.77438317886	7.65514364574
1128656678.41	8.12314964711	5.66165227793
1129067990.67	5.53269778406	6.6314381043
1128658598.19	6.2902379548	6.83558389436
1128814949.48	5.78933513039	8.66793464861
1127203274.53	6.91043922581	7.33887423326
1127625972.1	6.92367385355	8.02941447509
1128761572.64	7.93318011642	6.33762917893
1128640338.16	8.35050942302	6.75291403644
1127259176.72	6.11842538309	5.79685960518
1128294478.68	7.12137456251	6.18434780815
1128681523.31	5.99398617756	6.56780874289
1128050418.25	8.2453910044	6.30712269584
1127038372.77	5.6671539735	9.34685599062
1128950294.18	6.46826090821	7.05694223869
1128673107.94	9.23816739208	6.65844364334
1127734024.76	7.01406509556	5.60107045325
1128116556.94	7.19160074658	5.27992525404
1127514561.97	7.76779741409	5.14867399296
1127627590.64	6.82713248038	10.1986847804
1128991246.34	5.84336430782	7.92138376708
1128344078.81	7.76635531234	5.99462536856
1127434694.13	6.40289640889	6.72663053737
1128704866.36	8.26516357747	13.8202554847
1127253723.87	7.80752330226	7.44994344309
1127010131.28	6.38129990834	5.4566380905
1128044942.34	8.11590181262	5.64985972999
1128248527.11	5.7069031879	6.00535614322
1128399614.4	8.06051389051	9.61316137692
1127205341.67	7.4377045408	5.88176259573
1127555078.79	5.94702215721	5.65327910715
1127549669.97	8.23295705936	6.23948017032
1127045881.25	6.74558326539	4.42085407291
1128457175.84	7.03355924449	6.36438962658
1127038542.12	7.24563617328	8.64290560347
1127407387.5	7.18234483511	9.94606448977
1128455276.27	7.07928681801	7.41725835344
1129070227.86	6.96738717167	8.16344994485
1127370820.53	9.10555978963	5.20447551269
1128761549.3	11.3867547292	8.09386787522
1127792310.34	8.40903864304	6.21330555879
1127434682.83	6.93859977211	7.8768926451
1128503871.17	5.7563255859	8.11953248595
1128426411.13	8.01338824762	8.68239246472
1126910878.97	7.03204426733	7.3558670464
1129249120.03	6.5183291061	5.61110722004
1126910950.71	6.97091775269	6.56469281145
1127009244.39	6.77080975287	5.94911922861
1128706461.38	6.01092531756	9.30373140716
