GPStime 	 HCoh32	 LCoh32
1127651778.66	8.23090128793	9.18664801312
1128666220.78	6.82875986272	5.84947686306
1128044136.39	5.47629354247	4.01988844684
1129069137.67	5.06619223191	6.22431934967
1129074846.18	7.91298670307	8.17834484085
1127261423.39	8.24862330447	8.06288786852
1128488513.47	7.08901280865	17.3290185596
1128129991.22	7.11413455847	6.30757034532
1127107012.93	6.50355652912	8.61558650787
1128230000.75	6.96257227817	7.00333788686
1128495877.36	7.67625826831	7.99498510105
1127514977.75	6.86829580733	8.64741508368
1127458533.8	8.26788712958	6.55663431111
1126690215.06	7.3688736957	7.61634897471
1128419868.36	6.54631977491	7.74768324113
1126326860.84	6.45182194307	4.33427849909
1127389906.76	6.61506639754	10.8175718887
1128657636.54	6.34503463697	6.96697797087
1129074352.51	5.91662258333	6.96698825606
1126568900.3	5.68447097374	5.83519772413
1128343287.36	6.65768291698	6.8598950003
1128932085.61	3.44487642476	7.35321547102
1127608000.89	7.33558201547	6.43227256992
1128171518.67	9.12226365279	5.67345484704
1128755290.98	6.85897795869	8.7841661694
1129082162.57	6.34674301148	7.82584844652
1128250583.68	7.53113344875	7.09794943386
1127522744.5	7.9008151264	7.04618866398
1127733689.3	6.05058029029	6.07582195368
1128688216.65	5.97022680416	5.43451084939
1127602479.45	6.44246231395	8.5108714987
1127619322.13	6.06163753548	5.89449705544
1126655016.69	6.01713861061	7.16896651085
1127628436.96	8.95653102553	9.56610937394
1128657044.22	6.62802171121	7.6972592174
1127737863.12	8.29126879386	8.09986687461
1128814300.66	6.93844956517	8.87028319512
1127365568.72	5.40128365391	5.26438751593
1129117794.69	6.9466228498	5.56785130906
1126988387.91	6.70593329961	6.21959616678
1128171263.66	8.7684676513	6.50032860212
1128483728.58	7.82837453637	9.84933408233
1126644888.8	5.81671125281	5.15726387003
1128296359.92	7.37005117636	6.63124151504
1127433034.29	6.16594423352	5.60821220287
1128624004.9	5.8103182184	5.71323790013
1127557023.8	6.61627504665	5.35541719292
1127002734.67	7.73934743143	7.28599654108
1128755912.91	9.86065578312	7.42348260294
1126574261.37	7.87667936209	10.587084584
1128148413.1	8.08020291378	8.21361397724
1128479412.37	7.75668003531	8.30850143241
1128481003.16	6.88192879464	11.5553544596
1127240257.64	7.86265672417	6.98225961208
1127620092.28	7.94247489689	6.95094752275
1127990409.96	8.03098708386	9.07510758617
1128943896.58	8.58304642952	8.97307747819
1127202366.25	6.19599470282	9.9651517828
1128737615.34	6.1095586142	7.38100517502
1127169666.27	7.19519185966	10.0176165087
1128171518.69	9.66805850816	6.36307730248
1128872711.5	6.30151610258	9.07642592745
1127718903.33	6.67025159431	10.813108179
1127795327.13	6.93366314542	7.97233171495
1126074827.15	6.66499687988	13.0500512942
1128814670.87	8.47012526705	8.69525472941
1128340483.07	7.51264251443	7.08039332372
1128636846.88	9.13685917927	10.4929835807
1127564634.87	6.9766788535	9.0537397147
1128761563.27	6.45899630005	11.4975636899
1128821272.83	7.24986394704	11.0866677453
1127699470.58	8.49351194289	9.64083330784
1128494876.65	6.71239340134	13.9361817991
1128657039.4	9.81490564591	11.138727994
1126409035.17	3.65570879257	3.62560992424
1127514516.08	7.74399593519	5.67568831195
1128693014.48	6.51499994833	6.76554040588
1126799969.7	6.91382089926	11.0610532199
1127107012.92	6.88438303235	4.63571392063
1128485640.4	6.84212214363	13.2220327184
1128338512.08	9.07635408257	9.53257337992
1127253716.57	10.8704575847	7.10476567382
1128815977.86	7.93442706386	8.49360197248
1128171518.68	9.82317131018	6.27092413605
1128755861.57	10.4346283977	10.4765135602
1127611754.66	7.3299193663	9.35391445551
1127640626.8	8.15467028225	9.68370879071
1126403558.96	5.89802886746	6.27754054575
1128256099.44	11.3737094002	6.99710194138
1128240966.51	8.10599160343	9.75135565472
1128446724.75	4.48543626524	16.3921325284
1128752538.75	7.31427409873	9.79465967908
