GPStime 	 Hincoh32
1128932085.61	2.73902993695
1127620166.41	5.8793006473
1127389906.76	5.80010773469
1128761463.65	5.05059298523
1128872711.5	5.2777433927
1126562421.57	6.04624254983
1129105774.02	6.48306429735
1128916526.36	6.69019010741
1128657636.54	7.15533350477
1128285690.76	5.18481953529
1126409035.17	4.96987068179
1127640626.8	7.30619608007
1128989188.46	6.87641343002
1129067990.67	6.92893725508
1127711242.79	7.07578611141
1126796497.07	6.14710372562
1126574261.37	6.05704951575
1127187088.53	6.19633647324
1126742304.84	6.40193008499
1128483728.58	5.77778145939
1129333578.26	6.18551402991
1127536358.64	7.58676669047
1127789138.97	6.35667692367
1126910878.97	6.47570676512
1126655016.69	6.73363613732
1127181965.06	4.84202559072
1127407387.5	6.4967381239
1126999148.36	5.14646417572
1127193911.72	6.95662846783
1128168660.77	5.56653389516
1127044136.03	5.63085069923
1128656310.42	7.51282975952
1128821272.83	6.6600106452
1129347653.96	4.83778036269
1129082162.57	5.3747897692
1127652973.03	7.75559025656
1128757091.07	4.56208942448
1128248527.11	5.31174710694
1128814949.48	4.53423576441
1128227171.02	4.71770512885
1127620092.28	6.17833460005
1126768359.74	5.24362445337
1129077080.87	5.50706098407
1128338512.08	7.7023023562
1126770128.88	8.30032258303
1129040988.14	7.12443860597
1127990409.96	7.46949727457
1127737863.12	7.80467906709
1128121760.76	7.13590924645
1127433122.83	5.18495451495
1127188687.82	4.18456305848
1127666650.08	4.56205501361
1127690546.59	6.52373122575
1127999992.18	4.82756319586
1127738037.11	5.88720667063
1126571737.05	6.29349871473
1127033331.87	6.61837680586
1128503871.17	4.91263284673
1126627903.68	4.6174288483
1128134270.18	6.64820129722
1127613184.2	5.97254942297
1128485640.4	4.83671205169
1126559715.17	7.83551932321
1127202366.25	4.77373996824
1128658598.19	5.85844934249
1127100483.06	4.41185487316
1127197078.86	6.35468363396
1127696899.77	5.25253020474
1128991246.34	5.93410523543
1129069137.67	4.00984468506
1127482452.16	6.63700146613
1128656678.41	8.59213266433
1128169326.19	5.35327136779
1128415542.2	5.52297090867
1127240358.58	6.05452501899
1126109425.59	6.31289002578
1127262287.96	6.17106019108
1128218515.88	7.19868843095
1126811046.44	5.66019852329
1126955590.62	6.07797188557
1128494673.06	5.51751525769
1128446724.75	5.14413333485
1128118929.13	5.21775515322
1126660463.48	6.2341956744
1127555078.79	5.76296434681
1126652504.18	5.10124006168
1127651778.66	8.13724962012
1126759600.57	5.54341444431
1127004140.55	6.63072425942
1128666220.78	6.85699475105
1128250977.33	6.23471662594
1128273239.03	7.09540459095
1126326860.84	5.61309021643
1128758349.11	7.91561620926
1128454185.2	5.82316005041
1127002734.67	8.59380514677
1128250583.68	6.77289109466
1128814300.66	7.2362166321
1128681523.31	7.46908705001
1127010131.28	5.90759530407
1127433034.29	6.91950217785
1128223407.57	6.81038456966
1127647114.66	5.80405781452
1127270292.37	7.49277841109
1128636846.88	7.6040082185
1128229543.99	7.24207300808
1128479412.37	7.50862261034
1128740991.91	6.76085240458
1128755861.57	11.3793987593
1128624004.9	6.59455233043
1127734024.76	7.59405336223
1127512704.75	6.99861957639
1127708824.65	6.99016092028
1127434694.13	9.43887928606
1128168603.81	7.46232845129
1128755290.98	8.0332789188
1128050418.25	6.01847237662
1127254296.83	8.06217103485
1129047221.4	7.1307355773
1127523212.58	8.39724043871
1126910950.71	7.19403838499
1127460422.0	5.60846111058
1127203274.53	6.78593156153
1128393840.67	7.23701791662
1127557023.8	7.82381241367
1127621496.93	6.76607697147
1128954745.38	8.04579374133
1126568900.3	4.99141348101
1127038542.12	7.14068111899
1127036380.99	8.79025574571
1127050603.11	7.78305630368
1129249120.03	7.72543381467
1126257549.25	6.52473940639
1128761243.95	7.12953790517
1127220379.28	7.48097934837
1127394653.64	5.83758968177
1128399614.4	7.93402149055
1128455276.27	6.70399223562
1128419868.36	6.68494769678
1128057894.95	7.39046851325
1128688216.65	7.13707673927
1128627448.9	6.88955602462
1128240966.51	7.59031179953
1128657044.22	8.18753607062
1128392318.28	7.73927441028
1126644888.8	5.70345502028
1128403798.24	7.68870608376
1127611737.76	8.3858519026
1129074352.51	6.40937706032
1127785576.15	6.70356685815
1127627590.64	6.78392658849
1126988387.91	6.73395135598
1128630031.13	6.85558133812
1126566977.35	7.43162823012
1127602479.45	6.01769404482
1127522744.5	8.54360671958
1128703355.55	6.25080540778
1127795327.13	6.95108855208
1129074846.18	6.10373652506
1127370445.59	6.13327211584
1128947771.55	4.94650677193
1126799969.7	6.51948283904
1126403558.96	6.62317422539
1129348517.16	7.12526482658
1128273386.61	5.55604132764
1127405363.34	6.42553311906
1127625972.1	5.69901235838
1128706461.38	6.59991951002
1128430632.89	5.22286325225
1128230000.75	6.10295139697
1127514977.75	6.71267780778
1128134491.19	6.01543831771
1128430997.75	6.62492324225
1126074827.15	5.57047905519
1128914870.52	4.948110857
1128494876.65	7.74395690444
1128814670.87	8.12905752065
1127699470.58	9.65768545174
1128426411.13	7.30201882537
1128129991.22	8.11030393985
1128652618.37	6.79207088772
1128044136.39	8.34848446715
1128995282.66	7.62571924173
1128934599.22	6.58187365617
1128761549.31	12.4490820003
1127048545.6	8.35255871471
1127613214.24	8.73499791423
1127608000.89	8.07724347143
1127406380.06	7.36063572036
1126990892.29	8.79822529637
1127707470.88	7.84652371578
1128910873.35	6.38040551959
1128294478.68	8.70034211901
1128656675.0	8.74694313837
1128682542.16	7.62877800846
1127792310.34	8.43339611092
1128815977.86	7.54529581937
1129041370.3	8.79471448614
1127385788.18	8.55779981293
1127205341.67	7.8355165138
1128633103.76	7.59705298649
1127514516.08	8.22812411072
1127563066.44	8.84463205419
1128296359.92	10.4247230781
1127211582.81	8.1147968159
1128171518.67	9.2422418062
1127259415.1	7.43431310649
1128344078.81	9.04545673307
1128663652.48	7.74087669921
1127261423.39	8.27017123817
1127253722.89	8.19388966643
1128044942.34	8.65514759742
1127239497.14	7.89748957545
1127045881.25	8.42443639602
1127072188.19	8.78952243433
1127183208.07	9.04844306092
1128116556.94	9.18039179734
1128943896.58	7.94940990346
1128148413.1	8.22564684219
1127514561.97	9.11474220968
1127458533.8	11.3998855955
1128443202.05	9.62002629656
1128640338.16	8.23896878275
1128761563.27	5.80558673618
1128481003.16	7.57074861683
1128171518.68	10.351625926
1128488513.47	8.47091334899
1128673113.87	7.23076887307
1127549669.97	8.55797650993
1126801225.46	7.8431487614
1127563746.2	7.77062292054
1126627775.49	8.86409223403
1127239362.6	7.70209698253
1129117794.69	7.20366575507
1126659549.62	6.53072734678
1129070227.86	7.13993040155
1126804166.44	5.73631163988
1126626280.25	6.23089403957
1129251773.02	6.57202406395
1128128183.41	5.88509111764
1128692057.64	6.53144660729
1127619322.13	6.59237661934
1127215863.8	5.78951449575
1127048190.05	6.66358274753
1127733689.3	6.94994910424
1128762891.24	6.02081878925
1127564634.87	6.57231079591
1129080224.54	5.19109419176
1127787846.61	5.53712001897
1127259176.72	6.65520203801
1128704866.36	9.689707468
1126848578.76	6.17938987357
1127783006.16	7.51872063919
1128457175.84	8.79688352827
1126690215.06	7.95423906824
1128998665.83	6.7369659735
1127009244.39	7.5274955409
1128693014.48	6.21121289243
1127370820.53	10.1501387113
1127611754.66	8.39481767602
1126990301.7	8.93959406165
1127107012.92	8.24571359416
1127169666.27	11.1877681309
1127107012.93	7.28192433955
1128051935.27	9.32719978973
1128755912.91	11.4450383826
1128256099.44	11.3929324059
1127048512.1	9.72894405091
1128495877.36	8.71158976625
1128340483.07	8.59884742528
1128761572.64	11.1504250638
1127695197.67	10.2722578259
1128658434.58	9.116436165
1128171518.69	9.49415495076
1128670114.12	8.90843409627
1128761549.3	13.1461158382
1127240257.64	11.0218329393
1128761443.57	10.2309069548
1128673107.94	11.0518844894
1126991475.8	11.8894376743
1127651908.96	9.11951871123
1127376114.99	9.82934438824
1127253723.87	10.010530624
1127628436.96	8.78095884614
1128657039.4	11.4989304047
1128171263.66	9.87962178872
1128123332.63	7.04732867573
1127434682.83	6.78825934116
1127477587.89	4.69436052441
1127253716.57	11.5999552173
1128755932.49	15.2809401669
1128755932.47	15.7254601761
1128752538.75	5.27912882696
1129043244.3	5.75622974838
1127061470.99	8.8581914425
1127365568.72	5.65900917449
1126672284.98	5.78342847534
1128737615.34	6.11960494771
1128933299.79	5.7693355728
1127699133.26	5.45531065674
1128950294.18	5.40078604521
1128343287.36	5.04690378428
1127239888.6	5.77148334109
1127038372.77	5.20070108528
1126759521.57	5.71442366427
1127718903.33	5.45525329503
