GPStime 	 Lincoh32
1127036380.99	5.41350142909
1127061470.99	4.75858607139
1126326860.84	4.51192066393
1127048190.05	6.32886789537
1126759600.57	7.61917612522
1128171518.68	5.1666827091
1127785576.15	5.3505928321
1127107012.92	3.59234783287
1127460422.0	3.71547374078
1127621496.93	4.35855918556
1127711242.79	6.74363651541
1127048545.6	4.19254647185
1128171518.69	3.63727584886
1127708824.65	5.65645741822
1127215863.8	4.81599248951
1126409035.17	4.14786228559
1127690546.59	6.01851451422
1127477587.89	4.59281849024
1127482452.16	4.09591587945
1128128183.41	5.07966558585
1128349728.33	4.95544158109
1128673107.94	7.26825129721
1127405363.34	4.2026849275
1127563746.2	4.91734450742
1127783006.16	8.4418932867
1127737863.12	7.68798355062
1128123332.63	3.52809146626
1127365568.72	5.31226390634
1128663652.48	5.15902900481
1128171518.67	4.83495693097
1128050418.25	4.32548904005
1126990301.7	4.95806382778
1127738037.11	5.77054559353
1127211582.81	3.67641007913
1127048512.1	5.07383453023
1127433034.29	4.92857201756
1128227171.02	5.67320993128
1126801225.46	6.75431592162
1128658598.19	7.676663782
1127608000.89	5.09188098325
1127376114.99	4.55788738848
1127523212.58	5.95738075985
1128755861.57	8.17829953411
1127707470.88	4.76145489197
1127514561.97	4.86939723526
1128670114.12	6.89478598477
1128755912.91	7.93442336455
1126768359.74	4.98107943035
1127394653.64	5.37629329642
1127239497.14	4.86092834907
1127181965.06	4.91408138653
1127009244.39	4.42364468763
1129347653.96	6.18580864262
1127563066.44	5.03466465668
1127557023.8	6.28001704175
1127004140.55	5.64036053256
1128633103.76	12.1200095342
1128693014.48	7.00799520069
1129047221.4	6.84897342567
1127611737.76	7.59137838775
1127407387.5	8.53258277392
1129249120.03	8.13869655799
1126644888.8	7.32897416656
1127734024.76	6.19604847178
1127733689.3	7.13544190635
1128116556.94	6.61464703183
1128656678.41	7.12904849435
1126999148.36	5.79084621418
1127193911.72	5.61525205074
1127620166.41	6.90594466671
1129043244.3	5.96530739492
1127514516.08	6.39280579369
1127555078.79	6.00153114663
1127254296.83	6.77399199221
1128248527.11	7.33780422982
1128340483.07	7.1886037435
1128457175.84	7.13834695273
1128630031.13	7.12010923382
1128168660.77	6.11419178864
1128692057.64	6.82453645598
1128294478.68	6.37638939276
1126672284.98	6.68131244173
1126571737.05	6.08189335408
1128256099.44	8.68803869725
1128703355.55	6.33969476295
1127787846.61	7.27832954738
1126626280.25	8.47219359402
1127652973.03	6.49485652695
1127536358.64	5.6679750781
1126652504.18	8.57338175109
1126796497.07	12.1884185146
1128169326.19	7.31067052056
1126910950.71	7.36879431645
1127699470.58	10.1192913586
1128761243.95	7.3364811984
1129117794.69	6.2174641047
1128934599.22	6.69064486818
1127220379.28	10.3246659199
1128761572.64	7.85690103576
1126074827.15	13.0298403232
1128688216.65	6.96583528637
1127564634.87	9.95641991754
1126759521.57	7.45623300648
1127010131.28	5.29796157435
1127434694.13	7.24515191185
1126559715.17	11.0767655633
1128134491.19	7.5433908515
1127187088.53	7.63180411913
1127044136.03	6.96439009358
1128250977.33	6.98558475481
1128640338.16	6.44835182304
1129074846.18	10.8113415655
1128998665.83	5.56638240354
1129251773.02	6.44161861396
1128057894.95	6.39858654788
1127406380.06	5.90422678302
1126659549.62	6.15137090712
1128229543.99	7.20576206909
1129080224.54	6.36231977137
1127990409.96	10.4458535596
1128240966.51	9.96549268295
1126403558.96	6.78372367682
1127433122.83	5.53117188115
1128682542.16	8.52334625991
1128624004.9	6.30908530746
1128761549.3	7.92803225754
1128051935.27	6.37484645453
1128273239.03	8.84603382267
1126627775.49	7.86207792253
1127370445.59	8.29113743772
1129105774.02	8.59367046377
1126562421.57	7.06952147176
1128658434.58	7.63503319337
1127999992.18	8.56356582743
1128250583.68	7.073436414
1128755932.49	6.66216473545
1128758349.11	7.97270108912
1128737615.34	8.43138233455
1127239888.6	6.25161610391
1128681523.31	10.8301092674
1127033331.87	7.73140159207
1127072188.19	8.12562931072
1129067990.67	7.70840158911
1128914870.52	8.17361429894
1126690215.06	10.2807633153
1126742304.84	9.38014792595
1128148413.1	8.11545644716
1128657044.22	8.64538667011
1127666650.08	10.7708971278
1128740991.91	7.61421974632
1127458533.8	9.9956985096
1128273386.61	6.91449496381
1128230000.75	9.1654615223
1128343287.36	7.3112018222
1129069137.67	7.9297236285
1127183208.07	11.1177133794
1127240358.58	7.10323734925
1129040988.14	9.59123910991
1128991246.34	9.2256840668
1128814300.66	9.64258054819
1128916526.36	8.57269667053
1128285690.76	7.65488828375
1128656310.42	8.18049511331
1128933299.79	9.13386989546
1127107012.93	9.02743987733
1127002734.67	9.08068969013
1129074352.51	9.00125180176
1127253722.89	7.8834165024
1127795327.13	9.08349974778
1128947771.55	7.89153829285
1128392318.28	8.33637802864
1128171263.66	8.23628670006
1129070227.86	9.36511978485
1127259415.1	7.2534687452
1128118929.13	6.08923540719
1128821272.83	11.5465621118
1128657636.54	7.61709881676
1126627903.68	10.6233013933
1126988387.91	7.7882376557
1127514977.75	9.34264572893
1128168603.81	7.48394973077
1127625972.1	8.72676535031
1128296359.92	9.23171274775
1127699133.26	9.09156684975
1127619322.13	5.5689965746
1127651908.96	6.30532696874
1128344078.81	5.6934453325
1126566977.35	5.91507315739
