File 	 GPStime 	 Hincoh8
posterior_H1_1127033331.87-1188.hdf5	1127033331.87	5.94078834455
posterior_H1_1127100483.06-1218.hdf5	1127100483.06	5.63400433318
posterior_H1_1127202366.25-1142.hdf5	1127202366.25	6.15842171185
posterior_H1_1129069137.67-1229.hdf5	1129069137.67	5.79181816565
posterior_H1_1126910950.71-1231.hdf5	1126910950.71	5.60919892133
posterior_H1_1128627448.9-1169.hdf5	1128627448.9	6.45741393733
posterior_H1_1126409035.17-1228.hdf5	1126409035.17	4.47876639028
posterior_H1_1126627903.68-1030.hdf5	1126627903.68	5.02333438541
posterior_H1_1129047221.4-1114.hdf5	1129047221.4	6.12655115974
posterior_H1_1128415542.2-1226.hdf5	1128415542.2	6.10527394425
posterior_H1_1127270292.37-1240.hdf5	1127270292.37	6.85157084418
posterior_H1_1129082162.57-1214.hdf5	1129082162.57	6.60803321707
posterior_H1_1128285690.76-1112.hdf5	1128285690.76	6.11894139179
posterior_H1_1128737615.34-1179.hdf5	1128737615.34	6.43993338339
posterior_H1_1128666220.78-1199.hdf5	1128666220.78	7.0495107483
posterior_H1_1126759600.57-1200.hdf5	1126759600.57	5.73523554018
posterior_H1_1128681523.31-1168.hdf5	1128681523.31	6.0453136706
posterior_H1_1128134270.18-1156.hdf5	1128134270.18	5.7551201794
posterior_H1_1127555078.79-1242.hdf5	1127555078.79	5.42805122355
posterior_H1_1127787846.61-1063.hdf5	1127787846.61	4.94570517342
posterior_H1_1126910878.97-1023.hdf5	1126910878.97	5.62348923849
posterior_H1_1127433122.83-1123.hdf5	1127433122.83	5.62978277628
posterior_H1_1128168660.77-1178.hdf5	1128168660.77	5.54688420855
posterior_H1_1129333578.26-1002.hdf5	1129333578.26	7.38139618537
posterior_H1_1128483728.58-988.hdf5	1128483728.58	5.86619341784
posterior_H1_1128218515.88-1146.hdf5	1128218515.88	6.52703001179
posterior_H1_1128494673.06-1193.hdf5	1128494673.06	5.99361342043
posterior_H1_1128503871.17-1203.hdf5	1128503871.17	5.18109457321
posterior_H1_1127240358.58-1148.hdf5	1127240358.58	5.57295660449
posterior_H1_1127460422.0-1241.hdf5	1127460422.0	6.02074110984
posterior_H1_1126574261.37-944.hdf5	1126574261.37	5.88047138836
posterior_H1_1128814949.48-1223.hdf5	1128814949.48	6.42262341795
posterior_H1_1127044136.03-1212.hdf5	1127044136.03	5.8378445698
posterior_H1_1127181965.06-1219.hdf5	1127181965.06	5.76905126409
posterior_H1_1127239888.6-970.hdf5	1127239888.6	6.73230058184
posterior_H1_1128933299.79-1232.hdf5	1128933299.79	5.43680091059
posterior_H1_1127203274.53-1155.hdf5	1127203274.53	7.27885623458
posterior_H1_1126804166.44-1055.hdf5	1126804166.44	6.17843944328
posterior_H1_1126652504.18-1205.hdf5	1126652504.18	6.0713009088
