File 	 GPStime 	 HCoh8	 LCoh8
posterior_H1L1_1126409035.17-1228.hdf5	1126409035.17	4.25700205815	3.77708951661
posterior_H1L1_1126759600.57-1200.hdf5	1126759600.57	6.11071319358	6.91887167056
posterior_H1L1_1126566977.35-953.hdf5	1126566977.35	5.43295648193	4.65354028745
posterior_H1L1_1127394653.64-1035.hdf5	1127394653.64	6.23862039699	6.00723489414
posterior_H1L1_1127215863.8-1072.hdf5	1127215863.8	6.55470504494	4.66004327299
posterior_H1L1_1127211582.81-990.hdf5	1127211582.81	6.84675439032	4.75781964609
posterior_H1L1_1127666650.08-956.hdf5	1127666650.08	6.31623483918	9.60757734586
posterior_H1L1_1127523212.58-1243.hdf5	1127523212.58	7.37821581791	5.16718424639
posterior_H1L1_1127783006.16-967.hdf5	1127783006.16	5.885952268	5.75056299436
posterior_H1L1_1128169326.19-1204.hdf5	1128169326.19	5.76025256933	5.18317296013
posterior_H1L1_1126659549.62-942.hdf5	1126659549.62	5.4699301689	5.20879697178
posterior_H1L1_1127044136.03-1212.hdf5	1127044136.03	5.68127017614	4.79788768811
posterior_H1L1_1126990301.7-1056.hdf5	1126990301.7	5.72415861226	6.68818382404
posterior_H1L1_1127405363.34-1147.hdf5	1127405363.34	5.87160961172	5.32781146535
posterior_H1L1_1128657636.54-1163.hdf5	1128657636.54	7.30519687537	6.77824615973
posterior_H1L1_1128118929.13-1075.hdf5	1128118929.13	6.28380657156	5.66099013516
posterior_H1L1_1128250977.33-1100.hdf5	1128250977.33	6.82343564779	5.37238463126
posterior_H1L1_1128218515.88-1146.hdf5	1128218515.88	5.87800858785	6.03922075222
posterior_H1L1_1127203274.53-1155.hdf5	1127203274.53	6.67914052478	5.52269450709
posterior_H1L1_1126672284.98-1154.hdf5	1126672284.98	5.15767039567	4.82259667139
posterior_H1L1_1128044136.39-1065.hdf5	1128044136.39	6.96464957241	6.56757669848
posterior_H1L1_1127711242.79-1001.hdf5	1127711242.79	6.22418325395	4.80714205466
posterior_H1L1_1127620166.41-1172.hdf5	1127620166.41	4.52872378293	4.75603818991
posterior_H1L1_1127787846.61-1063.hdf5	1127787846.61	5.12069182847	5.47806925134
posterior_H1L1_1128932085.61-1051.hdf5	1128932085.61	5.29087184492	6.5235632792
posterior_H1L1_1129251773.02-1116.hdf5	1129251773.02	5.7843563825	5.62397527572
posterior_H1L1_1128656678.41-1207.hdf5	1128656678.41	7.90801958993	6.29553092859
posterior_H1L1_1127647114.66-1097.hdf5	1127647114.66	5.6015848551	5.96145377382
posterior_H1L1_1126759521.57-1081.hdf5	1126759521.57	6.0085363105	6.81955823966
posterior_H1L1_1128229543.99-1202.hdf5	1128229543.99	5.12290612131	6.94450285542
posterior_H1L1_1126910950.71-1231.hdf5	1126910950.71	6.19827131369	5.84895832215
posterior_H1L1_1127514516.08-1095.hdf5	1127514516.08	5.85228071168	4.79810536347
posterior_H1L1_1129080224.54-1134.hdf5	1129080224.54	5.53547561726	5.67328264195
posterior_H1L1_1127036380.99-1192.hdf5	1127036380.99	5.45432058426	4.99150481038
posterior_H1L1_1127033331.87-1188.hdf5	1127033331.87	5.56647082268	6.27485936697
posterior_H1L1_1126571737.05-1107.hdf5	1126571737.05	5.08745898058	6.53641499459
posterior_H1L1_1126955590.62-1004.hdf5	1126955590.62	6.30393455544	4.32361947082
posterior_H1L1_1127100483.06-1218.hdf5	1127100483.06	5.44316947959	7.66929436364
posterior_H1L1_1129347653.96-1130.hdf5	1129347653.96	6.09307550183	5.08586850088
posterior_H1L1_1126644888.8-1122.hdf5	1126644888.8	5.58186858921	5.78703368267
posterior_H1L1_1126109425.59-1233.hdf5	1126109425.59	6.32360127374	6.44001494287
posterior_H1L1_1127365568.72-1034.hdf5	1127365568.72	6.13119468999	5.56509989835
posterior_H1L1_1128758349.11-1132.hdf5	1128758349.11	6.35788803997	6.60828185754
posterior_H1L1_1128682542.16-1141.hdf5	1128682542.16	6.69687854328	5.70470802341
posterior_H1L1_1128916526.36-1185.hdf5	1128916526.36	6.76372937415	6.33302307894
posterior_H1L1_1128050418.25-1238.hdf5	1128050418.25	5.46842767701	5.20776115815
posterior_H1L1_1128934599.22-1239.hdf5	1128934599.22	4.93294342077	5.14921513117
posterior_H1L1_1127254296.83-1049.hdf5	1127254296.83	6.32653333915	5.05811475083
posterior_H1L1_1128168603.81-1215.hdf5	1128168603.81	6.41344003319	5.70232236241
posterior_H1L1_1128630031.13-1173.hdf5	1128630031.13	6.64500484229	6.60932676319
posterior_H1L1_1126562421.57-984.hdf5	1126562421.57	5.94934820982	6.21758538846
posterior_H1L1_1126627903.68-1030.hdf5	1126627903.68	6.62303002605	10.8951537215
posterior_H1L1_1127004140.55-1247.hdf5	1127004140.55	6.29467041079	5.96674724029
posterior_H1L1_1128693014.48-1080.hdf5	1128693014.48	6.40939975502	6.70099575222
posterior_H1L1_1127239888.6-970.hdf5	1127239888.6	4.9521928412	5.70038633208
posterior_H1L1_1127434682.83-994.hdf5	1127434682.83	6.99298526098	6.6819271448
posterior_H1L1_1127239362.6-1227.hdf5	1127239362.6	5.32346029649	5.90177074751
posterior_H1L1_1127048545.6-1102.hdf5	1127048545.6	6.75274085647	4.68096553029
posterior_H1L1_1126768359.74-1209.hdf5	1126768359.74	5.91868009318	5.23878018202
posterior_H1L1_1127009244.39-1091.hdf5	1127009244.39	6.10355785437	5.30795461121
posterior_H1L1_1127563746.2-938.hdf5	1127563746.2	7.34175297093	4.59238754155
posterior_H1L1_1127406380.06-1235.hdf5	1127406380.06	4.95243201702	4.45432416593
posterior_H1L1_1127734024.76-1137.hdf5	1127734024.76	6.36648481817	5.17264879118
posterior_H1L1_1128688216.65-939.hdf5	1128688216.65	5.92304632442	6.20263512532
posterior_H1L1_1128652618.37-1236.hdf5	1128652618.37	6.41556154187	5.95210173598
posterior_H1L1_1128998665.83-1086.hdf5	1128998665.83	5.30008952256	5.02697729779
posterior_H1L1_1128656675.0-1187.hdf5	1128656675.0	6.30649272572	5.8295052155
posterior_H1L1_1127536358.64-957.hdf5	1127536358.64	5.23195726745	6.64408050058
posterior_H1L1_1127433034.29-1174.hdf5	1127433034.29	6.96807408964	5.71937006435
posterior_H1L1_1127738037.11-1066.hdf5	1127738037.11	6.06045371722	5.86396515983
posterior_H1L1_1127707470.88-1224.hdf5	1127707470.88	4.97823868859	3.98564131237
posterior_H1L1_1126988387.91-1184.hdf5	1126988387.91	6.53465484607	5.9972343902
posterior_H1L1_1128128183.41-1092.hdf5	1128128183.41	5.93297950486	6.08067909532
posterior_H1L1_1128740991.91-1162.hdf5	1128740991.91	5.46744491574	5.64998540432
posterior_H1L1_1129069137.67-1229.hdf5	1129069137.67	5.31417294112	6.02434098291
posterior_H1L1_1128457175.84-1026.hdf5	1128457175.84	6.8506771819	5.21538041438
posterior_H1L1_1127187088.53-1005.hdf5	1127187088.53	6.06358394931	5.3754923966
posterior_H1L1_1128044942.34-1152.hdf5	1128044942.34	7.41727383555	5.95053895226
posterior_H1L1_1127482452.16-986.hdf5	1127482452.16	6.00039661333	4.11505848869
posterior_H1L1_1127038542.12-940.hdf5	1127038542.12	6.21083402072	7.06962692692
posterior_H1L1_1127376114.99-1115.hdf5	1127376114.99	6.59862902406	5.27982601658
posterior_H1L1_1128171518.68-1032.hdf5	1128171518.68	7.91067204494	5.56122158289
posterior_H1L1_1127514561.97-1150.hdf5	1127514561.97	6.63099681975	5.14567111394
posterior_H1L1_1126326860.84-955.hdf5	1126326860.84	5.76593245329	4.62589700982
posterior_H1L1_1127733689.3-1165.hdf5	1127733689.3	6.71388022476	6.47993623619
posterior_H1L1_1128627448.9-1169.hdf5	1128627448.9	5.64881560533	6.13117091003
posterior_H1L1_1127433122.83-1123.hdf5	1127433122.83	5.34866122806	4.84340952118
posterior_H1L1_1127259176.72-1144.hdf5	1127259176.72	5.05437562414	5.67696633041
posterior_H1L1_1127205341.67-1125.hdf5	1127205341.67	7.15217775071	5.78111129711
posterior_H1L1_1127193911.72-1069.hdf5	1127193911.72	5.57811907173	4.51143067643
posterior_H1L1_1127990409.96-1230.hdf5	1127990409.96	6.98721067735	8.82713926093
posterior_H1L1_1127181965.06-1219.hdf5	1127181965.06	5.96171025968	4.0901568583
posterior_H1L1_1127695197.67-1170.hdf5	1127695197.67	7.28222019542	5.62547894149
posterior_H1L1_1127708824.65-1045.hdf5	1127708824.65	6.40389455731	4.97788875713
posterior_H1L1_1127460422.0-1241.hdf5	1127460422.0	5.5682567359	5.21072176026
posterior_H1L1_1128658598.19-1237.hdf5	1128658598.19	5.27330557042	7.72873607159
posterior_H1L1_1128123332.63-1126.hdf5	1128123332.63	7.66845604958	5.85903057297
posterior_H1L1_1127010131.28-1118.hdf5	1127010131.28	5.8174611774	6.34164564636
posterior_H1L1_1128116556.94-996.hdf5	1128116556.94	7.63211434748	6.16156228603
posterior_H1L1_1128761463.65-1029.hdf5	1128761463.65	6.03798234539	7.28292853554
posterior_H1L1_1128757091.07-972.hdf5	1128757091.07	7.24131135562	8.92099600802
posterior_H1L1_1126652504.18-1205.hdf5	1126652504.18	6.50790661719	6.29962672118
posterior_H1L1_1127555078.79-1242.hdf5	1127555078.79	5.87671556379	5.86123444947
posterior_H1L1_1127050603.11-1120.hdf5	1127050603.11	4.63564099485	4.05886349415
posterior_H1L1_1127061470.99-1057.hdf5	1127061470.99	4.29545598713	2.99971476367
posterior_H1L1_1127563066.44-1167.hdf5	1127563066.44	5.97898173083	4.88217558177
posterior_H1L1_1128168660.77-1178.hdf5	1128168660.77	5.39101027505	4.18881988843
posterior_H1L1_1126403558.96-1014.hdf5	1126403558.96	5.85698867981	5.41172178016
posterior_H1L1_1126660463.48-1131.hdf5	1126660463.48	5.0301366506	6.01054618854
posterior_H1L1_1127045881.25-1078.hdf5	1127045881.25	7.34645277846	5.18426426085
posterior_H1L1_1129105774.02-1013.hdf5	1129105774.02	6.7363852567	6.7885134019
posterior_H1L1_1128392318.28-1068.hdf5	1128392318.28	6.45180961994	6.55262566216
posterior_H1L1_1128051935.27-1145.hdf5	1128051935.27	5.93023474589	4.86551062089
posterior_H1L1_1126626280.25-1052.hdf5	1126626280.25	6.34112600007	5.84765927957
posterior_H1L1_1127789138.97-976.hdf5	1127789138.97	5.85591685447	9.07291961171
posterior_H1L1_1127699470.58-1071.hdf5	1127699470.58	7.2256493958	7.32304838492
posterior_H1L1_1126801225.46-1222.hdf5	1126801225.46	6.44940516919	5.90771880402
posterior_H1L1_1128910873.35-1108.hdf5	1128910873.35	6.24400987338	6.25303085368
posterior_H1L1_1128991246.34-1062.hdf5	1128991246.34	6.19763935287	6.21054313724
posterior_H1L1_1128057894.95-1084.hdf5	1128057894.95	5.55147435286	5.94843086511
posterior_H1L1_1128656310.42-1024.hdf5	1128656310.42	6.40678214021	7.40442913072
posterior_H1L1_1129117794.69-1094.hdf5	1129117794.69	6.27013188796	5.59759579717
posterior_H1L1_1127652973.03-1022.hdf5	1127652973.03	5.92640499016	6.14949837152
posterior_H1L1_1127477587.89-1128.hdf5	1127477587.89	6.30126967132	6.05509018078
posterior_H1L1_1128273386.61-1089.hdf5	1128273386.61	7.15006796058	6.47743648859
posterior_H1L1_1127999992.18-999.hdf5	1127999992.18	5.64296192783	7.3706782353
posterior_H1L1_1127690546.59-966.hdf5	1127690546.59	7.09823024224	5.320842336
posterior_H1L1_1129047221.4-1114.hdf5	1129047221.4	5.51359044639	6.23951166697
posterior_H1L1_1128950294.18-1140.hdf5	1128950294.18	5.55070158496	7.88462910493
posterior_H1L1_1128814300.66-971.hdf5	1128814300.66	5.30375369922	7.14247661341
posterior_H1L1_1128430997.75-1076.hdf5	1128430997.75	5.90253937467	6.65735152462
posterior_H1L1_1127613214.24-965.hdf5	1127613214.24	6.63496962023	4.89903128378
posterior_H1L1_1128815977.86-1105.hdf5	1128815977.86	6.65399852663	6.1480704871
