File 	 GPStime 	 Hincoh16
posterior_H1_1126409035.17-292.hdf5	1126409035.17	4.94505876136
posterior_H1_1128134270.18-220.hdf5	1128134270.18	5.03097438355
posterior_H1_1126910878.97-87.hdf5	1126910878.97	3.71029165856
posterior_H1_1129082162.57-278.hdf5	1129082162.57	5.14476308769
posterior_H1_1128273239.03-250.hdf5	1128273239.03	5.72922795689
posterior_H1_1128168660.77-242.hdf5	1128168660.77	4.65091884055
posterior_H1_1128399614.4-246.hdf5	1128399614.4	5.48517063597
posterior_H1_1129069137.67-293.hdf5	1129069137.67	5.25845285524
posterior_H1_1127620166.41-236.hdf5	1127620166.41	6.84339329069
posterior_H1_1128630031.13-237.hdf5	1128630031.13	6.88722378545
posterior_H1_1127033331.87-252.hdf5	1127033331.87	5.88284848465
posterior_H1_1128503871.17-267.hdf5	1128503871.17	5.73415908123
posterior_H1_1126759600.57-264.hdf5	1126759600.57	5.14014667253
posterior_H1_1128932085.61-115.hdf5	1128932085.61	3.11743187937
posterior_H1_1126910950.71-295.hdf5	1126910950.71	6.31675054037
posterior_H1_1127563066.44-231.hdf5	1127563066.44	6.73794053635
posterior_H1_1128494673.06-257.hdf5	1128494673.06	5.91310750477
posterior_H1_1127734024.76-201.hdf5	1127734024.76	6.89164795864
posterior_H1_1127555078.79-306.hdf5	1127555078.79	5.48574190379
posterior_H1_1128227171.02-100.hdf5	1128227171.02	6.01238203881
posterior_H1_1128481003.16-47.hdf5	1128481003.16	5.5613309913
posterior_H1_1126690215.06-97.hdf5	1126690215.06	6.27692846428
posterior_H1_1127733689.3-229.hdf5	1127733689.3	5.93364306893
posterior_H1_1129043244.3-143.hdf5	1129043244.3	6.61093778695
posterior_H1_1126403558.96-78.hdf5	1126403558.96	5.95749386831
posterior_H1_1128656675.0-251.hdf5	1128656675.0	6.53055331754
posterior_H1_1127197078.86-154.hdf5	1127197078.86	5.88342145506
posterior_H1_1126562421.57-48.hdf5	1126562421.57	7.03598375942
posterior_H1_1128666220.78-263.hdf5	1128666220.78	6.3181120349
posterior_H1_1128656310.42-88.hdf5	1128656310.42	5.82272891867
posterior_H1_1128430632.89-165.hdf5	1128430632.89	7.25040665339
posterior_H1_1126559715.17-64.hdf5	1126559715.17	8.169928371
posterior_H1_1128762891.24-275.hdf5	1128762891.24	6.05392440723
posterior_H1_1127181965.06-283.hdf5	1127181965.06	5.89152040383
posterior_H1_1127009244.39-155.hdf5	1127009244.39	7.44510809148
posterior_H1_1128916526.36-249.hdf5	1128916526.36	7.16946732567
posterior_H1_1128633103.76-245.hdf5	1128633103.76	7.10903786807
posterior_H1_1128624004.9-308.hdf5	1128624004.9	7.37547785168
posterior_H1_1128950294.18-204.hdf5	1128950294.18	5.45668523437
posterior_H1_1126801225.46-286.hdf5	1126801225.46	7.65598589453
posterior_H1_1127239497.14-285.hdf5	1127239497.14	7.51386974757
posterior_H1_1127100483.06-282.hdf5	1127100483.06	5.31572017898
posterior_H1_1127627590.64-7.hdf5	1127627590.64	7.22469701243
posterior_H1_1128954745.38-235.hdf5	1128954745.38	6.9377493858
posterior_H1_1128426411.13-183.hdf5	1128426411.13	8.55364739662
posterior_H1_1128494876.65-255.hdf5	1128494876.65	5.11513510166
posterior_H1_1128483728.58-52.hdf5	1128483728.58	4.41541199955
